episode,episode_cost,mean_loss
662,354600.0,316940.0078125
663,325777.5,303773.0234375
664,234567.5,126593.35546875
665,203352.5,78989.703125
666,224345.0,111592.62890625
667,151870.0,40378.892578125
668,325027.5,317776.72265625
669,320250.0,277928.68359375
670,303772.5,230509.072265625
671,208000.0,81610.828125
672,257200.0,175811.345703125
673,364912.5,381568.01953125
674,337720.0,272014.0625
675,345360.0,347885.15625
676,243395.0,121597.2587890625
677,269792.5,163287.615234375
678,356362.5,388279.703125
679,319392.5,291180.05859375
680,251542.5,139085.951171875
681,278962.5,180315.888671875
682,294057.5,193000.0
683,231372.5,106095.1123046875
684,287315.0,188050.19140625
685,298110.0,224188.224609375
686,339100.0,330058.0078125
687,450367.5,687796.6875
688,222037.5,102600.2685546875
689,286057.5,181168.6640625
690,282175.0,191391.158203125
691,400210.0,497286.6875
692,272955.0,164329.599609375
693,238455.0,110593.5498046875
694,360725.0,314114.20703125
695,374935.0,377491.15625
696,337900.0,302531.765625
697,358805.0,364740.58984375
698,421050.0,524585.421875
699,440597.5,553243.9921875
700,432062.5,587412.390625
701,320355.0,281743.0078125
702,496565.0,710137.96875
703,277850.0,179388.830078125
704,278750.0,169052.35546875
705,253352.5,141257.509765625
706,330747.5,296003.64453125
707,285045.0,171308.984375
708,490320.0,723021.0078125
709,406332.5,466130.796875
710,311392.5,262523.30078125
711,415957.5,496574.77734375
712,368430.0,383910.796875
713,382882.5,405699.9453125
714,403405.0,499069.56640625
715,280117.5,213522.9296875
716,448797.5,637096.2890625
717,392767.5,451483.8515625
718,365545.0,388218.22265625
719,351617.5,356179.87109375
720,434627.5,579845.3515625
721,499565.0,806738.0078125
722,283125.0,171498.84375
723,532687.5,863287.890625
724,331432.5,313148.453125
725,416775.0,500491.89453125
726,416017.5,500345.31640625
727,377545.0,405960.63671875
728,282225.0,213479.412109375
729,367452.5,361041.75
730,319687.5,281576.9609375
731,366127.5,383266.859375
732,341622.5,294242.2265625
733,381070.0,436445.078125
734,291345.0,207387.630859375
735,317245.0,261734.193359375
736,190857.5,60286.650390625
737,401105.0,448354.17578125
738,487172.5,743457.5234375
739,291697.5,239498.04296875
740,245155.0,132020.904296875
741,344137.5,338575.9296875
742,402967.5,463193.1484375
743,316042.5,230721.142578125
744,365215.0,303946.04296875
745,243060.0,121552.80078125
746,257325.0,136584.474609375
747,448965.0,550938.34375
748,437242.5,531753.03125
749,592710.0,977043.9765625
750,506972.5,721638.7578125
751,391110.0,376946.43359375
752,383950.0,386362.2421875
753,363900.0,364560.640625
754,299900.0,204472.392578125
755,267462.5,150007.318359375
756,305522.5,230300.47265625
757,360505.0,314904.1171875
758,240625.0,121552.0341796875
759,330437.5,282079.69921875
760,352670.0,334763.578125
761,208522.5,65569.2294921875
762,299747.5,229472.60546875
763,307080.0,217633.2578125
764,404955.0,458539.5546875
765,482792.5,611737.0546875
766,390740.0,419592.83984375
767,340795.0,251890.998046875
768,476175.0,703133.328125
769,420677.5,537332.671875
770,292257.5,215405.55859375
771,422382.5,512175.9609375
772,425465.0,511333.65625
773,488165.0,699895.0390625
774,363917.5,372672.49609375
775,452617.5,596681.546875
776,373595.0,385994.84375
777,324582.5,267465.1484375
778,344495.0,321350.3828125
779,418657.5,527406.5078125
780,507397.5,811123.1796875
781,378665.0,387100.2578125
782,397795.0,461126.15234375
783,410830.0,486816.33984375
784,428457.5,546899.1328125
785,377715.0,365519.83203125
786,368532.5,361530.9375
787,467897.5,679033.1953125
788,386015.0,454682.18359375
789,349090.0,285863.5390625
790,341202.5,307719.90625
791,398572.5,456813.71484375
792,343462.5,295127.60546875
793,418300.0,505211.30078125
794,530292.5,862050.5546875
795,256667.5,134242.115234375
796,360375.0,363601.62890625
797,459687.5,626194.0
798,430425.0,566258.6171875
799,364580.0,352098.7421875
800,363022.5,382102.453125
801,414955.0,491255.47265625
802,392492.5,431691.57421875
803,392935.0,428019.109375
804,417965.0,472691.96875
805,414670.0,525787.0703125
806,406520.0,483466.046875
807,538360.0,875658.96875
808,548157.5,982510.25
809,448845.0,575554.125
810,353347.5,334630.4140625
811,335500.0,248358.3828125
812,344222.5,301627.60546875
813,366775.0,352424.4375
814,301482.5,229031.44921875
815,395822.5,443031.9453125
816,305392.5,209560.16796875
817,433317.5,502631.21484375
818,407702.5,452786.7421875
819,415502.5,493533.38671875
820,333625.0,285564.09765625
821,487407.5,697536.6953125
822,461012.5,608555.5859375
823,433240.0,545767.4375
824,368117.5,336222.86328125
825,425170.0,550087.828125
826,415590.0,515932.79296875
827,260292.5,139479.01953125
828,270925.0,171640.150390625
829,447667.5,555061.359375
830,386372.5,375068.66796875
831,335235.0,294956.890625
832,403885.0,443655.9296875
833,390455.0,443036.0625
834,352450.0,347791.06640625
835,382400.0,436727.1640625
836,470687.5,617590.2265625
837,523975.0,818397.25
838,385737.5,415895.40625
839,414492.5,492325.5703125
840,524050.0,813780.453125
841,460750.0,619880.4609375
842,340345.0,276828.6328125
843,264930.0,153733.21484375
844,405662.5,414071.76953125
845,456407.5,611692.96875
846,413392.5,450086.11328125
847,442540.0,569055.5234375
848,364827.5,348451.1015625
849,500935.0,719937.515625
850,333472.5,300427.07421875
851,314870.0,266368.953125
852,343435.0,310817.0078125
853,406657.5,454601.19140625
854,312607.5,201619.009765625
855,380665.0,415867.7265625
856,370612.5,343623.69921875
857,310405.0,225597.439453125
858,314282.5,224728.134765625
859,415695.0,507880.70703125
860,405200.0,403949.73046875
861,370262.5,353192.3828125
862,525500.0,842504.2578125
863,394907.5,397863.80859375
864,469657.5,570389.5234375
865,427947.5,521079.4296875
866,385347.5,424853.78125
867,310105.0,245177.466796875
868,462050.0,617582.3125
869,456112.5,628412.75
870,405845.0,451418.1640625
871,283780.0,178919.5625
872,445250.0,573148.7890625
873,365860.0,352283.62890625
874,350550.0,327644.3203125
875,404600.0,431835.703125
876,365792.5,313795.61328125
877,465345.0,568399.578125
878,295745.0,195650.458984375
879,298520.0,203545.85546875
880,404387.5,444206.98828125
881,361945.0,331603.9375
882,357450.0,330821.0859375
883,393830.0,416726.0546875
884,360540.0,342732.5625
885,420360.0,477000.37890625
886,443825.0,536513.75
887,414727.5,466139.609375
888,390297.5,420659.01171875
889,285422.5,176165.060546875
890,339917.5,296136.87890625
891,500377.5,733242.4453125
892,400107.5,435364.9921875
893,424045.0,524980.3515625
894,514455.0,823305.9453125
895,444082.5,540884.0234375
896,444515.0,575243.734375
897,437625.0,483030.51953125
898,404467.5,462348.49609375
899,258202.5,132220.6328125
900,443497.5,548402.71875
901,337437.5,253509.337890625
902,492640.0,695477.875
903,459310.0,633483.8359375
904,419112.5,497720.890625
905,435007.5,565113.7109375
906,377275.0,375395.640625
907,402707.5,445920.22265625
908,387715.0,380400.6015625
909,439132.5,552746.3125
910,362422.5,346831.875
911,364425.0,380730.609375
912,358767.5,320956.609375
913,401085.0,428319.94921875
914,445620.0,500643.03125
915,431220.0,531209.8984375
916,365675.0,312782.32421875
917,411370.0,464527.16796875
918,497222.5,663041.2734375
919,421127.5,490134.55859375
920,481577.5,683945.0
921,281810.0,171945.529296875
922,407165.0,455935.2890625
923,438915.0,586199.765625
924,444920.0,578410.4921875
925,298127.5,222367.94140625
926,342275.0,305715.04296875
927,434405.0,498785.1328125
928,411157.5,437990.2421875
929,472205.0,602856.1796875
930,382037.5,399375.91796875
931,443785.0,574369.078125
932,384720.0,398120.91015625
933,456980.0,579342.15625
934,324422.5,253044.11328125
935,486365.0,672952.4140625
936,425912.5,489678.6875
937,374060.0,329813.03515625
938,502632.5,754731.34375
939,482717.5,683936.5859375
940,565707.5,920620.3203125
941,392370.0,416506.62109375
942,363135.0,359025.43359375
943,357925.0,304337.9609375
944,450465.0,508717.33984375
945,226165.0,88380.9853515625
946,381175.0,361055.76953125
947,485012.5,742617.1171875
948,325462.5,246578.703125
949,355542.5,296320.84375
950,406695.0,433987.49609375
951,411150.0,471373.0390625
952,377360.0,380584.1953125
953,329882.5,275354.5390625
954,325060.0,238396.896484375
955,402415.0,423456.82421875
956,361000.0,354180.25390625
957,530492.5,841804.71875
958,528012.5,873928.0078125
959,324090.0,235328.669921875
960,430345.0,472897.55859375
961,456865.0,641416.8828125
962,396142.5,376754.1640625
963,480635.0,651911.5
964,430437.5,504914.55859375
965,454567.5,586051.8515625
966,322330.0,256612.31640625
967,350247.5,296630.9453125
968,405357.5,410300.6171875
969,367357.5,321783.83203125
970,393300.0,413585.4140625
971,503742.5,744746.203125
972,356102.5,312719.67578125
973,384342.5,378578.6171875
974,472617.5,650482.7265625
975,426052.5,470664.90625
976,362065.0,314088.5859375
977,519575.0,826160.578125
978,324520.0,260989.998046875
979,315632.5,216170.126953125
980,412977.5,475290.88671875
981,424437.5,511413.140625
982,403842.5,429006.33984375
983,377337.5,337517.6171875
984,416160.0,475762.5
985,401540.0,419521.2421875
986,453445.0,539016.5859375
987,410292.5,438496.875
988,415280.0,437069.125
989,536257.5,884957.28125
990,446880.0,545281.5078125
991,446605.0,574038.453125
992,364960.0,308698.33984375
993,498477.5,660901.328125
994,325975.0,253956.74609375
995,307627.5,210696.873046875
996,408632.5,410573.89453125
997,314440.0,228662.140625
998,417635.0,494808.62109375
999,336237.5,258842.609375
1000,394842.5,428709.7109375
1001,433065.0,504369.88671875
1002,437307.5,475938.94921875
1003,286302.5,155824.439453125
1004,443105.0,537070.578125
1005,302375.0,188888.755859375
1006,544367.5,848102.9140625
1007,435087.5,525319.3671875
1008,356420.0,273082.046875
1009,443460.0,516892.0234375
1010,378210.0,378769.91015625
1011,417052.5,472669.16015625
