episode,episode_cost,mean_loss
1012,412160.0,396780.84765625
1013,395325.0,379679.4140625
1014,349630.0,331163.5546875
1015,486955.0,722196.9140625
1016,334427.5,239919.150390625
1017,345445.0,306451.23828125
1018,448655.0,525691.125
1019,342247.5,276647.046875
1020,516977.5,751024.046875
1021,350797.5,264756.3359375
1022,506645.0,716768.6796875
1023,442697.5,525417.0546875
1024,496715.0,722003.6640625
1025,404830.0,438095.93359375
1026,389507.5,423581.98828125
1027,402000.0,432139.02734375
1028,361720.0,273590.07421875
1029,491495.0,690883.5546875
1030,282970.0,181329.0546875
1031,486972.5,654295.0234375
1032,388845.0,401041.44921875
1033,414340.0,463250.83984375
1034,388807.5,375447.8984375
1035,283520.0,158124.048828125
1036,422337.5,419323.59765625
1037,423290.0,488551.11328125
1038,469072.5,637704.2109375
1039,450652.5,551105.5859375
1040,456202.5,557759.28125
1041,494575.0,691179.5390625
1042,318907.5,226263.869140625
1043,471122.5,599035.5546875
1044,447627.5,548388.5390625
1045,415755.0,434084.4765625
1046,333355.0,279530.09765625
1047,353675.0,304250.42578125
1048,393470.0,402194.3203125
1049,481895.0,634566.078125
1050,458612.5,571261.3125
1051,383120.0,373850.359375
1052,481620.0,681928.4453125
1053,523952.5,813113.2421875
1054,439147.5,551027.671875
1055,401575.0,411358.34765625
1056,421365.0,524134.58984375
1057,433445.0,512712.75390625
1058,295130.0,174624.62109375
1059,424590.0,495077.68359375
1060,388607.5,360112.46484375
1061,448672.5,621291.3125
1062,357805.0,323286.48828125
1063,444767.5,546318.9765625
1064,419560.0,476972.27734375
1065,391622.5,397517.27734375
1066,307315.0,216649.2578125
1067,436592.5,523117.109375
1068,320835.0,239421.48046875
1069,375815.0,326529.00390625
1070,368440.0,352233.3515625
1071,335212.5,258013.84375
1072,417330.0,437079.4140625
1073,424087.5,474596.20703125
1074,316810.0,230723.83203125
1075,381832.5,371074.078125
1076,438952.5,522708.62890625
1077,388517.5,377704.4921875
1078,378545.0,354807.78515625
1079,334847.5,264972.98828125
1080,414905.0,495379.5625
1081,428695.0,473158.9609375
1082,304422.5,206271.564453125
1083,483360.0,626150.4296875
1084,366327.5,330609.3515625
1085,472835.0,620972.5078125
1086,419062.5,459830.734375
1087,442047.5,523727.87109375
1088,390690.0,354487.64453125
1089,349290.0,333515.48046875
1090,387095.0,350040.21875
1091,414377.5,468765.97265625
1092,428515.0,458767.87890625
1093,489855.0,628778.8828125
1094,387592.5,350729.515625
1095,412042.5,423178.51171875
1096,323335.0,243568.740234375
1097,436400.0,500764.67578125
1098,419010.0,400325.69140625
1099,419670.0,465823.171875
1100,388125.0,375978.90625
1101,463147.5,564979.953125
1102,291502.5,166878.890625
1103,395210.0,409380.03515625
1104,533047.5,810201.5234375
1105,401747.5,411762.96484375
1106,384295.0,380954.640625
1107,448612.5,497201.75
1108,365065.0,305526.58984375
1109,434762.5,475171.29296875
1110,479100.0,648260.3515625
1111,407202.5,422867.1953125
1112,498027.5,682547.4921875
1113,371435.0,348452.31640625
1114,478542.5,615966.8046875
1115,363342.5,326076.59765625
1116,416577.5,428958.3515625
1117,409100.0,415307.06640625
1118,450775.0,525008.75
1119,356285.0,281547.546875
1120,515882.5,725732.1484375
1121,465857.5,582190.5546875
1122,520205.0,778014.8515625
1123,357180.0,300991.25
1124,454622.5,569042.1328125
1125,383960.0,352128.4765625
1126,407955.0,385905.39453125
1127,382665.0,325468.33984375
1128,461352.5,549629.546875
1129,408895.0,398302.3515625
1130,366940.0,313046.078125
1131,325777.5,236596.1328125
1132,319170.0,236347.146484375
1133,402717.5,357237.5
1134,397945.0,375436.0
1135,372580.0,300628.52734375
1136,403890.0,434745.60546875
1137,389035.0,351350.13671875
1138,375007.5,342288.90234375
1139,423185.0,475341.26953125
1140,361455.0,306861.703125
1141,428670.0,512587.890625
1142,371172.5,359432.9609375
1143,426312.5,511676.3984375
1144,553687.5,833758.0546875
1145,362702.5,309693.95703125
1146,470050.0,615498.1796875
1147,466467.5,554869.6640625
1148,475432.5,617197.3046875
1149,346542.5,294382.15234375
1150,382735.0,390936.14453125
1151,372780.0,367111.953125
1152,398262.5,412909.1875
1153,412327.5,387972.41796875
1154,385070.0,365515.14453125
1155,412912.5,446722.40625
1156,444715.0,473655.94140625
1157,396950.0,383701.90625
1158,374285.0,359514.41015625
1159,424112.5,460601.38671875
1160,451722.5,540617.75
1161,395317.5,399658.828125
1162,304855.0,228304.93359375
1163,410492.5,407911.55859375
1164,470540.0,629017.5
1165,435620.0,488944.6953125
1166,436582.5,470401.95703125
1167,394852.5,410196.89453125
1168,403672.5,419716.515625
1169,456020.0,518560.40625
1170,396145.0,404009.69921875
1171,432855.0,462671.7734375
1172,450977.5,528802.734375
1173,354615.0,300223.50390625
1174,437110.0,499645.7890625
1175,416832.5,410721.546875
1176,259752.5,99958.3408203125
1177,425577.5,429229.9140625
1178,408040.0,380864.69140625
1179,521310.0,734280.671875
1180,376457.5,324858.2890625
1181,459055.0,567960.40625
1182,353865.0,252843.705078125
1183,458412.5,574937.203125
1184,491272.5,661654.3984375
1185,405557.5,424398.73828125
1186,451265.0,525008.015625
1187,440395.0,484253.44140625
1188,379070.0,370776.859375
1189,408730.0,416848.7734375
1190,357752.5,295936.609375
1191,371430.0,352128.5234375
1192,475675.0,637154.8046875
1193,470992.5,627188.7265625
1194,464142.5,508909.9609375
1195,496205.0,646888.015625
1196,321052.5,185169.73046875
1197,369090.0,304212.61328125
1198,395337.5,372648.015625
1199,450167.5,502090.8671875
1200,454825.0,546119.8046875
