episode,environment_seed,episode_cost,episode_reward,epsilon,global_step,mean_loss
214,949349468,864917.5,-8649.174999999997,0.9005639651261227,10700,0.40906660169363024
215,803478836,685240.0,-6852.400000000002,0.9001237931957125,10750,0.44565938532352445
216,33453442,600932.5,-6009.325,0.8996838412962551,10800,0.44923267781734466
217,541906134,627277.5,-6272.775,0.8992441093177627,10850,0.4304367259144783
218,302291021,1026570.0,-10265.7,0.8988045971503021,10900,0.47175419569015503
219,810794029,808670.0,-8086.7,0.8983653046839956,10950,0.4372037801146507
220,605319330,650742.5,-6507.424999999999,0.8979262318090196,11000,0.4473231670260429
221,508786133,715760.0,-7157.5999999999985,0.8974873784156062,11050,0.41751408129930495
222,383700406,933755.0,-9337.550000000001,0.897048744394042,11100,0.4616043883562088
223,254163412,589962.5,-5899.625000000001,0.8966103296346685,11150,0.4138684290647507
224,374262264,681430.0,-6814.299999999998,0.8961721340278819,11200,0.4401784133911133
225,116645149,956255.0,-9562.549999999997,0.8957341574641334,11250,0.4110431507229805
226,265612971,993482.5,-9934.824999999997,0.8952963998339288,11300,0.597577013373375
227,61393255,970437.5,-9704.375,0.8948588610278289,11350,0.4598970824480057
228,849812204,1107232.5,-11072.325,0.8944215409364485,11400,0.4898075860738754
229,386294807,667835.0,-6678.349999999999,0.8939844394504582,11450,0.4729908785223961
230,632310669,798675.0,-7986.749999999999,0.893547556460582,11500,0.5055156815052032
231,716549377,761930.0,-7619.300000000001,0.8931108918575998,11550,0.4633096528053284
232,958881921,949357.5,-9493.574999999997,0.8926744455323449,11600,0.5072873371839524
233,192658894,610877.5,-6108.774999999999,0.892238217375706,11650,0.48337379813194276
234,260343671,655785.0,-6557.849999999999,0.8918022072786259,11700,0.48253667503595354
235,604559191,726262.5,-7262.625,0.8913664151321024,11750,0.4568664437532425
236,70621239,602105.0,-6021.049999999999,0.8909308408271869,11800,0.472148032784462
237,622404207,641030.0,-6410.300000000001,0.8904954842549863,11850,0.4357604804635048
238,900207593,626790.0,-6267.9,0.8900603453066612,11900,0.4902146622538567
239,808884751,718250.0,-7182.5,0.8896254238734271,11950,0.44191755503416064
240,324728043,940712.5,-9407.125,0.8891907198465534,12000,0.4777423456311226
241,128331388,948517.5,-9485.175000000005,0.8887562331173643,12050,0.635615621805191
242,269445788,774940.0,-7749.4000000000015,0.8883219635772379,12100,0.5039386671781539
243,213725954,740407.5,-7404.075000000001,0.887887911117607,12150,0.51427993953228
244,179351919,716992.5,-7169.924999999999,0.8874540756299584,12200,0.4984376767277718
245,383308071,688575.0,-6885.75,0.8870204570058331,12250,0.533906668126583
246,813219704,769987.5,-7699.875,0.8865870551368266,12300,0.5285691064596176
247,481688853,1026375.0,-10263.749999999998,0.8861538699145884,12350,0.4878059792518616
248,420581819,665032.5,-6650.324999999999,0.8857209012308224,12400,0.5086984962224961
249,536439093,926677.5,-9266.775000000001,0.8852881489772859,12450,0.496931793987751
250,100101538,690697.5,-6906.975000000001,0.8848556130457913,12500,0.4886115488409996
251,466247352,851255.0,-8512.55,0.8844232933282045,12550,0.49661846429109574
252,834431187,590060.0,-5900.599999999999,0.8839911897164454,12600,0.4991837567090988
253,345545212,681372.5,-6813.725000000001,0.8835593021024885,12650,0.49713555723428726
254,832629350,798415.0,-7984.149999999999,0.8831276303783614,12700,0.46149263620376585
255,693149400,612907.5,-6129.075000000001,0.8826961744361463,12750,0.4914563897252083
256,150540212,830587.5,-8305.875,0.8822649341679796,12800,0.6519088160991668
257,773033915,601960.0,-6019.599999999999,0.8818339094660507,12850,0.5168771833181381
258,376552153,962820.0,-9628.2,0.8814031002226037,12900,0.5221535313129425
259,855360104,462327.5,-4623.275,0.8809725063299363,12950,0.5257591226696968
260,12611010,987220.0,-9872.200000000003,0.8805421276803999,13000,0.4989282089471817
261,466363885,696722.5,-6967.224999999999,0.8801119641663999,13050,0.5171533840894699
262,928139578,678370.0,-6783.7,0.8796820156803956,13100,0.5421669772267341
263,736225020,632032.5,-6320.325,0.8792522821148996,13150,0.5263278833031655
264,655424949,473457.5,-4734.574999999999,0.8788227633624786,13200,0.5644115921854973
265,188393703,701050.0,-7010.499999999999,0.8783934593157527,13250,0.5161084666848182
266,143609161,765550.0,-7655.499999999999,0.8779643698673963,13300,0.5287588369846344
267,965979149,716112.5,-7161.125000000001,0.8775354949101368,13350,0.49358686864376067
268,255737873,954947.5,-9549.475,0.8771068343367555,13400,0.4816127952933311
269,47735270,731177.5,-7311.775000000001,0.8766783880400872,13450,0.5960286992788315
270,534115605,835660.0,-8356.6,0.8762501559130205,13500,0.5254112213850022
271,557992553,651240.0,-6512.4000000000015,0.8758221378484972,13550,0.6595612490177154
272,476417592,746767.5,-7467.675000000002,0.8753943337395128,13600,0.5630584484338761
273,77897620,998802.5,-9988.025,0.8749667434791162,13650,0.5924037465453148
274,791236207,528272.5,-5282.7249999999985,0.87453936696041,13700,0.6118768894672394
275,404976499,792065.0,-7920.650000000001,0.8741122040765501,13750,0.5675284463167191
276,274059169,738810.0,-7388.099999999999,0.8736852547207454,13800,0.5776801466941833
277,692230441,1008502.5,-10085.024999999998,0.873258518786259,13850,0.6340590959787369
278,330579388,1028742.5,-10287.425000000003,0.8728319961664068,13900,0.538494319319725
279,854559525,904422.5,-9044.224999999999,0.872405686754558,13950,0.5823743891716003
280,404235209,607522.5,-6075.224999999999,0.8719795904441353,14000,0.5889617341756821
281,409636331,807410.0,-8074.1,0.8715537071286148,14050,0.5307191652059555
282,757036994,776832.5,-7768.324999999997,0.8711280367015253,14100,0.6025083553791046
283,568401371,915580.0,-9155.8,0.8707025790564495,14150,0.530768356025219
284,289512273,905940.0,-9059.4,0.8702773340870229,14200,0.5924000805616378
285,622340765,852345.0,-8523.45,0.8698523016869343,14250,0.5137363883852959
286,755070619,505542.5,-5055.424999999999,0.8694274817499255,14300,0.699226399064064
287,993055043,783650.0,-7836.5,0.8690028741697915,14350,0.6245547997951507
288,895149804,887120.0,-8871.2,0.8685784788403805,14400,0.615796663761139
289,275915994,734222.5,-7342.225000000001,0.8681542956555937,14450,0.6049644297361374
290,93835553,615385.0,-6153.8499999999985,0.8677303245093851,14500,0.6114459002017975
291,596971990,653590.0,-6535.9000000000015,0.8673065652957621,14550,0.5835103878378868
292,962472820,922980.0,-9229.8,0.866883017908785,14600,0.6201628768444061
293,65848719,707547.5,-7075.475000000001,0.8664596822425666,14650,0.5944526013731957
294,673329680,754607.5,-7546.074999999997,0.8660365581912732,14700,0.6238185578584671
295,931816967,573617.5,-5736.175,0.8656136456491238,14750,0.632109140753746
296,693882072,617355.0,-6173.550000000001,0.8651909445103902,14800,0.6151341354846954
297,86376761,655157.5,-6551.575,0.8647684546693971,14850,0.5948349267244339
298,582742764,823347.5,-8233.475,0.8643461760205222,14900,0.6643531575798989
299,87136867,535787.5,-5357.875,0.8639241084581956,14950,0.6127833405137062
300,105628676,965710.0,-9657.1,0.8635022518769004,15000,0.5908190333843231
301,374207847,868740.0,-8687.4,0.8630806061711728,15050,0.7694815492630005
302,931225095,702137.5,-7021.375,0.8626591712356009,15100,0.736527891755104
303,377936209,918677.5,-9186.774999999996,0.8622379469648263,15150,0.6342859452962876
304,396777571,693137.5,-6931.375,0.8618169332535428,15200,0.656634801030159
305,611035399,1092205.0,-10922.050000000001,0.8613961299964971,15250,0.6966529822349549
306,803174006,722550.0,-7225.499999999997,0.8609755370884882,15300,0.653107060790062
307,681185482,409010.0,-4090.1000000000004,0.8605551544243679,15350,0.6312935781478882
308,763932203,793037.5,-7930.374999999999,0.8601349818990407,15400,0.6208168196678162
309,774267299,702792.5,-7027.924999999999,0.8597150194074633,15450,0.649079191684723
310,399378339,973710.0,-9737.099999999997,0.8592952668446451,15500,0.6398145365715027
311,50038019,605590.0,-6055.9,0.8588757241056479,15550,0.6089539831876755
312,16323856,563477.5,-5634.7750000000015,0.8584563910855862,15600,0.6072255298495293
313,373679669,827867.5,-8278.674999999997,0.8580372676796267,15650,0.5941383522748948
314,715380695,519320.0,-5193.200000000001,0.8576183537829885,15700,0.6654626274108887
315,290018315,682580.0,-6825.799999999999,0.8571996492909429,15750,0.6608365079760552
316,655424198,698265.0,-6982.6500000000015,0.8567811540988142,15800,0.7409246724843979
317,845338560,962337.5,-9623.375000000002,0.8563628681019783,15850,0.6960755062103271
318,592183412,998942.5,-9989.424999999997,0.8559447911958638,15900,0.6781923139095306
319,957967708,679627.5,-6796.274999999999,0.8555269232759514,15950,0.6621261569857597
320,778256023,655075.0,-6550.750000000001,0.8551092642377742,16000,0.6738700240850448
321,182428801,705287.5,-7052.875000000001,0.8546918139769174,16050,0.6576176208257675
322,800853398,520217.5,-5202.175000000001,0.8542745723890184,16100,0.6658973580598831
323,646600440,773905.0,-7739.05,0.8538575393697669,16150,0.6863219845294952
324,155601766,695992.5,-6959.924999999999,0.8534407148149047,16200,0.7111204218864441
325,433254550,995662.5,-9956.625,0.8530240986202253,16250,0.570807164311409
326,298787944,851917.5,-8519.175,0.852607690681575,16300,0.681937495470047
327,479306540,904380.0,-9043.8,0.8521914908948517,16350,0.6702828049659729
328,555359638,924357.5,-9243.575000000003,0.8517754991560055,16400,0.6837191379070282
329,523110976,651467.5,-6514.675,0.8513597153610384,16450,0.716655262708664
330,591787127,787380.0,-7873.799999999999,0.8509441394060046,16500,0.6813901048898697
331,431058544,595282.5,-5952.825,0.8505287711870098,16550,0.7995777380466461
332,400682453,984075.0,-9840.750000000004,0.8501136106002122,16600,0.6966178196668625
333,729052993,683195.0,-6831.95,0.8496986575418215,16650,0.6956582760810852
334,385483603,620907.5,-6209.075,0.8492839119080995,16700,0.7521147388219833
335,919569178,584152.5,-5841.524999999998,0.84886937359536,16750,0.7079329746961593
336,852598625,723015.0,-7230.149999999999,0.848455042499968,16800,0.7858000826835633
337,18771368,715485.0,-7154.8499999999985,0.848040918518341,16850,0.644400948882103
338,708120208,780765.0,-7807.649999999999,0.8476270015469479,16900,0.6971540987491608
339,758564990,728472.5,-7284.725,0.8472132914823096,16950,0.7081330358982086
340,168352846,771090.0,-7710.9,0.8467997882209983,17000,0.6805710679292679
341,688460493,713857.5,-7138.574999999998,0.8463864916596385,17050,0.7296513515710831
342,908178384,792497.5,-7924.974999999999,0.845973401694906,17100,0.7307195401191712
343,159194720,611217.5,-6112.174999999998,0.8455605182235281,17150,0.7151176846027374
344,33740444,523612.5,-5236.124999999998,0.8451478411422841,17200,0.7102524846792221
345,843626182,725277.5,-7252.775000000001,0.8447353703480046,17250,0.7319249767065048
346,674122062,844477.5,-8444.775,0.8443231057375721,17300,0.8231433206796646
347,59585067,840000.0,-8400.000000000002,0.8439110472079203,17350,0.7374600380659103
348,734016467,495072.5,-4950.725000000001,0.8434991946560345,17400,0.8009329307079315
349,314639818,513955.0,-5139.550000000002,0.8430875479789518,17450,0.7787100911140442
350,188156503,649257.5,-6492.575,0.8426761070737603,17500,0.7789199882745743
351,630398850,844590.0,-8445.9,0.8422648718375999,17550,0.7344553864002228
352,464572520,678620.0,-6786.199999999998,0.8418538421676617,17600,0.7610131508111954
353,108701889,824892.5,-8248.924999999997,0.8414430179611884,17650,0.7661566436290741
354,451841299,754775.0,-7547.750000000001,0.8410323991154737,17700,0.6785231220722199
355,3556530,689867.5,-6898.674999999999,0.840621985527863,17750,0.7758366972208023
356,41475455,580407.5,-5804.075000000001,0.8402117770957532,17800,0.7301168888807297
357,27774227,925827.5,-9258.274999999998,0.8398017737165919,17850,0.7469187766313553
358,298242869,634510.0,-6345.1,0.8393919752878782,17900,0.7824946075677872
359,623460201,708832.5,-7088.325000000003,0.8389823817071627,17950,0.7274492532014847
360,613558001,840487.5,-8404.874999999998,0.8385729928720468,18000,0.7025831639766693
361,793674676,649647.5,-6496.474999999997,0.8381638086801834,18050,0.8628464698791504
362,907722107,566100.0,-5661.0,0.8377548290292764,18100,0.7597252714633942
363,491908560,632402.5,-6324.025,0.8373460538170809,18150,0.8500747990608215
364,89500301,608845.0,-6088.449999999999,0.8369374829414032,18200,0.7421032923460007
365,945089191,799012.5,-7990.125,0.8365291163001005,18250,0.7010599398612976
366,808211997,651467.5,-6514.675,0.8361209537910811,18300,0.7494433456659317
367,911376929,626107.5,-6261.074999999999,0.8357129953123045,18350,0.8004352796077728
368,703155956,705612.5,-7056.124999999999,0.8353052407617808,18400,0.7449042952060699
369,998086077,591580.0,-5915.8,0.8348976900375716,18450,0.7587829440832138
