episode,episode_cost,epsilon
62,942190.0,0.7799719459723696
63,859730.0,0.7768520581884801
64,1007702.5,0.7737446499557262
65,832337.5,0.7706496713559033
66,1251237.5,0.7675670726704797
67,1276455.0,0.7644968043797978
68,731407.5,0.7614388171622787
69,715385.0,0.7583930618936295
70,1139012.5,0.755359489646055
71,1392570.0,0.7523380516874708
72,1193257.5,0.7493286994807209
73,1016195.0,0.746331384682798
74,949382.5,0.7433460591440668
75,1015815.0,0.7403726749074906
76,976702.5,0.7374111842078607
77,1152300.0,0.7344615394710292
78,1075525.0,0.731523693313145
79,654105.0,0.7285975985398925
80,940685.0,0.725683208145733
81,981545.0,0.72278047531315
82,1060227.5,0.7198893534118974
83,633815.0,0.7170097959982499
84,921397.5,0.7141417568142568
85,513312.5,0.7112851897869998
86,352067.5,0.7084400490278518
87,770210.0,0.7056062888317405
88,832265.0,0.7027838636764135
89,849822.5,0.6999727282217079
90,642275.0,0.6971728373088211
91,758885.0,0.6943841459595858
92,812197.5,0.6916066093757474
93,809920.0,0.6888401829382443
94,581625.0,0.6860848222064914
95,1001000.0,0.6833404829176654
96,877882.5,0.6806071209859947
97,1057532.5,0.6778846925020507
98,975845.0,0.6751731537320426
99,759880.0,0.6724724611171143
100,726562.5,0.6697825712726458
101,812790.0,0.6671034409875553
102,891032.5,0.664435027223605
103,765632.5,0.6617772871147106
104,403387.5,0.6591301779662517
105,707220.0,0.6564936572543867
106,305967.5,0.6538676826253691
107,456417.5,0.6512522118948676
108,395265.0,0.6486472030472881
109,344195.0,0.646052614235099
110,479620.0,0.6434684037781586
111,351120.0,0.640894530163046
112,455520.0,0.6383309520423938
113,636045.0,0.6357776282342242
114,512412.5,0.6332345177212874
115,525550.0,0.6307015796504022
116,383395.0,0.6281787733318006
117,293940.0,0.6256660582384734
118,599315.0,0.6231633940055196
119,388445.0,0.6206707404294974
120,346700.0,0.6181880574677795
121,439950.0,0.6157153052379084
122,468295.0,0.6132524440169568
123,523590.0,0.6107994342408889
124,254445.0,0.6083562365039253
125,430477.5,0.6059228115579096
126,533205.0,0.603499120311678
127,438705.0,0.6010851238304312
128,562257.5,0.5986807833351095
129,647915.0,0.5962860602017691
130,398265.0,0.5939009159609621
131,351055.0,0.5915253122971182
132,461835.0,0.5891592110479298
133,487730.0,0.586802574203738
134,453095.0,0.5844553639069231
135,462542.5,0.5821175424512954
136,671662.5,0.5797890722814902
137,527167.5,0.5774699159923643
138,367755.0,0.5751600363283949
139,385257.5,0.5728593961830812
140,359002.5,0.5705679585983489
141,488970.0,0.5682856867639554
142,389052.5,0.5660125440168996
143,480512.5,0.563748493840832
144,326317.5,0.5614934998654687
145,630430.0,0.5592475258660068
146,489850.0,0.5570105357625428
147,542597.5,0.5547824936194926
148,382790.0,0.5525633636450147
149,241687.5,0.5503531101904346
150,447310.0,0.5481516977496729
151,419362.5,0.5459590909586742
152,468820.0,0.5437752545948396
153,301095.0,0.5416001535764602
154,445010.0,0.5394337529621543
155,498015.0,0.5372760179503058
156,431587.5,0.5351269138785045
157,505775.0,0.5329864062229905
158,315020.0,0.5308544605980986
159,403712.5,0.5287310427557061
160,440052.5,0.5266161185846833
161,617275.0,0.5245096541103446
162,545272.5,0.5224116154939031
163,366172.5,0.5203219690319275
164,363657.5,0.5182406811557998
165,447220.0,0.5161677184311766
166,421055.0,0.5141030475574518
167,291317.5,0.5120466353672221
168,441370.0,0.5099984488257532
169,449967.5,0.5079584550304501
170,290060.0,0.5059266212103283
171,402632.5,0.503902914725487
172,455157.5,0.501887303066585
173,282470.0,0.49987975385431865
174,447947.5,0.49788023483890137
175,526975.0,0.49588871389954575
176,464187.5,0.49390515904394755
177,467772.5,0.49192953840777176
178,379142.5,0.48996182025414065
179,520482.5,0.4880019729731241
180,414387.5,0.4860499650812316
181,297232.5,0.4841057652209067
182,327730.0,0.48216934216002305
183,417210.0,0.48024066479138294
184,451900.0,0.4783197021322174
185,361320.0,0.47640642332368854
186,380015.0,0.47450079763039377
187,419042.5,0.4726027944398722
188,511020.0,0.4707123832621127
189,436347.5,0.4688295337290642
190,496767.5,0.46695421559414796
191,423835.0,0.4650863987317714
192,359590.0,0.4632260531368443
193,402700.0,0.4613731489242969
194,452050.0,0.45952765632859977
195,415090.0,0.45768954570328535
196,399552.5,0.4558587875204722
197,531427.5,0.45403535237039033
198,858327.5,0.4522192109609088
199,496185.0,0.45041033411706516
200,556762.5,0.4486086927805969
201,471372.5,0.4468142580094745
202,342632.5,0.4450270009774366
203,566845.0,0.4432468929735268
204,338900.0,0.4414739054016327
205,423592.5,0.4397080097800262
206,484212.5,0.43794917774090614
207,480675.0,0.4361973810299425
208,629407.5,0.4344525915058227
209,547107.5,0.43271478113979944
210,630110.0,0.4309839220152402
211,668550.0,0.42925998632717927
212,422810.0,0.42754294638187057
213,347897.5,0.4258327745963431
214,637497.5,0.4241294434979577
215,388700.0,0.4224329257239659
216,372070.0,0.42074319402107
217,619680.0,0.41906022124498576
218,583527.5,0.41738398036000585
219,705505.0,0.4157144444385658
220,446322.5,0.41405158666081154
221,374605.0,0.4123953803141683
222,404185.0,0.4107457987929116
223,319275.0,0.40910281559774
224,636885.0,0.40746640433534903
225,298602.5,0.4058365387180076
226,367300.0,0.4042131925631356
227,527972.5,0.40259633979288306
228,501475.0,0.40098595443371154
229,424087.5,0.3993820106159767
230,630960.0,0.3977844825735128
231,388487.5,0.39619334464321876
232,493170.0,0.3946085712646459
233,610750.0,0.3930301369795873
234,420965.0,0.39145801643166894
235,347467.5,0.38989218436594225
236,508925.0,0.3883326156284785
237,621935.0,0.38677928516596455
238,684730.0,0.3852321680253007
239,544815.0,0.3836912393531995
240,679482.5,0.3821564743957867
241,679955.0,0.3806278484982036
242,405402.5,0.37910533710421074
243,635550.0,0.3775889157557939
244,734067.5,0.37607856009277074
245,351945.0,0.3745742458523997
246,346892.5,0.3730759488689901
247,392027.5,0.37158364507351416
248,340267.5,0.3700973104932201
249,449997.5,0.36861692125124723
250,727302.5,0.36714245356624226
251,458322.5,0.3656738837519773
252,639807.5,0.3642111882169694
253,462657.5,0.3627543434641015
254,603820.0,0.3613033260902451
255,539925.0,0.35985811278588414
256,708247.5,0.3584186803347406
257,500457.5,0.35698500561340163
258,727577.5,0.355557065590948
259,412142.5,0.35413483732858425
260,867827.5,0.3527182979792699
261,428020.0,0.35130742478735283
262,531422.5,0.3499021950882034
263,815405.0,0.3485025863078506
264,411445.0,0.3471085759626192
265,811307.5,0.3457201416587687
266,653272.5,0.3443372610921336
267,704225.0,0.34295991204776505
268,552050.0,0.341588072399574
269,612662.5,0.3402217201099757
270,576510.0,0.3388608332295358
271,412295.0,0.33750538989661766
272,557520.0,0.3361553683370312
273,603147.5,0.33481074686368306
274,511947.5,0.3334715038762283
275,313690.0,0.3321376178607234
276,648807.5,0.3308090673892805
277,376405.0,0.3294858311197234
278,719935.0,0.32816788779524453
279,591877.5,0.32685521624406355
280,443425.0,0.3255477953790873
281,749772.5,0.3242456041975709
282,552612.5,0.32294862178078065
283,759977.5,0.3216568272936575
284,404067.5,0.3203701999844829
285,577647.5,0.31908871918454496
286,427477.5,0.3178123643078068
287,642327.5,0.31654111485057557
288,628037.5,0.31527495039117326
289,614732.5,0.31401385058960857
290,467550.0,0.3127577951872501
291,844180.0,0.3115067640065011
292,745555.0,0.3102607369504751
293,559025.0,0.3090196940026732
294,512315.0,0.30778361522666253
295,368975.0,0.30655248076575586
296,418820.0,0.3053262708426928
297,797570.0,0.30410496575932205
298,633670.0,0.3028885458962848
299,604457.5,0.3016769917126996
300,766717.5,0.30047028374584883
301,650980.0,0.29926840261086546
302,506687.5,0.298071329000422
303,709597.5,0.2968790436844203
304,505825.0,0.29569152750968264
305,705932.5,0.2945087613996439
306,738947.5,0.2933307263540453
307,787287.5,0.2921574034486291
308,884262.5,0.2909887738348346
309,633842.5,0.2898248187394953
310,734650.0,0.2886655194645373
311,610612.5,0.28751085738667914
312,697045.0,0.2863608139571324
313,650892.5,0.28521537070130387
314,771597.5,0.28407450921849864
315,667537.5,0.28293821118162465
316,632707.5,0.28180645833689816
317,778990.0,0.2806792325035506
318,574825.0,0.2795565155735364
319,671430.0,0.2784382895112422
320,695140.0,0.27732453635319726
321,690027.5,0.2762152382077845
322,718037.5,0.27511037725495335
323,579130.0,0.2740099357459335
324,517232.5,0.2729138960029498
325,758117.5,0.271822240418938
326,772955.0,0.27073495145726223
327,660395.0,0.26965201165143315
328,868270.0,0.2685734036048274
329,772067.5,0.2674991099904081
330,554805.0,0.26642911355044646
331,557880.0,0.2653633970962447
332,550532.5,0.2643019435078597
333,610582.5,0.26324473573382823
334,764725.0,0.2621917567908929
335,614367.5,0.26114298976372935
336,566565.0,0.2600984178046744
337,597170.0,0.2590580241334557
338,755955.0,0.2580217920369219
339,640672.5,0.2569897048687742
340,775777.5,0.2559617460492991
341,1030695.0,0.2549378990651019
342,767282.5,0.2539181474688415
343,485405.0,0.2529024748789661
344,808825.0,0.25189086497945024
345,873852.5,0.2508833015195324
346,462522.5,0.2498797683134543
347,726512.5,0.24888024924020047
348,382562.5,0.24788472824323968
349,653172.5,0.24689318933026672
350,909197.5,0.24590561657294566
351,432345.0,0.24492199410665388
352,629755.0,0.24394230613022727
353,557332.5,0.24296653690570635
354,845777.5,0.24199467075808354
355,909007.5,0.2410266920750512
356,703385.0,0.240062585306751
357,539300.0,0.239102334965524
358,514387.5,0.2381459256256619
359,724822.5,0.23719334192315925
360,515555.0,0.2362445685554666
361,829807.5,0.23529959028124472
362,761250.0,0.23435839192011976
363,709205.0,0.23342095835243928
364,848517.5,0.23248727451902954
365,770217.5,0.23155732542095342
366,530740.0,0.2306310961192696
367,529712.5,0.22970857173479253
368,755735.0,0.22878973744785336
369,806700.0,0.22787457849806195
370,871490.0,0.2269630801840697
371,608672.5,0.2260552278633334
372,575287.5,0.22515100695188006
373,769172.5,0.22425040292407253
374,438915.0,0.22335340131237624
375,492187.5,0.22245998770712674
376,629322.5,0.22157014775629824
377,631962.5,0.22068386716527305
378,609395.0,0.21980113169661195
379,538450.0,0.2189219271698255
380,863060.0,0.2180462394611462
381,641892.5,0.21717405450330163
382,601690.0,0.2163053582852884
383,665365.0,0.21544013685214725
384,645757.5,0.21457837630473867
385,659182.5,0.21372006279951972
386,730130.0,0.21286518254832162
387,659995.0,0.21201372181812833
388,588355.0,0.2111656669308558
389,629725.0,0.21032100426313238
390,484992.5,0.20947972024607986
391,796320.0,0.20864180136509555
392,675882.5,0.20780723415963517
393,762005.0,0.20697600522299664
394,669602.5,0.20614810120210464
395,709957.5,0.20532350879729622
396,720275.0,0.20450221476210703
397,539347.5,0.2036842059030586
398,658080.0,0.20286946907944636
399,794152.5,0.2020579912031286
400,511430.0,0.20124975923831606
401,540255.0,0.2004447602013628
402,745090.0,0.19964298116055734
403,576092.5,0.19884440923591512
404,613760.0,0.19804903159897147
405,723235.0,0.19725683547257558
406,689107.5,0.1964678081306853
407,613372.5,0.19568193689816255
408,815842.5,0.1948992091505699
409,706767.5,0.19411961231396763
410,692195.0,0.19334313386471175
411,505272.5,0.1925697613292529
412,660465.0,0.1917994822839359
413,930040.0,0.19103228435480016
414,841482.5,0.19026815521738097
415,594202.5,0.18950708259651144
416,701555.0,0.1887490542661254
417,711172.5,0.18799405804906089
418,698665.0,0.18724208181686464
419,711380.0,0.18649311348959718
420,790547.5,0.1857471410356388
421,661355.0,0.18500415247149624
422,782762.5,0.18426413586161025
423,746347.5,0.1835270793181638
424,736362.5,0.18279297100089115
425,753277.5,0.18206179911688758
426,583057.5,0.18133355192042003
427,608065.0,0.18060821771273836
428,618925.0,0.17988578484188741
429,732202.5,0.17916624170251985
430,466115.0,0.17844957673570977
431,688647.5,0.17773577842876692
432,646327.5,0.17702483531505186
433,640702.5,0.17631673597379166
434,601430.0,0.1756114690298965
435,598552.5,0.1749090231537769
436,544455.0,0.1742093870611618
437,754757.5,0.17351254951291714
438,661755.0,0.17281849931486548
439,646162.5,0.17212722531760602
440,579037.5,0.1714387164163356
441,790587.5,0.17075296155067024
442,585317.5,0.17006994970446757
443,590510.0,0.1693896699056497
444,673570.0,0.16871211122602708
445,671270.0,0.16803726278112296
446,721392.5,0.16736511372999846
447,681937.5,0.16669565327507846
448,748650.0,0.16602887066197813
449,635375.0,0.16536475517933022
450,717320.0,0.1647032961586129
451,662000.0,0.16404448297397844
452,558150.0,0.16338830504208254
453,722910.0,0.16273475182191421
454,756117.5,0.16208381281462655
455,767535.0,0.16143547756336804
456,857477.5,0.16078973565311458
457,732380.0,0.16014657671050211
458,902225.0,0.1595059904036601
459,748117.5,0.15886796644204546
460,596075.0,0.15823249457627728
461,796777.5,0.15759956459797217
462,633400.0,0.15696916633958027
463,675345.0,0.15634128967422195
464,688475.0,0.15571592451552507
465,784427.5,0.15509306081746296
466,842190.0,0.1544726885741931
467,717910.0,0.15385479781989633
468,648620.0,0.15323937862861675
469,647490.0,0.1526264211141023
470,817645.0,0.15201591542964588
471,693742.5,0.1514078517679273
472,827342.5,0.15080222036085558
473,774525.0,0.15019901147941217
474,589417.5,0.14959821543349452
475,823995.0,0.14899982257176056
476,720195.0,0.14840382328147353
477,867302.5,0.14781020798834762
478,865712.5,0.14721896715639424
479,932585.0,0.14663009128776866
480,891495.0,0.14604357092261758
481,960590.0,0.1454593966389271
482,670885.0,0.14487755905237137
483,647937.5,0.1442980488161619
484,660445.0,0.14372085662089726
485,793577.5,0.14314597319441366
486,687467.5,0.14257338930163602
487,539665.0,0.14200309574442946
488,612942.5,0.14143508336145175
489,643000.0,0.14086934302800594
490,687917.5,0.14030586565589392
491,669475.0,0.13974464219327035
492,889560.0,0.13918566362449727
493,1027507.5,0.1386289209699993
494,686867.5,0.1380744052861193
495,714850.0,0.13752210766497483
496,727435.0,0.13697201923431493
497,640450.0,0.13642413115737767
498,640432.5,0.13587843463274815
499,826465.0,0.13533492089421717
500,669600.0,0.1347935812106403
501,592817.5,0.13425440688579773
502,602912.5,0.13371738925825455
503,798192.5,0.13318251970122152
504,1048567.5,0.13264978962241664
505,887542.5,0.13211919046392698
506,947960.0,0.13159071370207126
507,787405.0,0.13106435084726298
508,805542.5,0.13054009344387393
509,628732.5,0.13001793307009843
510,793930.0,0.12949786133781804
511,608075.0,0.12897986989246676
512,923570.0,0.1284639504128969
513,830340.0,0.12795009461124532
514,648130.0,0.12743829423280034
515,556795.0,0.12692854105586915
516,871137.5,0.12642082689164566
517,909080.0,0.12591514358407907
518,802595.0,0.12541148300974275
519,830630.0,0.12490983707770378
520,721815.0,0.12441019772939296
521,968755.0,0.12391255693847539
522,1164622.5,0.12341690671072149
523,1207377.5,0.1229232390838786
524,989085.0,0.12243154612754309
525,1151132.5,0.12194181994303292
526,1184240.0,0.12145405266326079
527,1224475.0,0.12096823645260775
528,1221365.0,0.12048436350679732
529,939075.0,0.12000242605277013
530,1105347.5,0.11952241634855905
531,1059085.0,0.11904432668316481
532,1102670.0,0.11856814937643215
533,1066930.0,0.11809387677892642
534,1233725.0,0.11762150127181072
535,1209760.0,0.11715101526672347
536,1212445.0,0.11668241120565657
537,1211837.5,0.11621568156083395
538,1110485.0,0.11575081883459061
539,1169750.0,0.11528781555925224
540,1189692.5,0.11482666429701524
541,1279792.5,0.11436735763982718
542,1098572.5,0.11390988820926787
543,1126922.5,0.11345424865643079
544,1075592.5,0.11300043166180507
545,1188827.5,0.11254842993515785
546,1189910.0,0.11209823621541722
547,1137020.0,0.11164984327055555
548,1281332.5,0.11120324389747333
549,1013800.0,0.11075843092188344
550,1024937.5,0.1103153971981959
551,1000135.0,0.10987413560940311
552,548662.5,0.1094346390669655
553,1012402.5,0.10899690051069764
554,978547.5,0.10856091290865486
555,794452.5,0.10812666925702023
556,452272.5,0.10769416257999215
557,1052240.0,0.10726338592967218
558,947400.0,0.10683433238595348
559,1292355.0,0.10640699505640967
560,1434702.5,0.10598136707618404
561,1400425.0,0.1055574416078793
562,1358150.0,0.10513521184144779
563,1251980.0,0.10471467099408201
564,1215637.5,0.10429581231010568
565,977210.0,0.10387862906086526
566,774305.0,0.1034631145446218
567,697900.0,0.10304926208644331
568,738252.5,0.10263706503809754
569,581750.0,0.10222651677794514
570,343067.5,0.10181761071083337
571,881945.0,0.10141034026799003
572,647475.0,0.10100469890691807
573,653740.0,0.1006006801112904
574,540305.0,0.10019827739084525
575,779107.5,0.09979748428128186
576,853435.0,0.09939829434415674
577,912167.5,0.09900070116678011
578,1002980.0,0.098604698362113
579,557602.5,0.09821027956866454
580,836425.0,0.09781743845038988
581,677305.0,0.09742616869658832
582,771070.0,0.09703646402180197
583,409797.5,0.09664831816571476
584,472655.0,0.0962617248930519
585,582010.0,0.0958766779934797
586,470245.0,0.09549317128150578
587,741675.0,0.09511119859637976
588,699762.5,0.09473075380199424
589,445657.5,0.09435183078678626
590,327455.0,0.09397442346363911
591,519370.0,0.09359852576978456
592,556765.0,0.09322413166670541
593,1023000.0,0.0928512351400386
594,749140.0,0.09247983019947845
595,468205.0,0.09210991087868053
596,491055.0,0.09174147123516581
597,237302.5,0.09137450535022515
598,234125.0,0.09100900732882425
599,251825.0,0.09064497129950895
600,310665.0,0.09028239141431091
601,187942.5,0.08992126184865366
602,304327.5,0.08956157680125905
603,269060.0,0.08920333049405402
604,313702.5,0.0888465171720778
605,361502.5,0.08849113110338948
606,205675.0,0.08813716657897593
607,251367.5,0.08778461791266003
608,234260.0,0.08743347944100939
609,278740.0,0.08708374552324535
610,228685.0,0.08673541054115237
611,216437.5,0.08638846889898776
612,246680.0,0.0860429150233918
613,176915.0,0.08569874336329823
614,158460.0,0.08535594838984505
615,287312.5,0.08501452459628567
616,136267.5,0.08467446649790053
617,187592.5,0.08433576863190893
618,225995.0,0.0839984255573813
619,238360.0,0.08366243185515176
620,255705.0,0.08332778212773116
621,256355.0,0.08299447099922024
622,279992.5,0.08266249311522335
623,264690.0,0.08233184314276246
624,261977.5,0.08200251577019141
625,287145.0,0.08167450570711064
626,303267.5,0.0813478076842822
627,253985.0,0.08102241645354506
628,231637.5,0.08069832678773088
629,202337.5,0.08037553348057996
630,197625.0,0.08005403134665764
631,218735.0,0.07973381522127101
632,233092.5,0.07941487996038593
633,513792.5,0.07909722044054439
634,267230.0,0.07878083155878221
635,358420.0,0.07846570823254709
636,229800.0,0.07815184539961689
637,208112.5,0.07783923801801843
638,229827.5,0.07752788106594635
639,239287.5,0.07721776954168257
640,229340.0,0.07690889846351584
641,276410.0,0.07660126286966178
642,320535.0,0.07629485781818313
643,666650.0,0.0759896783869104
644,700205.0,0.07568571967336275
645,656455.0,0.0753829767946693
646,669985.0,0.07508144488749063
647,719157.5,0.07478111910794068
648,644782.5,0.07448199463150891
649,646662.5,0.07418406665298287
650,768722.5,0.07388733038637094
651,678290.0,0.07359178106482545
652,685912.5,0.07329741394056614
653,597075.0,0.07300422428480388
654,325132.5,0.07271220738766467
655,651225.0,0.072421358558114
656,654075.0,0.07213167312388155
657,568620.0,0.07184314643138602
658,575715.0,0.07155577384566048
659,465387.5,0.07126955075027783
660,810250.0,0.07098447254727672
661,908095.0,0.07070053465708762
662,849605.0,0.07041773251845926
663,836202.5,0.07013606158838542
664,710325.0,0.06985551734203188
665,879035.0,0.06957609527266376
666,822465.0,0.0692977908915731
667,840307.5,0.06902059972800681
668,670120.0,0.06874451732909478
669,827580.0,0.0684695392597784
670,753747.5,0.0681956611027393
671,715610.0,0.06792287845832834
672,846167.5,0.06765118694449503
673,703305.0,0.06738058219671704
674,603037.5,0.06711105986793017
675,622315.0,0.06684261562845845
676,615817.5,0.06657524516594461
677,838735.0,0.06630894418528083
678,770340.0,0.06604370840853971
679,818602.5,0.06577953357490555
680,769435.0,0.06551641544060594
681,750035.0,0.0652543497788435
682,821977.5,0.06499333237972814
683,1012952.5,0.06473335905020923
684,1062535.0,0.06447442561400839
685,974335.0,0.06421652791155236
686,822792.5,0.06395966179990614
687,864840.0,0.06370382315270652
688,813057.5,0.06344900786009569
689,820217.5,0.06319521182865531
690,964202.5,0.0629424309813407
691,877300.0,0.06269066125741533
692,974597.5,0.06243989861238567
693,764335.0,0.06219013901793613
694,852765.0,0.061941378461864385
695,766370.0,0.06169361294801693
696,721682.5,0.06144683849622486
697,951387.5,0.06120105114223996
698,893265.0,0.060956246937671
699,956720.0,0.06071242194992032
700,997825.0,0.06046957226212064
701,880662.5,0.060227693973072156
702,962580.0,0.059986783197179865
703,1087562.5,0.05974683606439114
704,993120.0,0.05950784872013358
705,846217.5,0.05926981732525304
706,951415.0,0.05903273805595203
707,710202.5,0.05879660710372822
708,766190.0,0.05856142067531331
709,620115.0,0.05832717499261206
710,920820.0,0.058093866292641606
711,919615.0,0.05786149082747104
712,922760.0,0.05763004486416115
713,844217.5,0.05739952468470451
714,749387.5,0.05716992658596569
715,650622.5,0.05694124687962183
716,782360.0,0.05671348189210334
717,640292.5,0.05648662796453492
718,785215.0,0.056260681452676785
719,764235.0,0.05603563872686608
720,796297.5,0.055811496171958616
721,965132.5,0.05558825018727078
722,839680.0,0.0553658971865217
723,584067.5,0.05514443359777561
724,540490.0,0.05492385586338451
725,559272.5,0.054704160439930975
726,558670.0,0.05448534379817125
727,564122.5,0.05426740242297857
728,708575.0,0.05405033281328665
729,591385.0,0.053834131482033504
730,537542.5,0.05361879495610537
731,655280.0,0.05340431977628095
732,704327.5,0.05319070249717582
733,1094562.5,0.052977939687187114
734,694430.0,0.05276602792843837
735,1073407.5,0.052554963816724615
736,852402.5,0.05234474396145772
737,588022.5,0.05213536498561189
738,798245.0,0.05192682352566944
739,854790.0,0.05171911623156676
740,941707.5,0.051512239766640495
741,938067.5,0.05130619080757393
742,804015.0,0.05110096604434364
743,630922.5,0.05089656218016626
744,494622.5,0.050692975931445595
745,642970.0,0.050490204027719816
746,607005.0,0.050288243211608935
747,881455.0,0.0500870902387625
748,1226522.5,0.04988674187780744
749,727925.0,0.04968719491029621
750,452482.5,0.04948844613065503
751,452677.5,0.049290492346132406
752,518325.0,0.049093330376747873
753,712287.5,0.04889695705524088
754,818650.0,0.04870136922701992
755,487715.0,0.048506563750111836
756,411662.5,0.04831253749511139
757,444047.5,0.04811928734513095
758,533737.5,0.04792681019575042
759,428545.0,0.04773510295496742
760,440800.0,0.04754416254314755
761,418217.5,0.04735398589297496
762,343487.5,0.04716456994940306
763,401790.0,0.04697591166960545
764,446077.5,0.04678800802292703
765,723310.0,0.04660085599083532
766,540875.0,0.04641445256687198
767,629397.5,0.04622879475660449
768,322290.0,0.04604387957757807
769,294610.0,0.04585970405926776
770,230157.5,0.045676265243030686
771,230280.0,0.045493560182058565
772,196785.0,0.04531158594133033
773,293180.0,0.045130339597565
774,278477.5,0.044949818239174745
775,177437.5,0.044770018966218045
776,249460.0,0.04459093889035317
777,293597.5,0.04441257513479176
778,320932.5,0.04423492483425259
779,262817.5,0.04405798513491558
780,216610.0,0.043881753194375914
781,187962.5,0.04370622618159841
782,370967.5,0.043531401276872016
783,264382.5,0.04335727567176453
784,240145.0,0.04318384656907747
785,214085.0,0.04301111118280116
786,226585.0,0.042839066738069954
787,265137.5,0.04266771047111768
788,235225.0,0.04249703962923321
789,225057.5,0.042327051470716276
790,284505.0,0.04215774326483341
791,250077.5,0.04198911229177408
792,193905.0,0.04182115584260698
793,275322.5,0.041653871219236555
794,242017.5,0.04148725573435961
795,327287.5,0.04132130671142217
796,221375.0,0.041156021484576484
797,258440.0,0.04099139739863818
798,200470.0,0.04082743180904362
799,177290.0,0.04066412208180745
800,200132.5,0.04050146559348022
801,234017.5,0.040339459731106295
802,187025.0,0.04017810189218187
803,245510.0,0.04001738948461314
804,328522.5,0.03985731992667469
805,379905.0,0.03969789064696799
806,297985.0,0.03953909908438012
807,207725.0,0.039380942688042604
808,311042.5,0.039223418917290434
809,204772.5,0.03906652524162127
810,228315.0,0.03891025914065478
811,311180.0,0.03875461810409216
812,262540.0,0.03859959963167579
813,290005.0,0.03844520123314909
814,224717.5,0.03829142042821649
815,286655.0,0.038138254746503626
816,212422.5,0.03798570172751761
817,193815.0,0.037833758920607544
818,165990.0,0.03768242388492511
819,218397.5,0.037531694189385414
820,191330.0,0.037381567412627874
821,251947.5,0.03723204114297736
822,268350.0,0.03708311297840545
823,137557.5,0.03693478052649183
824,226270.0,0.036787041404385865
825,229780.0,0.036639893238768324
826,286547.5,0.03649333366581325
827,270707.5,0.03634736033114999
828,160740.0,0.036201970889825394
829,272947.5,0.036057163006266095
830,179980.0,0.03591293435424103
831,167017.5,0.03576928261682407
832,253492.5,0.035626205486356775
833,197645.0,0.035483700664411345
834,198845.0,0.0353417658617537
835,221647.5,0.035200398798306685
836,206537.5,0.03505959720311346
837,289920.0,0.034919358814301006
838,202925.0,0.0347796813790438
839,217765.0,0.03464056265352763
840,224020.0,0.03450200040291352
841,147042.5,0.03436399240130186
842,169582.5,0.03422653643169665
843,193867.5,0.03408963028596987
844,309672.5,0.03395327176482599
845,333380.0,0.033817458677766685
846,252695.0,0.03368218884305562
847,278940.0,0.033547460087683396
848,231240.0,0.03341327024733266
849,233817.5,0.03327961716634333
850,213377.5,0.03314649869767796
851,274465.0,0.03301391270288725
852,267485.0,0.0328818570520757
853,200930.0,0.0327503296238674
854,290185.0,0.032619328305371925
855,298102.5,0.03248885099215044
856,239437.5,0.032358895588181835
857,145780.0,0.03222946000582911
858,232830.0,0.032100542165805795
859,201245.0,0.031972139997142573
860,239507.5,0.031844251437154004
861,222832.5,0.03171687443140539
862,195110.0,0.03159000693367977
863,202277.5,0.03146364690594505
864,233847.5,0.031337792318321275
865,191492.5,0.03121244114904799
866,300060.0,0.031087591384451798
867,226865.0,0.03096324101891399
868,177725.0,0.030839388054838334
869,286935.0,0.03071603050261898
870,194935.0,0.030593166380608505
