episode,episode_cost,loss
83,708145.0,7189408.5
84,955395.0,13246951.0
85,830305.0,9992681.0
86,845465.0,10054719.0
87,858005.0,10890049.0
88,867170.0,11891023.0
89,834542.5,8231682.0
90,1113885.0,18069184.0
91,668865.0,6009304.5
92,888127.5,11823187.0
93,825662.5,9486437.0
94,643480.0,6261592.0
95,896365.0,11345035.0
96,828060.0,10791995.0
97,925677.5,11807954.0
98,827022.5,9834629.0
99,779717.5,8805272.0
100,616770.0,4642538.0
101,812950.0,9330285.0
102,843772.5,10249822.0
103,897645.0,10853855.0
104,939857.5,12554306.0
105,846042.5,10262150.0
106,988795.0,14829801.0
107,708892.5,6736721.0
108,639580.0,5024983.0
109,774020.0,8454294.0
110,841765.0,10775374.0
111,631915.0,5583460.0
112,1004222.5,14211689.0
113,639020.0,5152967.0
114,593162.5,5561976.5
115,752280.0,7950213.5
116,779982.5,8415069.0
117,732110.0,7313652.5
118,771847.5,7355584.5
119,775100.0,8011352.5
120,958297.5,13266737.0
121,622720.0,6275328.5
122,655430.0,6138759.5
123,662390.0,6842881.0
124,726650.0,7186995.0
125,1201687.5,22070938.0
126,1042885.0,15208079.0
127,785660.0,8522214.0
128,724162.5,7643178.5
129,921557.5,11466568.0
130,547645.0,4436907.0
131,646592.5,6036613.5
132,946052.5,13906798.0
133,1209255.0,24000492.0
134,637900.0,6013949.5
135,895952.5,13004187.0
136,686695.0,7342396.0
137,464242.5,3330070.75
138,952732.5,13128534.0
139,523912.5,4054831.25
140,550160.0,4486309.0
141,581085.0,4424409.5
142,516260.0,4242278.5
143,697100.0,7055507.5
144,568277.5,5384882.0
145,549712.5,4415089.0
146,493075.0,2967986.25
147,525422.5,3832111.0
148,773285.0,8396400.0
149,483082.5,3440895.0
150,630347.5,5606582.0
151,658692.5,6542665.5
152,573430.0,4578472.5
153,939027.5,14450074.0
154,856082.5,9899018.0
155,1010087.5,16028767.0
156,682157.5,6041569.0
157,782267.5,8658860.0
158,539530.0,3901133.5
159,561715.0,4214190.0
160,934922.5,14790726.0
161,809875.0,9815477.0
162,410945.0,1993827.0
163,719072.5,7931264.0
164,813907.5,9977087.0
165,722152.5,7283449.5
166,574650.0,5824471.5
167,720970.0,7124609.5
168,593190.0,5468168.0
169,733815.0,7524031.5
170,527942.5,4423793.0
171,513760.0,3991752.0
172,608350.0,5094860.5
173,571200.0,4536726.5
174,733597.5,7526471.5
175,644910.0,5347576.0
176,761025.0,8450975.0
177,801902.5,8379028.0
178,756145.0,8608929.0
179,751327.5,8416590.0
180,734570.0,7734728.5
181,590047.5,4639191.5
182,462285.0,2911023.0
183,658520.0,6426837.5
184,623230.0,5391246.0
185,681265.0,7109377.5
186,887770.0,11722845.0
187,671840.0,6476122.5
188,717437.5,7120579.5
189,724575.0,7838871.5
190,528665.0,3833500.0
191,506080.0,3637373.0
192,689270.0,7149609.0
193,632045.0,6952513.0
194,759252.5,8044570.0
195,649307.5,6204516.0
196,700490.0,7406424.0
197,660425.0,6819452.0
198,650965.0,4976321.5
199,424752.5,2450934.5
200,519487.5,4109094.25
201,439167.5,2813067.0
202,622295.0,5476734.0
203,514335.0,4199271.5
204,464512.5,3052810.75
205,376277.5,1802543.125
206,572677.5,4932743.0
207,555942.5,5437318.0
208,375900.0,1836709.5
209,480927.5,3393728.5
210,445965.0,2664991.25
211,479990.0,3299174.75
212,441102.5,3450266.0
213,553327.5,5392139.5
214,584540.0,4443317.5
215,554337.5,4666641.0
216,600067.5,5282206.5
217,645840.0,7201406.0
218,655397.5,7061274.0
219,427787.5,3130107.5
220,586867.5,5344524.5
221,391960.0,2387167.5
222,528412.5,4745085.5
223,452032.5,2900593.0
224,432460.0,2623921.75
225,492812.5,3851472.75
226,597027.5,5339848.5
227,510262.5,4134005.0
228,645302.5,5800862.0
229,345025.0,1542659.75
230,273827.5,998183.9375
231,416887.5,2899354.5
232,523930.0,4417184.0
233,542007.5,4211911.5
234,517100.0,4417400.5
235,585115.0,5641511.5
236,367157.5,2257024.0
237,531662.5,3482496.25
238,524602.5,3665740.5
239,793807.5,9838998.0
240,852742.5,11167895.0
241,494310.0,4095034.75
242,546432.5,3794614.0
243,962135.0,14037966.0
244,564977.5,4155829.25
245,875995.0,12943684.0
246,607285.0,5805008.5
247,912215.0,12999983.0
248,655230.0,5814560.0
249,630635.0,6326789.0
250,651240.0,6101826.0
251,696287.5,6666956.5
252,448922.5,2853626.25
253,497517.5,3795460.25
254,468235.0,3941138.5
255,495300.0,4307003.0
256,718052.5,7058087.5
257,596870.0,5909876.5
258,435775.0,2877205.5
259,528155.0,3027327.75
260,428320.0,2422633.5
261,533367.5,4271452.0
262,478880.0,3021738.75
263,595527.5,4474564.5
264,420922.5,2927061.5
265,658932.5,6667782.5
266,485487.5,3746150.5
267,505357.5,3767550.75
268,731232.5,8799047.0
269,486977.5,3939198.75
270,418450.0,3362614.5
271,662842.5,6370283.5
272,489527.5,4589904.0
273,512022.5,3397368.0
274,664610.0,6734980.0
275,388690.0,2352893.0
276,568150.0,4790001.5
277,494350.0,3785470.0
278,354140.0,1803595.75
279,549015.0,4094809.75
280,474107.5,3362824.5
281,782712.5,10013486.0
282,450050.0,3308851.5
283,600137.5,4802112.5
284,595215.0,5832413.0
285,689287.5,6107858.5
286,519595.0,3876774.0
287,521910.0,5082845.5
288,550612.5,4391793.0
289,860452.5,11051103.0
290,568745.0,4611460.0
291,552947.5,3991820.5
292,546065.0,5074021.0
293,319590.0,1042836.6875
294,658010.0,6733471.5
295,628062.5,6537372.0
296,496417.5,3164550.25
297,579670.0,5322806.0
298,811242.5,11663941.0
299,504300.0,3454085.75
300,591912.5,4959762.5
301,510852.5,4294140.5
302,517530.0,4141171.5
303,371375.0,1836026.625
304,520142.5,3109513.25
305,764837.5,9780356.0
306,470775.0,3314748.25
307,554297.5,5053449.5
308,498247.5,3670559.5
309,604462.5,6212480.0
310,362267.5,1887743.25
311,487810.0,3511231.5
312,488970.0,3585882.0
313,482810.0,3678823.5
314,462392.5,3169541.25
315,502150.0,4106984.5
316,468347.5,3126287.75
317,506320.0,3502511.5
318,592577.5,5606309.0
319,533420.0,4996291.0
320,374857.5,1940955.125
321,390895.0,2302342.0
322,673570.0,7720912.0
323,494735.0,3225870.75
324,559962.5,4450376.5
325,485555.0,3237840.5
326,744037.5,8715875.0
327,388962.5,2289739.25
328,449215.0,2622562.75
329,525167.5,3645546.75
330,632372.5,6237174.5
331,392640.0,2061088.875
332,463682.5,3405548.5
333,550952.5,5430456.0
334,503250.0,4234338.0
335,402325.0,2443580.25
336,491642.5,4058317.0
337,604870.0,5517797.0
338,574892.5,5831432.5
339,607895.0,5277717.0
340,503150.0,4508656.0
341,559535.0,5044964.5
342,688527.5,6838579.0
343,647502.5,6518830.5
344,586170.0,4930543.5
345,447897.5,3211035.25
346,559970.0,4485615.0
347,482105.0,3589938.25
348,384562.5,2091750.75
349,634975.0,6552922.0
350,561020.0,4751570.5
351,433845.0,2664370.5
352,595780.0,6045461.5
353,472307.5,3351884.25
354,768420.0,9206774.0
355,612617.5,4535296.0
356,577850.0,5627469.5
357,583252.5,4231316.0
358,554157.5,4366906.5
359,392200.0,2289703.0
360,641085.0,5579826.5
361,638580.0,6896508.5
362,469907.5,3378487.5
363,521992.5,3343965.75
364,591027.5,5459875.0
365,527967.5,3352105.25
366,555707.5,4456642.5
367,664605.0,5945256.0
368,519855.0,4326447.5
369,490317.5,4048761.75
370,251172.5,968139.875
371,441680.0,2947100.5
372,523940.0,4356431.0
373,383262.5,2618629.5
374,544125.0,4386161.5
375,473240.0,3778069.25
376,493350.0,4499098.0
377,293197.5,1188855.75
378,360280.0,1493703.625
379,360665.0,2115955.75
380,558592.5,5131227.0
381,330105.0,1583026.625
382,630937.5,6092133.5
383,370435.0,2498648.75
384,489322.5,3781591.0
385,623045.0,4038526.5
386,260210.0,1061575.125
387,487080.0,3162405.75
388,568137.5,5009065.5
389,657745.0,6592952.0
390,431800.0,2438715.0
391,359472.5,1500106.0
392,470127.5,3239425.25
393,314490.0,1519010.75
394,383292.5,2249770.75
395,639140.0,5731946.0
396,595952.5,5193211.0
397,565142.5,4706568.5
398,400662.5,2275765.0
399,511045.0,3329045.5
400,280305.0,936655.4375
401,474640.0,3403316.5
402,446347.5,2429225.25
403,680685.0,7324012.0
404,498070.0,4083847.25
405,548252.5,4443106.5
406,383672.5,2354764.0
407,547342.5,4112450.5
408,649610.0,6754143.0
409,548135.0,4045962.75
410,481050.0,3411601.5
411,206222.5,526703.5625
412,376322.5,2191495.25
413,571420.0,4650092.5
414,582612.5,5302180.0
415,516352.5,4212019.0
416,382367.5,2110378.75
417,370447.5,1601744.375
418,331555.0,1447718.875
419,500105.0,3234696.75
420,296930.0,1333069.5
421,329575.0,1616756.375
422,315327.5,1542961.375
423,353295.0,1703807.125
424,390177.5,2249321.5
425,383482.5,2100342.75
426,323817.5,1546811.625
427,401140.0,2045361.125
428,415755.0,2586731.75
429,333582.5,1454644.75
430,249047.5,580760.8125
431,371125.0,2046359.0
432,415515.0,2412186.75
433,346512.5,1619234.875
434,488957.5,3646442.25
435,312982.5,1550817.5
436,534850.0,4349924.0
437,365652.5,1705073.125
438,331907.5,1242614.25
439,325362.5,1590307.375
440,548287.5,5286638.0
441,518655.0,3618644.5
442,478892.5,3897960.5
443,444922.5,2925241.0
444,381642.5,2354802.75
445,514165.0,4175256.0
446,317950.0,1489062.75
447,336545.0,1419194.625
448,475432.5,3415038.75
449,548005.0,4598241.0
450,375935.0,2008450.25
451,545570.0,3697287.5
452,347882.5,1724495.875
453,614220.0,6077484.0
454,408992.5,2351854.25
455,360392.5,2063968.25
456,320922.5,1507458.25
457,287055.0,1253214.125
458,299297.5,1418133.5
459,451025.0,3139462.0
460,426662.5,2799078.5
461,326940.0,1561076.25
462,249645.0,839643.375
463,386402.5,2016277.25
464,202485.0,437860.9375
465,238862.5,728572.0625
466,603580.0,5792069.5
467,227417.5,599053.5
468,505120.0,4134446.5
469,349285.0,1746603.75
470,375855.0,1825586.125
471,330242.5,1223805.375
472,402840.0,2628306.75
473,428635.0,2758549.5
474,422177.5,2492535.0
475,212497.5,601250.8125
476,356052.5,2052649.875
477,256010.0,995117.5625
478,357720.0,1888733.625
479,218977.5,578602.0625
480,510460.0,3156426.0
481,328867.5,1504295.5
482,329477.5,1481168.75
483,220187.5,680107.6875
484,259390.0,1155812.5
485,325840.0,1468866.0
486,359867.5,1454917.375
487,394567.5,2085310.0
488,466555.0,3730791.25
489,409060.0,2619978.75
490,255905.0,843749.9375
491,320640.0,1469887.5
492,448630.0,3277279.25
493,326062.5,1803794.5
494,392840.0,2077920.0
495,487132.5,3352509.25
496,535015.0,3868638.5
497,397282.5,2185542.0
498,406445.0,2574351.75
499,395052.5,2202504.75
500,434587.5,2334509.75
501,341705.0,1643011.0
502,558167.5,4368525.0
503,489260.0,3797248.5
504,372780.0,2010000.125
505,426147.5,2827677.75
506,286535.0,1142280.125
507,325230.0,1625789.25
508,398107.5,2244573.75
509,518957.5,4058796.5
510,356940.0,2125369.25
511,283787.5,1059946.875
512,407685.0,2446590.0
513,318657.5,1550670.0
514,309075.0,1449063.0
515,432995.0,3092646.25
516,443085.0,3003211.0
517,598635.0,4805868.0
518,300572.5,1389595.875
519,270527.5,1051581.125
520,456432.5,3013242.75
521,252667.5,752329.0625
522,373142.5,2111718.25
523,259027.5,828769.1875
524,399630.0,2523464.75
525,413322.5,2400734.0
526,324160.0,1261495.75
527,550607.5,4861230.5
528,397472.5,2460627.5
529,494562.5,3570937.5
530,364410.0,2153815.75
531,430630.0,2504237.5
532,337025.0,1688832.125
533,248470.0,895301.5
534,420455.0,3046260.25
535,391377.5,2057407.25
536,305922.5,1339820.875
537,547025.0,4783836.5
538,409815.0,2545924.75
539,448805.0,2558494.5
540,315455.0,1305046.875
541,322535.0,1474918.5
542,338030.0,1619716.0
543,381685.0,1877307.0
544,549767.5,5038924.5
545,529145.0,4310972.5
546,269055.0,1136198.25
547,299792.5,1137683.5
548,355212.5,1739685.5
549,362720.0,2159660.25
550,364460.0,1673355.75
551,444152.5,3435615.5
552,270307.5,840517.8125
553,226207.5,569113.8125
554,304625.0,1420237.0
555,482190.0,3246781.75
556,192752.5,466076.5
557,312900.0,1452736.75
558,294835.0,1362490.125
559,305222.5,1590352.0
560,245295.0,808094.0
561,397467.5,2376353.5
562,307662.5,1105136.5
563,248885.0,866043.25
564,245107.5,955577.9375
565,376292.5,1876322.0
566,362287.5,1682110.5
567,335470.0,1872102.375
568,393402.5,2223543.5
569,228500.0,681569.6875
570,222027.5,656711.3125
571,470305.0,3803301.0
572,560630.0,5624961.5
573,311867.5,1615231.75
574,221922.5,591594.125
575,288870.0,944543.3125
576,316532.5,1653443.125
577,382500.0,2268408.0
578,533340.0,4747533.5
579,255885.0,978313.6875
580,281055.0,1283234.375
581,307990.0,1274430.875
582,291770.0,1327222.375
583,268352.5,1217946.5
584,611847.5,6781452.5
585,320975.0,1637201.125
586,278220.0,1165011.75
587,394330.0,1952557.125
588,461490.0,3012642.25
589,244717.5,937577.1875
590,435267.5,2655904.25
591,326895.0,1391755.375
592,218780.0,579250.4375
593,456127.5,3226135.75
594,504907.5,3748251.0
595,303425.0,1128076.125
596,424737.5,2528966.25
597,260145.0,740763.5
598,388632.5,2043126.0
599,346400.0,1498118.125
600,376687.5,2063380.75
601,504992.5,3582011.0
602,312257.5,1520457.0
603,441500.0,3227032.5
604,358912.5,1656252.875
605,387610.0,2131364.0
606,278385.0,880666.875
607,369507.5,2219938.0
608,200620.0,437442.75
609,395627.5,2023332.875
610,313830.0,1038058.75
611,233442.5,870786.8125
612,455407.5,2933634.5
613,383802.5,2223134.0
614,317095.0,1502910.75
615,301335.0,1322364.75
616,191842.5,406255.625
617,262890.0,966012.4375
618,316845.0,1567790.25
619,178252.5,386246.8125
620,319877.5,1498307.625
621,372147.5,1982905.875
622,357800.0,2094932.0
623,252425.0,925866.6875
624,336097.5,1666080.625
625,290987.5,986330.0625
626,353287.5,1611414.875
627,275712.5,1043551.5625
628,348827.5,1902184.375
629,285295.0,1173146.875
630,367987.5,1972975.875
631,335182.5,1550648.625
632,256665.0,925106.1875
633,267420.0,932554.375
634,194387.5,447975.28125
635,212867.5,586101.6875
636,285845.0,1068874.375
637,383167.5,1993926.125
638,366407.5,1672757.125
639,346797.5,1501239.5
640,525937.5,4811848.0
641,326517.5,1249607.25
642,308600.0,1391928.5
643,324002.5,1373308.0
644,345967.5,1905469.375
645,297852.5,1218855.875
646,551395.0,5487485.5
647,489295.0,3754142.0
648,401227.5,2037269.0
649,477790.0,3833146.0
650,274517.5,1105949.125
651,329857.5,1549480.375
652,457247.5,3067053.5
653,472397.5,3947349.75
654,490900.0,3830850.0
655,273730.0,924631.3125
656,206105.0,517066.59375
657,220910.0,547000.4375
658,378487.5,1740690.0
659,463040.0,3123514.0
660,174257.5,268975.0
661,346002.5,1495870.625
662,271505.0,840770.375
663,179465.0,397205.6875
664,314910.0,1332965.875
665,288267.5,955924.8125
666,311737.5,1342326.25
667,291167.5,1301809.375
668,400792.5,2103454.0
669,229510.0,746368.0
670,256165.0,930007.75
671,449177.5,2885166.0
672,426845.0,2568593.5
673,395955.0,2038867.375
674,420532.5,2721559.0
675,267552.5,935075.9375
676,277467.5,889880.4375
677,352775.0,1488422.625
678,285802.5,1286046.0
679,205150.0,636430.75
680,324960.0,1467248.875
681,271115.0,906607.0625
682,318522.5,1512550.125
683,348417.5,1621896.75
684,200095.0,535995.875
685,337890.0,1536148.375
686,318672.5,1443698.375
687,262060.0,890895.5
688,404707.5,2303212.5
689,290475.0,1044853.75
690,393765.0,2133438.75
691,320615.0,1443460.25
692,372040.0,1729186.75
693,346700.0,1660291.875
694,208595.0,631447.1875
695,555482.5,5344436.0
696,316297.5,1228608.375
697,251287.5,776101.375
698,332192.5,1404324.875
699,326912.5,1547227.75
700,261352.5,1037962.5
701,238850.0,814300.875
702,432565.0,3213294.5
703,218070.0,626475.0625
704,303672.5,1035161.0
705,212957.5,523257.65625
706,318515.0,1347779.375
707,269645.0,883623.625
708,484192.5,3089342.75
709,266007.5,883290.625
710,417175.0,2819714.25
711,239357.5,782910.875
712,304222.5,1100304.0
713,253102.5,869724.375
714,408157.5,2142266.75
715,165762.5,287601.15625
716,303222.5,1136282.375
717,258382.5,693348.875
718,333910.0,1497083.25
719,386412.5,2366544.5
720,372170.0,1944521.125
721,404500.0,2370852.5
722,450192.5,3411389.25
723,314432.5,1366137.25
724,291005.0,1171445.75
725,311407.5,1171933.5
726,295130.0,1169253.25
727,222897.5,710321.5625
728,236615.0,829237.5625
729,522315.0,4234284.0
730,261542.5,948477.125
731,306582.5,1261507.75
732,634615.0,7107198.0
733,384060.0,2243234.25
734,286097.5,1016689.1875
735,344997.5,1887364.75
736,483170.0,3295071.5
737,374865.0,2368235.0
738,260927.5,1037394.125
739,215857.5,566058.4375
740,438342.5,3279821.25
741,375370.0,2346918.5
742,342435.0,1581438.125
743,267222.5,1197974.75
744,285842.5,1127357.25
745,320382.5,1491416.0
746,333517.5,1738624.5
747,213330.0,621246.375
748,567792.5,5305741.5
749,235062.5,804974.3125
750,380490.0,2296309.5
751,203362.5,630680.4375
752,332850.0,1430313.625
753,360605.0,1769046.0
754,232682.5,778065.625
755,293380.0,1111796.5
756,420542.5,2956314.5
757,282032.5,1108045.375
758,259022.5,810331.875
759,403382.5,2443300.0
760,265067.5,1030518.4375
761,577752.5,5087412.0
762,308700.0,1494588.375
763,302890.0,1466260.125
764,331475.0,1703102.125
765,341977.5,1710879.5
766,347870.0,1705318.0
767,294530.0,1383538.125
768,428375.0,3048494.75
769,192722.5,423308.71875
770,308177.5,1181005.25
771,313115.0,1451100.375
772,249310.0,878455.6875
773,189682.5,415443.5625
774,349467.5,1840036.75
775,307237.5,1336517.625
776,281115.0,1016643.4375
777,439955.0,2634221.25
778,345757.5,1704354.875
779,258342.5,916679.75
780,223027.5,601808.875
781,332700.0,1825155.5
782,359767.5,1923809.25
783,336117.5,1612691.0
784,444145.0,2817545.0
785,449887.5,2813795.75
786,263392.5,939916.8125
787,197747.5,474750.96875
788,297140.0,1089491.0
789,291982.5,1269694.375
790,267477.5,1114949.625
791,261025.0,981655.75
792,213920.0,565332.25
793,200197.5,571377.6875
794,259552.5,882250.0625
795,267487.5,701265.9375
796,264035.0,955814.875
797,248167.5,840330.375
798,213287.5,577181.9375
799,299412.5,1291512.625
800,315077.5,1484807.125
801,252627.5,730136.125
802,173152.5,333498.21875
803,362085.0,1946000.625
804,273345.0,1018574.375
805,211432.5,588240.125
806,167442.5,363979.375
807,221585.0,676997.5
808,388977.5,2453556.75
809,352847.5,1827411.375
810,329102.5,1810114.75
811,238112.5,761745.125
812,216970.0,711625.3125
813,235572.5,616112.6875
814,242927.5,784932.5625
815,218742.5,635085.0625
816,365672.5,2028303.75
817,291102.5,1163348.75
818,234350.0,594775.875
819,233690.0,671148.6875
820,504062.5,3692309.5
821,261880.0,1056170.75
822,202077.5,529132.5625
823,295847.5,1282169.875
824,228895.0,642236.8125
825,237267.5,724628.5
826,311250.0,1319467.0
827,333367.5,1759261.375
828,214650.0,641195.375
829,237987.5,824235.875
830,339357.5,1775751.5
831,266087.5,911420.5
832,212985.0,570877.5
833,230217.5,707307.625
834,276675.0,1128501.75
835,293060.0,1395481.75
836,252425.0,800347.75
837,242647.5,867784.0
838,185960.0,354656.3125
839,259905.0,950037.125
840,210350.0,632070.9375
841,237447.5,690090.25
842,415102.5,2911166.75
843,248165.0,718434.625
844,199382.5,497761.90625
845,392957.5,2409764.0
846,210332.5,498394.84375
847,226442.5,603958.1875
848,374487.5,1820449.625
849,222485.0,448254.03125
850,161175.0,283000.96875
851,308317.5,1527193.25
852,264792.5,917682.9375
853,252310.0,704360.75
854,283002.5,1046216.875
855,337270.0,1824818.375
856,341780.0,1433764.75
857,295055.0,1035907.5625
858,398870.0,2368673.25
859,208792.5,439487.875
860,447110.0,3041378.0
861,302385.0,1581733.25
862,413327.5,2940246.5
863,292015.0,1029833.375
864,322837.5,1363780.375
865,300557.5,1385982.0
866,296577.5,1188533.875
867,244145.0,694908.6875
868,377732.5,2327332.75
869,284270.0,1045170.125
870,309665.0,1287188.75
871,304897.5,1208194.625
872,298610.0,1292110.25
873,265520.0,1041332.25
874,262207.5,977295.1875
875,261320.0,882652.625
876,300925.0,1016253.0625
877,390632.5,2255676.5
878,474182.5,3458221.75
879,335502.5,1502291.5
880,304407.5,1142685.75
881,269575.0,685590.5625
882,274367.5,1266180.625
883,216847.5,681102.0
884,443720.0,3072720.5
885,399057.5,2417350.5
886,281610.0,1043775.25
887,252402.5,880874.375
888,284572.5,967140.9375
889,279165.0,833992.625
890,266185.0,1140837.0
891,275892.5,861309.4375
892,362087.5,1924578.5
893,228590.0,696606.6875
894,284637.5,1147561.75
895,628235.0,6496307.0
896,183472.5,384027.375
897,196400.0,446651.34375
898,257415.0,886820.75
899,215582.5,664809.6875
900,497905.0,2998288.5
901,224872.5,637969.6875
902,192030.0,442403.71875
903,270525.0,985012.3125
904,187770.0,370621.03125
905,293822.5,1038908.25
906,295747.5,1296658.5
907,237357.5,740077.75
908,174552.5,371837.3125
909,288517.5,1119153.5
910,249035.0,887883.75
911,300032.5,1286535.625
912,217375.0,671896.3125
913,372342.5,2144579.25
914,266860.0,984834.0
915,226922.5,639100.4375
916,435115.0,3101422.75
917,366957.5,1924936.875
918,188707.5,448316.3125
919,280877.5,1146700.0
920,465532.5,3015685.25
921,234662.5,765139.375
922,320717.5,1525693.0
923,248065.0,876085.875
924,289345.0,1217422.625
925,253892.5,805225.5625
926,304110.0,1512611.25
927,677017.5,6901755.5
928,322787.5,1417763.25
929,459892.5,3996072.0
930,471217.5,3561273.75
931,192315.0,386586.25
932,235407.5,723086.5625
933,519865.0,4100216.25
934,438550.0,2761349.25
935,294587.5,1203555.75
936,288070.0,1144632.125
937,262102.5,887049.6875
938,502805.0,3558700.5
939,348915.0,1667442.125
940,515515.0,4012673.5
941,234350.0,776607.125
942,558550.0,4950169.0
943,245760.0,834575.5625
944,419535.0,2703846.25
945,441062.5,2750898.75
946,239892.5,694929.0625
947,233770.0,623026.0
948,280132.5,985134.8125
949,353637.5,1891022.875
950,284332.5,946369.8125
951,225212.5,570319.0
952,277825.0,1017748.8125
953,449300.0,2897639.5
954,264520.0,863128.25
955,262905.0,852637.5625
956,289985.0,1173208.125
957,357890.0,1897003.25
958,433510.0,3534239.75
959,276067.5,1030992.9375
960,313997.5,1270376.375
961,436765.0,3079074.0
962,305402.5,1340894.375
963,294545.0,1421652.875
964,332272.5,1750109.75
965,265365.0,976779.625
966,334890.0,1586100.625
967,443832.5,3196761.5
968,505595.0,4070332.0
969,251657.5,931374.0625
970,364590.0,1946911.0
971,288292.5,1168255.875
972,175795.0,409700.21875
973,299135.0,1237223.125
974,274807.5,866494.75
975,216437.5,550945.625
976,239922.5,762478.0625
977,197730.0,497922.59375
978,250257.5,970552.9375
979,388380.0,2205759.0
980,289815.0,1046933.0
981,202032.5,536143.875
982,310977.5,1381557.375
983,277045.0,1004148.5
984,341237.5,1769571.375
985,191992.5,416516.1875
986,346250.0,1975186.375
987,291197.5,1136038.25
988,326317.5,1218642.125
989,310817.5,1492395.625
990,408032.5,2537573.0
991,308422.5,1682241.375
992,296630.0,1090107.5
993,415062.5,2755196.0
994,170955.0,313660.21875
995,569370.0,5872859.5
996,313072.5,1217081.125
997,211517.5,539343.6875
998,354202.5,1311851.875
999,276387.5,1058663.75
1000,283802.5,1086645.25
1001,228665.0,626695.5625
1002,342695.0,1810202.0
1003,383930.0,2136537.0
1004,242712.5,552679.0625
1005,230437.5,596411.6875
1006,468947.5,3560142.5
1007,222857.5,658110.5625
1008,258132.5,875546.9375
1009,254605.0,837220.625
1010,304922.5,941686.625
1011,454907.5,3033957.75
1012,398392.5,2058488.375
1013,280757.5,1238852.25
1014,354862.5,1554444.625
1015,238295.0,792963.0
1016,383230.0,2164574.0
1017,355402.5,1792870.25
1018,213440.0,584393.3125
1019,255220.0,739643.8125
1020,286390.0,777161.125
1021,406077.5,2845911.25
1022,233375.0,773350.5
1023,388497.5,2491487.25
1024,191355.0,445885.5
1025,484790.0,3085566.5
1026,273017.5,981563.5
1027,405720.0,2604723.0
1028,301137.5,1285855.375
1029,249672.5,925488.125
1030,371482.5,2008968.5
1031,421515.0,2780154.0
1032,369395.0,2333414.0
1033,271325.0,1063316.5
1034,218817.5,623973.1875
1035,311995.0,1574324.625
1036,255292.5,840155.0
1037,223782.5,596564.3125
1038,279447.5,912467.125
1039,313330.0,1419933.125
1040,342877.5,1610068.75
1041,263790.0,870523.5
1042,179322.5,310152.6875
1043,320570.0,1651858.25
1044,260825.0,802365.8125
1045,318237.5,1113150.25
1046,261102.5,955945.0
1047,388235.0,1880027.75
1048,459617.5,3424485.75
1049,227170.0,593285.0
1050,255872.5,877109.1875
1051,224215.0,747286.125
1052,240672.5,596367.25
1053,285420.0,1228428.75
1054,274015.0,791911.9375
1055,307717.5,1177021.875
1056,267907.5,934608.3125
1057,273737.5,1083629.375
1058,288802.5,1169676.375
1059,350892.5,1611330.5
1060,306415.0,1152194.125
1061,381725.0,2209893.75
1062,272800.0,1116488.375
1063,344167.5,1318082.75
1064,266862.5,881657.5
1065,389792.5,2463861.5
1066,276547.5,1012304.0625
1067,426977.5,3082250.5
1068,286252.5,1207548.75
1069,165347.5,354642.96875
1070,299702.5,1287845.375
1071,458222.5,3195086.0
1072,450912.5,3105215.5
1073,240285.0,755856.875
