episode,episode_cost,episode_reward,epsilon,states_seen
308,978162.5,-9781.625,0.7821581723746914,491
309,1039162.5,-10391.625000000002,0.7815324458367917,494
310,833437.5,-8334.374999999998,0.7809072198801222,494
311,1023025.0,-10230.249999999998,0.7802824941042181,494
312,935780.0,-9357.8,0.7796582681089347,494
313,718600.0,-7186.000000000001,0.7790345414944475,494
314,688570.0,-6885.699999999999,0.778411313861252,494
315,860140.0,-8601.400000000001,0.7777885848101629,494
316,783085.0,-7830.8499999999985,0.7771663539423147,494
317,735707.5,-7357.075,0.7765446208591609,494
318,984752.5,-9847.525000000003,0.7759233851624735,495
319,796075.0,-7960.749999999998,0.7753026464543435,495
320,1052325.0,-10523.250000000002,0.77468240433718,495
321,923970.0,-9239.699999999999,0.7740626584137102,495
322,928075.0,-9280.749999999996,0.7734434082869792,495
323,833560.0,-8335.599999999997,0.7728246535603496,495
324,804817.5,-8048.175,0.7722063938375012,495
325,848857.5,-8488.575000000003,0.7715886287224312,495
326,882105.0,-8821.049999999997,0.7709713578194533,495
327,1020132.5,-10201.324999999997,0.7703545807331976,495
328,909332.5,-9093.325,0.7697382970686111,496
329,977675.0,-9776.750000000002,0.7691225064309561,496
330,749770.0,-7497.7,0.7685072084258113,498
331,865752.5,-8657.525,0.7678924026590707,498
332,942190.0,-9421.899999999998,0.7672780887369434,498
333,911742.5,-9117.425000000003,0.7666642662659537,498
334,796290.0,-7962.9,0.766050934852941,498
335,904740.0,-9047.400000000001,0.7654380941050586,498
336,895512.5,-8955.125000000002,0.7648257436297745,498
337,925340.0,-9253.4,0.7642138830348707,498
338,983755.0,-9837.550000000001,0.7636025119284428,498
339,866482.5,-8664.824999999999,0.7629916299189,498
340,658632.5,-6586.325,0.7623812366149649,501
341,1360387.5,-13603.875,0.7617713316256729,501
342,701785.0,-7017.8499999999985,0.7611619145603723,501
343,721442.5,-7214.424999999999,0.760552985028724,501
344,765017.5,-7650.174999999999,0.759944542640701,503
345,983310.0,-9833.100000000002,0.7593365870065885,503
346,794610.0,-7946.0999999999985,0.7587291177369831,503
347,1113910.0,-11139.100000000002,0.7581221344427935,503
348,1147127.5,-11471.275,0.7575156367352393,503
349,963282.5,-9632.825000000003,0.7569096242258511,504
350,1255707.5,-12557.075000000003,0.7563040965264703,505
351,1008452.5,-10084.525,0.7556990532492491,505
352,882135.0,-8821.349999999997,0.7550944940066497,506
353,823630.0,-8236.3,0.7544904184114444,506
354,988547.5,-9885.475000000002,0.7538868260767152,507
355,679327.5,-6793.274999999998,0.7532837166158538,508
356,1007260.0,-10072.6,0.7526810896425611,508
357,909257.5,-9092.574999999999,0.752078944770847,508
358,1044522.5,-10445.224999999999,0.7514772816150304,508
359,777140.0,-7771.4000000000015,0.7508760997897383,511
360,870267.5,-8702.675000000001,0.7502753989099066,511
361,702927.5,-7029.275000000002,0.7496751785907786,511
362,818415.0,-8184.1500000000015,0.7490754384479059,511
363,1366682.5,-13666.824999999997,0.7484761780971476,512
364,1230135.0,-12301.35,0.7478773971546698,512
365,885275.0,-8852.749999999998,0.7472790952369461,513
366,1160545.0,-11605.450000000003,0.7466812719607565,514
367,870655.0,-8706.549999999997,0.7460839269431879,514
368,1134395.0,-11343.950000000003,0.7454870598016333,514
369,1200210.0,-12002.1,0.744890670153792,514
370,888522.5,-8885.224999999997,0.744294757617669,514
371,1172637.5,-11726.375,0.7436993218115748,514
372,802527.5,-8025.275,0.7431043623541256,514
373,768775.0,-7687.75,0.7425098788642422,514
374,935712.5,-9357.125000000002,0.7419158709611509,514
375,738895.0,-7388.950000000001,0.7413223382643819,514
376,682105.0,-6821.049999999997,0.7407292803937704,515
377,1125880.0,-11258.800000000003,0.7401366969694554,515
378,956437.5,-9564.375000000002,0.7395445876118798,515
379,757082.5,-7570.825000000002,0.7389529519417902,518
380,739845.0,-7398.45,0.7383617895802368,520
381,851397.5,-8513.975,0.7377711001485726,520
382,822897.5,-8228.974999999999,0.7371808832684538,520
383,1007565.0,-10075.65,0.736591138561839,520
384,785587.5,-7855.875,0.7360018656509895,520
385,830180.0,-8301.799999999997,0.7354130641584686,520
386,787032.5,-7870.324999999999,0.7348247337071419,521
387,882295.0,-8822.949999999999,0.7342368739201761,521
388,873147.5,-8731.475,0.7336494844210399,521
389,931072.5,-9310.724999999997,0.7330625648335031,521
390,975872.5,-9758.724999999999,0.7324761147816362,522
391,799932.5,-7999.325,0.7318901338898108,522
392,854055.0,-8540.55,0.731304621782699,522
393,1072262.5,-10722.625000000002,0.7307195780852728,522
394,865202.5,-8652.025,0.7301350024228045,522
395,757232.5,-7572.325,0.7295508944208662,522
396,532797.5,-5327.974999999999,0.7289672537053294,523
397,900430.0,-9004.300000000001,0.7283840799023652,523
398,670992.5,-6709.924999999999,0.7278013726384432,523
399,1002705.0,-10027.050000000001,0.7272191315403325,523
400,1115257.5,-11152.575000000003,0.7266373562351002,524
401,744085.0,-7440.850000000001,0.7260560463501121,524
402,843980.0,-8439.800000000001,0.725475201513032,524
403,799915.0,-7999.149999999998,0.7248948213518216,524
404,1126925.0,-11269.25,0.7243149054947401,526
405,926640.0,-9266.399999999998,0.7237354535703443,526
406,1112435.0,-11124.349999999999,0.723156465207488,526
407,740807.5,-7408.074999999998,0.7225779400353219,526
408,794605.0,-7946.0499999999965,0.7219998776832937,526
409,947307.5,-9473.075,0.721422277781147,526
410,795792.5,-7957.924999999999,0.7208451399589221,526
411,1043440.0,-10434.399999999998,0.720268463846955,526
412,815697.5,-8156.975,0.7196922490758774,527
413,1140037.5,-11400.375000000002,0.7191164952766167,527
414,1471267.5,-14712.675000000003,0.7185412020803954,528
415,1046172.5,-10461.724999999999,0.717966369118731,528
416,527967.5,-5279.674999999998,0.7173919960234361,531
417,831177.5,-8311.775000000001,0.7168180824266173,531
418,1060822.5,-10608.224999999999,0.716244627960676,532
419,992560.0,-9925.599999999999,0.7156716322583074,532
420,828207.5,-8282.075,0.7150990949525008,532
421,816185.0,-8161.849999999999,0.7145270156765388,532
422,764077.5,-7640.775000000001,0.7139553940639976,532
423,844802.5,-8448.024999999998,0.7133842297487464,532
424,853375.0,-8533.75,0.7128135223649473,532
425,974630.0,-9746.3,0.7122432715470554,532
426,1092972.5,-10929.725000000008,0.7116734769298177,532
427,1037090.0,-10370.9,0.7111041381482739,532
428,882202.5,-8822.025000000001,0.7105352548377553,532
429,856660.0,-8566.599999999999,0.709966826633885,532
430,911382.5,-9113.825,0.7093988531725779,532
431,1285055.0,-12850.550000000001,0.7088313340900398,533
432,953277.5,-9532.775000000001,0.7082642690227678,534
433,1152240.0,-11522.400000000001,0.7076976576075497,534
434,872660.0,-8726.6,0.7071314994814636,534
435,957437.5,-9574.375000000004,0.7065657942818784,534
436,770755.0,-7707.549999999999,0.7060005416464529,534
437,730105.0,-7301.05,0.7054357412131357,534
438,938902.5,-9389.025,0.7048713926201652,534
439,939287.5,-9392.875000000004,0.7043074955060691,534
440,708692.5,-7086.925000000001,0.7037440495096642,534
441,848737.5,-8487.375000000002,0.7031810542700564,535
442,956457.5,-9564.575,0.7026185094266403,535
443,727527.5,-7275.275000000001,0.702056414619099,535
444,663312.5,-6633.125,0.7014947694874036,537
445,900095.0,-9000.949999999999,0.7009335736718137,537
446,776760.0,-7767.599999999999,0.7003728268128763,539
447,811750.0,-8117.499999999998,0.699812528551426,539
448,950082.5,-9500.825000000003,0.6992526785285847,539
449,1020895.0,-10208.949999999999,0.6986932763857618,539
450,656922.5,-6569.225000000003,0.6981343217646532,539
451,1155262.5,-11552.625000000004,0.6975758143072415,539
452,841785.0,-8417.849999999999,0.6970177536557957,539
453,1029105.0,-10291.050000000003,0.696460139452871,540
454,997632.5,-9976.325000000003,0.6959029713413086,540
455,959037.5,-9590.375000000002,0.6953462489642356,540
456,1052880.0,-10528.799999999997,0.6947899719650642,540
457,584870.0,-5848.7,0.6942341399874922,541
458,758387.5,-7583.874999999997,0.6936787526755022,541
459,957155.0,-9571.55,0.6931238096733617,541
460,899862.5,-8998.625000000002,0.692569310625623,541
461,851882.5,-8518.825,0.6920152551771225,541
462,1044872.5,-10448.725,0.6914616429729807,542
463,707787.5,-7077.875,0.6909084736586023,542
464,835660.0,-8356.6,0.6903557468796754,542
465,1018447.5,-10184.474999999999,0.6898034622821716,542
466,773037.5,-7730.375,0.6892516195123458,542
467,848645.0,-8486.45,0.6887002182167359,542
468,694430.0,-6944.299999999999,0.6881492580421624,542
469,694395.0,-6943.950000000003,0.6875987386357287,542
470,869265.0,-8692.650000000001,0.6870486596448201,542
471,1083392.5,-10833.924999999997,0.6864990207171042,542
472,739855.0,-7398.549999999998,0.6859498215005305,543
473,899102.5,-8991.025,0.68540106164333,543
474,914837.5,-9148.375000000002,0.6848527407940154,544
475,965510.0,-9655.099999999999,0.6843048586013801,545
476,729762.5,-7297.624999999999,0.683757414714499,547
477,899080.0,-8990.8,0.6832104087827274,547
478,863702.5,-8637.025000000001,0.6826638404557013,547
479,784995.0,-7849.949999999997,0.6821177093833367,548
480,1004680.0,-10046.8,0.68157201521583,548
481,839290.0,-8392.9,0.6810267576036573,548
482,1096137.5,-10961.375000000002,0.6804819361975744,548
483,951332.5,-9513.325,0.6799375506486163,548
484,907592.5,-9075.925,0.6793936006080974,548
485,1220805.0,-12208.049999999997,0.6788500857276109,548
486,626040.0,-6260.4000000000015,0.6783070056590288,548
487,754092.5,-7540.925,0.6777643600545016,548
488,1258850.0,-12588.499999999996,0.677222148566458,548
489,967667.5,-9676.675000000003,0.6766803708476048,548
490,818202.5,-8182.025,0.6761390265509267,548
491,809230.0,-8092.3,0.6755981153296859,548
492,877597.5,-8775.974999999999,0.6750576368374221,548
493,1081685.0,-10816.850000000002,0.6745175907279521,548
494,872682.5,-8726.824999999997,0.6739779766553697,548
495,938367.5,-9383.675000000001,0.6734387942740454,549
496,760862.5,-7608.624999999999,0.6729000432386262,549
497,961342.5,-9613.425,0.6723617232040353,550
498,1086572.5,-10865.725000000002,0.6718238338254721,551
499,950937.5,-9509.374999999998,0.6712863747584117,551
500,1114770.0,-11147.699999999999,0.6707493456586049,551
501,1178922.5,-11789.225,0.670212746182078,551
502,941975.0,-9419.75,0.6696765759851324,551
503,643080.0,-6430.800000000002,0.6691408347243443,551
504,988325.0,-9883.25,0.6686055220565648,551
505,717615.0,-7176.1500000000015,0.6680706376389195,551
506,890080.0,-8900.8,0.6675361811288083,551
507,988835.0,-9888.35,0.6670021521839052,551
508,765842.5,-7658.424999999999,0.6664685504621581,552
509,909787.5,-9097.875,0.6659353756217884,552
510,748237.5,-7482.375000000001,0.665402627321291,552
511,804997.5,-8049.975000000001,0.6648703052194339,552
512,890250.0,-8902.499999999998,0.6643384089752583,552
513,925135.0,-9251.35,0.6638069382480781,552
514,975087.5,-9750.875,0.6632758926974797,552
515,981997.5,-9819.975000000002,0.6627452719833217,553
516,1066700.0,-10666.999999999998,0.662215075765735,553
517,862665.0,-8626.65,0.6616853037051225,553
518,1105915.0,-11059.150000000001,0.6611559554621583,553
519,813622.5,-8136.225000000001,0.6606270306977886,553
520,1091185.0,-10911.849999999999,0.6600985290732304,556
521,971690.0,-9716.899999999998,0.6595704502499719,556
522,815322.5,-8153.224999999998,0.6590427938897718,556
523,706780.0,-7067.799999999998,0.65851555965466,557
524,940720.0,-9407.200000000003,0.6579887472069362,557
525,782072.5,-7820.725000000001,0.6574623562091707,557
526,824510.0,-8245.1,0.6569363863242034,557
527,867927.5,-8679.274999999998,0.656410837215144,557
528,813175.0,-8131.750000000001,0.6558857085453719,557
529,843920.0,-8439.2,0.6553609999785356,557
530,1083577.5,-10835.775,0.6548367111785527,557
531,1135610.0,-11356.1,0.6543128418096098,558
532,970287.5,-9702.875,0.6537893915361621,558
533,1156620.0,-11566.199999999995,0.6532663600229331,558
534,927317.5,-9273.175,0.6527437469349148,558
535,659220.0,-6592.199999999999,0.6522215519373669,558
