episode,environment_seed,epsilon,episode_reward,episode_cost,holding_cost,stockout_cost,ordering_cost,discarding_cost,steps,states_seen
724,658537822,0.33779563744836494,-3989.0499999999997,398905.0,145055.0,178500.0,12000.0,63350.0,50,601
725,441972600,0.3372889439921924,-2292.4750000000004,229247.5,102547.5,113700.0,12800.0,200.0,50,601
726,474287798,0.33678301057620413,-3245.5999999999995,324560.0,129010.0,159800.0,12800.0,22950.0,50,601
727,557044515,0.33627783606033984,-3602.2999999999997,360230.0,90480.0,168600.0,14000.0,87150.0,50,601
728,54859735,0.3357734193062494,-2754.8749999999995,275487.5,118137.5,82100.0,12800.0,62450.0,50,601
729,832987925,0.33526975917729,-2674.0999999999995,267410.0,114210.0,140400.0,12800.0,0.0,50,601
730,778263019,0.3347668545385241,-3204.8750000000005,320487.5,113087.5,108700.0,12000.0,86700.0,50,601
731,554883530,0.33426470425671634,-2524.1,252410.0,119410.0,111700.0,12400.0,8900.0,50,601
732,370146912,0.33376330720033126,-3920.2000000000003,392020.0,136670.0,21900.0,15200.0,218250.0,50,601
733,56544489,0.33326266223953077,-2124.3500000000004,212435.0,98435.0,99200.0,14800.0,0.0,50,601
734,402997497,0.3327627682461715,-4518.525000000001,451852.5,146952.5,95000.0,12400.0,197500.0,50,601
735,219938586,0.3322636240938023,-2839.850000000001,283985.0,126035.0,78700.0,13600.0,65650.0,50,601
736,548272713,0.3317652286576616,-2599.6250000000014,259962.5,123412.5,102900.0,12000.0,21650.0,50,601
737,787181594,0.33126758081467517,-2257.85,225785.0,109935.0,57200.0,14400.0,44250.0,50,602
738,484823899,0.3307706794434532,-2703.2249999999985,270322.5,117222.5,92200.0,12400.0,48500.0,50,602
739,480071179,0.33027452342428804,-2404.9749999999995,240497.5,113697.5,114800.0,12000.0,0.0,50,602
740,251969198,0.32977911163915163,-1982.6499999999999,198265.0,68465.0,116600.0,13200.0,0.0,50,607
741,309355458,0.3292844429716929,-2155.0499999999993,215505.0,119605.0,74600.0,14400.0,6900.0,50,607
742,690938635,0.3287905163072354,-4446.750000000001,444675.0,166475.0,134700.0,12800.0,130700.0,50,607
743,625071436,0.32829733053277455,-2703.8749999999995,270387.5,125987.5,117500.0,12400.0,14500.0,50,609
744,345465429,0.3278048845369754,-2531.1999999999994,253120.0,112870.0,64200.0,13200.0,62850.0,50,610
745,365549236,0.32731317721017,-2948.6500000000005,294865.0,116465.0,119800.0,11200.0,47400.0,50,610
746,477917105,0.32682220744435475,-3531.1750000000006,353117.5,121217.5,191200.0,12400.0,28300.0,50,610
747,91655626,0.32633197413318826,-2232.2750000000005,223227.5,110677.5,63900.0,14000.0,34650.0,50,611
748,747082072,0.32584247617198847,-2871.5749999999994,287157.5,142607.5,100900.0,12000.0,31650.0,50,611
749,164219112,0.3253537124577305,-2815.0249999999996,281502.5,114152.5,106400.0,12400.0,48550.0,50,611
750,443789710,0.3248656818890439,-2546.2499999999995,254625.0,92475.0,144500.0,10800.0,6850.0,50,612
751,721718786,0.3243783833662104,-2769.6249999999995,276962.5,98462.5,166500.0,12000.0,0.0,50,612
752,823068585,0.3238918157911611,-3296.4,329640.0,124590.0,112000.0,13200.0,79850.0,50,613
753,562371076,0.3234059780674744,-2957.8249999999994,295782.5,91132.5,167200.0,13200.0,24250.0,50,613
754,337491998,0.3229208691003732,-3609.65,360965.0,121865.0,183300.0,11200.0,44600.0,50,613
755,958085518,0.3224364877967227,-2725.7,272570.0,115820.0,104100.0,13200.0,39450.0,50,613
756,421116653,0.3219528330650276,-2356.5999999999995,235660.0,110710.0,107700.0,11200.0,6050.0,50,613
757,488211580,0.32146990381543006,-2389.750000000001,238975.0,90625.0,108700.0,14000.0,25650.0,50,613
758,109157746,0.3209876989597069,-2262.8000000000006,226280.0,112080.0,80600.0,12400.0,21200.0,50,614
759,501768048,0.3205062174112674,-2295.775,229577.5,108527.5,103300.0,13200.0,4550.0,50,616
760,213046063,0.3200254580851505,-2461.875,246187.5,122037.5,72900.0,13600.0,37650.0,50,616
761,911413664,0.31954541989802276,-2419.6000000000004,241960.0,120610.0,107400.0,12800.0,1150.0,50,616
762,261771995,0.31906610176817574,-2623.2500000000005,262325.0,106575.0,141000.0,12400.0,2350.0,50,618
763,976096090,0.3185875026155235,-3583.075,358307.5,136907.5,149400.0,11600.0,60400.0,50,618
764,941074803,0.3181096213616002,-2547.9,254790.0,125290.0,105000.0,11600.0,12900.0,50,618
765,859788248,0.3176324569295578,-2589.8999999999996,258990.0,87490.0,159900.0,11600.0,0.0,50,618
766,5048557,0.3171560082441635,-2804.9749999999985,280497.5,121797.5,63500.0,12400.0,82800.0,50,619
767,486144232,0.3166802742317973,-2908.775,290877.5,131477.5,138700.0,12400.0,8300.0,50,619
768,3117726,0.3162052538204496,-2560.099999999999,256010.0,110360.0,92700.0,14000.0,38950.0,50,619
769,881361592,0.31573094593971895,-3003.750000000001,300375.0,131025.0,135100.0,12400.0,21850.0,50,619
770,430515110,0.3152573495208094,-3314.3500000000004,331435.0,127235.0,141500.0,13600.0,49100.0,50,619
771,58215231,0.3147844634965282,-2178.6,217860.0,115860.0,76300.0,13600.0,12100.0,50,619
772,16503435,0.3143122868012834,-3574.8499999999995,357485.0,118485.0,123100.0,13200.0,102700.0,50,619
773,978051044,0.3138408183710815,-2388.6999999999994,238870.0,112520.0,79800.0,12400.0,34150.0,50,619
774,41798240,0.3133700571435249,-2397.725000000001,239772.5,103322.5,118100.0,14000.0,4350.0,50,619
775,725315136,0.3129000020578096,-4506.299999999999,450630.0,120330.0,152000.0,13600.0,164700.0,50,619
776,961636315,0.3124306520547229,-2417.025,241702.5,98002.5,130900.0,12800.0,0.0,50,619
777,251611499,0.3119620060766409,-2617.825,261782.5,104482.5,141300.0,16000.0,0.0,50,619
778,856231570,0.3114940630675259,-2353.9249999999997,235392.5,96392.5,125800.0,13200.0,0.0,50,619
779,628873386,0.31102682197292464,-3474.1749999999993,347417.5,110267.5,181500.0,13200.0,42450.0,50,620
780,454865152,0.31056028173996525,-2580.1749999999997,258017.5,126467.5,84300.0,14400.0,32850.0,50,620
781,711397956,0.3100944413173553,-3262.1000000000013,326210.0,98010.0,204300.0,12000.0,11900.0,50,620
782,11709387,0.3096292996553793,-2554.55,255455.0,117705.0,95900.0,12400.0,29450.0,50,620
783,325965430,0.30916485570589625,-2079.75,207975.0,103975.0,91600.0,12400.0,0.0,50,622
784,850774845,0.30870110842233744,-2782.8249999999994,278282.5,89482.5,175600.0,13200.0,0.0,50,622
785,364248057,0.30823805675970395,-2924.000000000001,292400.0,153850.0,120000.0,12800.0,5750.0,50,622
786,73920244,0.3077756996745644,-2954.5999999999985,295460.0,134010.0,100800.0,12000.0,48650.0,50,622
787,708616607,0.3073140361250526,-2401.325,240132.5,105632.5,122900.0,11600.0,0.0,50,622
788,760027394,0.306853065070865,-2633.1000000000004,263310.0,108310.0,128900.0,12000.0,14100.0,50,622
789,732937277,0.3063927854732587,-2463.475,246347.5,115997.5,108800.0,13200.0,8350.0,50,622
790,876972922,0.30593319629504884,-2242.6250000000005,224262.5,101612.5,65700.0,14400.0,42550.0,50,622
791,343065796,0.30547429650060626,-2999.9750000000004,299997.5,100897.5,134500.0,12000.0,52600.0,50,622
792,411199570,0.30501608505585537,-3625.750000000001,362575.0,132625.0,81100.0,13600.0,135250.0,50,622
793,761000574,0.3045585609282716,-3041.999999999999,304200.0,101800.0,190400.0,12000.0,0.0,50,622
794,24094675,0.3041017230868792,-2270.6999999999994,227070.0,83870.0,129200.0,14000.0,0.0,50,623
795,834042066,0.30364557050224894,-2320.000000000001,232000.0,117100.0,72400.0,12400.0,30100.0,50,623
796,295541768,0.3031901021464956,-3842.9500000000003,384295.0,145595.0,112600.0,11200.0,114900.0,50,623
797,516564162,0.3027353169932759,-3301.3499999999995,330135.0,146185.0,115900.0,14000.0,54050.0,50,623
798,939447408,0.30228121401778596,-2298.3750000000005,229837.5,90037.5,126200.0,13600.0,0.0,50,624
799,800607423,0.3018277921967593,-3396.9250000000006,339692.5,107942.5,128400.0,14800.0,88550.0,50,625
800,686784979,0.3013750505084642,-2879.8999999999996,287990.0,147190.0,79600.0,11600.0,49600.0,50,625
801,711145181,0.3009229879327015,-3093.800000000001,309380.0,100680.0,191600.0,13600.0,3500.0,50,627
802,702128778,0.3004716034508025,-3657.700000000001,365770.0,120470.0,113400.0,12800.0,119100.0,50,627
803,393868087,0.3000208960456263,-1586.175,158617.5,94267.5,44400.0,13600.0,6350.0,50,627
804,547879945,0.2995708647015579,-2626.0250000000005,262602.5,99952.5,91100.0,12000.0,59550.0,50,630
805,398149234,0.2991215084045056,-3052.1749999999993,305217.5,135867.5,128700.0,12000.0,28650.0,50,630
806,891328091,0.29867282614189883,-2542.8249999999994,254282.5,146432.5,89100.0,12000.0,6750.0,50,630
807,319948962,0.298224816902686,-2871.0,287100.0,62800.0,210300.0,14000.0,0.0,50,630
808,546809032,0.297777479677332,-2134.825,213482.5,98282.5,59200.0,12800.0,43200.0,50,631
809,442569879,0.297330813457816,-3205.999999999998,320600.0,134850.0,141400.0,10400.0,33950.0,50,631
810,279652702,0.2968848172376293,-3074.8,307480.0,99380.0,194900.0,13200.0,0.0,50,631
811,184220525,0.29643949001177283,-2456.9000000000005,245690.0,122490.0,95600.0,12000.0,15600.0,50,632
812,161672666,0.2959948307767552,-3368.1499999999996,336815.0,157815.0,15200.0,12000.0,151800.0,50,632
813,611938783,0.2955508385305901,-2179.4000000000005,217940.0,111140.0,62600.0,14800.0,29400.0,50,632
814,197419515,0.29510751227279425,-2418.2999999999997,241830.0,108130.0,95600.0,12000.0,26100.0,50,633
815,666814550,0.29466485100438505,-2547.6,254760.0,101810.0,114100.0,13600.0,25250.0,50,633
816,503339240,0.2942228537278785,-1780.8749999999995,178087.5,97437.5,65600.0,13600.0,1450.0,50,634
817,462118666,0.2937815194472867,-1967.325,196732.5,108232.5,72500.0,16000.0,0.0,50,634
818,876756455,0.29334084716811576,-2745.775000000001,274577.5,94177.5,166800.0,13600.0,0.0,50,634
819,938080190,0.2929008358973636,-1237.35,123735.0,93835.0,17500.0,12400.0,0.0,50,636
820,68769207,0.29246148464351757,-3140.0500000000006,314005.0,105255.0,157900.0,11200.0,39650.0,50,636
821,779282605,0.2920227924165523,-1844.1499999999999,184415.0,108565.0,54700.0,12400.0,8750.0,50,636
822,599318863,0.2915847582279275,-3143.4,314340.0,86940.0,178300.0,12800.0,36300.0,50,640
823,779126561,0.29114738109058563,-2877.2999999999997,287730.0,117080.0,140900.0,14000.0,15750.0,50,640
824,657183644,0.2907106600189498,-2387.725,238772.5,104122.5,100900.0,12800.0,20950.0,50,640
825,12740629,0.29027459402892136,-2174.624999999999,217462.5,117312.5,60200.0,13600.0,26350.0,50,641
826,79402209,0.289839182137878,-4057.775000000001,405777.5,105927.5,114700.0,15200.0,169950.0,50,641
827,557521049,0.2894044233646712,-3436.8999999999996,343690.0,123490.0,184300.0,13200.0,22700.0,50,641
828,862911079,0.2889703167296242,-2517.95,251795.0,114745.0,85600.0,14400.0,37050.0,50,641
829,9641458,0.28853686125452976,-1754.55,175455.0,89905.0,52800.0,16000.0,16750.0,50,641
830,517103245,0.288104055962648,-2709.900000000001,270990.0,116540.0,111800.0,12400.0,30250.0,50,641
831,230110089,0.287671899878704,-2269.125,226912.5,101562.5,78500.0,12000.0,34850.0,50,641
832,852811199,0.28724039202888596,-2786.975000000001,278697.5,114397.5,82700.0,13200.0,68400.0,50,642
833,11586145,0.28680953144084265,-2085.8250000000003,208582.5,94982.5,101600.0,12000.0,0.0,50,642
834,383811984,0.2863793171436814,-3791.1249999999995,379112.5,138462.5,155700.0,11200.0,73750.0,50,642
835,979483990,0.2859497481679659,-1958.3499999999997,195835.0,95685.0,85100.0,11600.0,3450.0,50,642
836,975444355,0.285520823545714,-2010.6000000000001,201060.0,97160.0,74800.0,12400.0,16700.0,50,642
837,449092923,0.28509254231039544,-3213.4500000000007,321345.0,137945.0,22300.0,16800.0,144300.0,50,644
838,302965071,0.28466490349692986,-2213.15,221315.0,105265.0,89600.0,13200.0,13250.0,50,644
839,951912040,0.2842379061416845,-3419.625,341962.5,127012.5,149700.0,12800.0,52450.0,50,644
840,887402747,0.283811549282472,-2403.6499999999996,240365.0,109265.0,45700.0,12800.0,72600.0,50,647
841,555017678,0.2833858319585483,-2583.2000000000003,258320.0,114920.0,123100.0,12800.0,7500.0,50,648
842,795005969,0.2829607532106105,-4295.199999999999,429520.0,130270.0,188000.0,12000.0,99250.0,50,648
843,824977227,0.2825363120807946,-2665.275,266527.5,96577.5,150700.0,12800.0,6450.0,50,648
844,52055345,0.2821125076126734,-2654.5750000000007,265457.5,131407.5,75100.0,12400.0,46550.0,50,648
845,701205593,0.2816893388512544,-4477.95,447795.0,178845.0,202100.0,14400.0,52450.0,50,648
846,338407260,0.28126680484297756,-3133.0249999999996,313302.5,134852.5,89900.0,11600.0,76950.0,50,648
847,615885451,0.2808449046357131,-2414.7749999999996,241477.5,79677.5,149000.0,12800.0,0.0,50,648
848,792155279,0.2804236372787595,-2498.5999999999995,249860.0,113710.0,85500.0,13600.0,37050.0,50,648
849,989566589,0.2800030018228414,-3531.499999999999,353150.0,131350.0,157800.0,12400.0,51600.0,50,648
850,543859060,0.2795829973201071,-3158.8250000000003,315882.5,113382.5,159700.0,12400.0,30400.0,50,648
851,586018172,0.279163622824127,-1868.25,186825.0,106925.0,51100.0,15200.0,13600.0,50,652
852,147944341,0.2787448773898908,-2591.175,259117.5,113667.5,124300.0,13200.0,7950.0,50,652
853,367314105,0.27832676007380597,-2614.45,261445.0,135895.0,67800.0,12000.0,45750.0,50,652
854,201954124,0.27790926993369525,-1869.5250000000003,186952.5,89952.5,83000.0,14000.0,0.0,50,652
855,865945892,0.2774924060287947,-2054.2250000000004,205422.5,101522.5,90700.0,13200.0,0.0,50,652
856,340992124,0.27707616741975155,-2772.075,277207.5,97407.5,167800.0,12000.0,0.0,50,652
857,427850675,0.2766605531686219,-1828.3000000000002,182830.0,102230.0,24900.0,13600.0,42100.0,50,654
858,611182877,0.276245562338869,-2190.3000000000006,219030.0,96030.0,102700.0,12800.0,7500.0,50,655
859,711201319,0.2758311939953607,-2248.325,224832.5,111332.5,89600.0,11600.0,12300.0,50,655
860,339442873,0.27541744720436767,-2206.2749999999996,220627.5,106177.5,48700.0,12800.0,52950.0,50,658
861,444652473,0.27500432103356115,-2637.6999999999994,263770.0,100370.0,116100.0,14000.0,33300.0,50,658
862,62592157,0.2745918145520108,-2080.725,208072.5,72722.5,96100.0,14400.0,24850.0,50,658
863,315767844,0.27417992683018283,-3256.8250000000003,325682.5,112282.5,101700.0,13200.0,98500.0,50,658
864,726243466,0.27376865693993757,-4164.025,416402.5,149902.5,210500.0,12400.0,43600.0,50,658
865,482352746,0.2733580039545277,-4003.3,400330.0,77730.0,249900.0,13200.0,59500.0,50,659
866,249212928,0.2729479669485959,-1667.7250000000004,166772.5,97572.5,42900.0,14400.0,11900.0,50,659
867,967796472,0.27253854499817304,-2335.5000000000005,233550.0,77150.0,142000.0,14400.0,0.0,50,659
868,157205534,0.2721297371806758,-2391.0249999999996,239102.5,112002.5,108700.0,13200.0,5200.0,50,659
869,372122516,0.2717215425749048,-3143.775000000001,314377.5,114177.5,145700.0,12800.0,41700.0,50,659
870,189442170,0.27131396026104243,-2034.3500000000004,203435.0,94885.0,87600.0,12400.0,8550.0,50,659
871,234546926,0.2709069893206509,-2403.0000000000005,240300.0,81700.0,141400.0,13600.0,3600.0,50,659
872,613730954,0.2705006288366699,-3737.7750000000005,373777.5,132077.5,94100.0,17200.0,130400.0,50,659
873,444194612,0.2700948778934149,-2627.075,262707.5,122407.5,53800.0,15200.0,71300.0,50,665
874,98692815,0.2696897355765748,-2499.0999999999995,249910.0,94110.0,143000.0,12800.0,0.0,50,665
875,738572967,0.2692852009732099,-2368.2249999999995,236822.5,100222.5,123400.0,13200.0,0.0,50,665
876,579136713,0.2688812731717501,-2391.2,239120.0,116570.0,54900.0,14400.0,53250.0,50,666
877,600453889,0.2684779512619925,-2987.5000000000005,298750.0,114650.0,150000.0,14000.0,20100.0,50,666
878,401033728,0.2680752343350995,-3795.1249999999995,379512.5,149862.5,145800.0,12400.0,71450.0,50,666
879,810756933,0.26767312148359684,-3341.9,334190.0,114440.0,147400.0,13200.0,59150.0,50,666
880,105751657,0.2672716118013715,-2148.8,214880.0,124630.0,62600.0,13200.0,14450.0,50,666
881,94865662,0.26687070438366944,-2506.025,250602.5,114002.5,109100.0,15600.0,11900.0,50,666
882,768287382,0.26647039832709396,-2575.7749999999996,257577.5,104777.5,116600.0,14000.0,22200.0,50,666
883,809433121,0.2660706927296033,-2002.7750000000003,200277.5,98077.5,88600.0,13600.0,0.0,50,666
884,790412951,0.26567158669050894,-2227.6000000000004,222760.0,88510.0,72200.0,15200.0,46850.0,50,666
885,109466911,0.26527307931047317,-2154.8,215480.0,92630.0,102400.0,13600.0,6850.0,50,666
886,679993951,0.2648751696915075,-2764.649999999999,276465.0,100415.0,162600.0,12400.0,1050.0,50,666
887,938471333,0.26447785693697023,-2157.875,215787.5,106787.5,95800.0,13200.0,0.0,50,666
888,768136087,0.2640811401515648,-2767.25,276725.0,141025.0,62300.0,14800.0,58600.0,50,666
889,457812872,0.26368501844133746,-2531.65,253165.0,114415.0,89300.0,13200.0,36250.0,50,666
890,299979656,0.2632894909136755,-3287.174999999999,328717.5,100717.5,186700.0,12400.0,28900.0,50,666
891,594335821,0.262894556677305,-2724.675,272467.5,100667.5,155100.0,11600.0,5100.0,50,666
892,561238732,0.262500214842289,-2461.825,246182.5,84232.5,139200.0,12400.0,10350.0,50,666
893,544963659,0.2621064645200256,-3008.0999999999995,300810.0,125210.0,133300.0,12000.0,30300.0,50,666
894,216099841,0.2617133048232456,-2965.875,296587.5,79587.5,202500.0,13200.0,1300.0,50,666
895,952126054,0.26132073486601076,-2726.3500000000004,272635.0,140335.0,111500.0,14000.0,6800.0,50,666
896,231324955,0.2609287537637118,-3166.9749999999995,316697.5,139047.5,103000.0,12400.0,62250.0,50,666
897,698756058,0.2605373606330662,-2571.2999999999997,257130.0,112680.0,97900.0,11600.0,34950.0,50,666
898,66129277,0.2601465545921166,-2599.575000000001,259957.5,102457.5,88100.0,13200.0,56200.0,50,668
899,207711379,0.25975633476022847,-2526.2000000000007,252620.0,86520.0,139400.0,13600.0,13100.0,50,672
900,428761217,0.25936670025808817,-2224.6999999999994,222470.0,75070.0,134200.0,13200.0,0.0,50,672
901,688057159,0.258977650207701,-2289.7250000000004,228972.5,118372.5,70100.0,12000.0,28500.0,50,672
902,750377964,0.2585891837323895,-2407.7749999999996,240777.5,126277.5,51100.0,12400.0,51000.0,50,672
903,309693577,0.2582012999567909,-3072.6,307260.0,110010.0,98100.0,12800.0,86350.0,50,672
904,444069514,0.2578139980068557,-2491.0499999999997,249105.0,101605.0,134700.0,12800.0,0.0,50,672
905,645345291,0.25742727700984547,-2711.325,271132.5,95532.5,113900.0,13200.0,48500.0,50,674
906,136660104,0.2570411360943307,-2865.7999999999993,286580.0,128930.0,120200.0,12800.0,24650.0,50,674
907,440797955,0.2566555743901892,-2534.45,253445.0,109245.0,108400.0,12800.0,23000.0,50,674
908,631906760,0.25627059102860394,-2394.65,239465.0,114865.0,80800.0,12400.0,31400.0,50,674
909,423434226,0.2558861851420611,-2976.7999999999997,297680.0,83280.0,191900.0,11200.0,11300.0,50,674
910,907586014,0.255502355864348,-3293.3000000000006,329330.0,99030.0,215900.0,14400.0,0.0,50,674
911,904379332,0.25511910233055146,-2872.625,287262.5,79662.5,194000.0,13600.0,0.0,50,674
912,213163301,0.2547364236770556,-2740.0999999999995,274010.0,91010.0,169000.0,14000.0,0.0,50,674
913,767430536,0.25435431904154004,-2133.850000000001,213385.0,96785.0,103000.0,13600.0,0.0,50,674
914,933319481,0.25397278756297775,-2791.7749999999996,279177.5,76377.5,190000.0,12800.0,0.0,50,674
915,743548581,0.2535918283816333,-2554.8250000000003,255482.5,81082.5,160800.0,13600.0,0.0,50,674
916,417278558,0.25321144063906087,-3241.6749999999997,324167.5,115267.5,63600.0,14800.0,130500.0,50,675
917,486469109,0.2528316234781023,-2158.9500000000003,215895.0,76695.0,126000.0,13200.0,0.0,50,675
918,108614151,0.2524523760428851,-2854.575,285457.5,122007.5,73600.0,13600.0,76250.0,50,675
919,244492602,0.2520736974788208,-1909.3999999999999,190940.0,118040.0,59700.0,13200.0,0.0,50,676
920,25735243,0.2516955869326026,-2342.6000000000004,234260.0,108760.0,69200.0,13600.0,42700.0,50,676
921,710028920,0.25131804355220366,-2694.075,269407.5,95207.5,112300.0,12800.0,49100.0,50,676
922,952243573,0.25094106648687536,-2688.1749999999997,268817.5,139217.5,40100.0,11600.0,77900.0,50,676
923,716536010,0.2505646548871451,-2137.3750000000005,213737.5,89687.5,101600.0,14400.0,8050.0,50,677
924,334194194,0.25018880790481435,-2454.774999999999,245477.5,100827.5,79600.0,13600.0,51450.0,50,677
925,324569780,0.24981352469295715,-2075.9249999999997,207592.5,99842.5,87000.0,12800.0,7950.0,50,677
926,384397493,0.24943880440591773,-2508.6999999999994,250870.0,85120.0,127700.0,13200.0,24850.0,50,677
927,328568375,0.24906464619930888,-3148.6500000000005,314865.0,126715.0,107200.0,12800.0,68150.0,50,677
928,968951376,0.24869104923000993,-2034.4249999999988,203442.5,75042.5,114000.0,14400.0,0.0,50,677
929,219993619,0.24831801265616493,-2681.4999999999995,268150.0,114050.0,134800.0,11600.0,7700.0,50,677
930,740311406,0.2479455356371807,-2655.024999999999,265502.5,51202.5,199100.0,15200.0,0.0,50,680
931,710227729,0.24757361733372493,-2277.55,227755.0,89555.0,124600.0,13600.0,0.0,50,680
932,638001725,0.24720225690772435,-1821.8499999999997,182185.0,82585.0,85600.0,14000.0,0.0,50,680
933,144850260,0.24683145352236277,-3293.049999999999,329305.0,104855.0,180000.0,11600.0,32850.0,50,680
934,520654036,0.24646120634207924,-2141.9749999999995,214197.5,87297.5,114100.0,12800.0,0.0,50,680
935,734716243,0.24609151453256614,-2796.3499999999995,279635.0,99235.0,165000.0,13200.0,2200.0,50,680
936,730659654,0.24572237726076732,-2725.7749999999996,272577.5,112577.5,135300.0,13200.0,11500.0,50,681
937,227577753,0.24535379369487617,-3068.975,306897.5,105197.5,140000.0,12400.0,49300.0,50,681
938,361833806,0.24498576300433386,-2996.5,299650.0,108950.0,152600.0,12800.0,25300.0,50,681
939,911328358,0.24461828435982738,-3021.7000000000003,302170.0,79120.0,194000.0,12800.0,16250.0,50,681
940,705035422,0.24425135693328764,-2840.75,284075.0,110675.0,131000.0,14000.0,28400.0,50,681
941,15925479,0.24388497989788774,-2223.325,222332.5,90032.5,120700.0,11600.0,0.0,50,681
942,977366586,0.24351915242804092,-3003.8999999999996,300390.0,112140.0,162500.0,13200.0,12550.0,50,681
943,284418109,0.24315387369939886,-2866.75,286675.0,108725.0,119200.0,12800.0,45950.0,50,681
944,16826233,0.24278914288884978,-1483.6499999999996,148365.0,74065.0,58700.0,15600.0,0.0,50,682
945,95727627,0.24242495917451654,-3134.2,313420.0,122120.0,171800.0,13600.0,5900.0,50,682
946,510701957,0.2420613217357548,-2127.175,212717.5,91367.5,102800.0,14400.0,4150.0,50,682
947,341003833,0.24169822975315117,-2805.7500000000005,280575.0,115575.0,152600.0,12400.0,0.0,50,682
948,821633552,0.24133568240852146,-2838.7749999999996,283877.5,110177.5,159700.0,14000.0,0.0,50,682
949,189838207,0.2409736788849087,-2497.9,249790.0,107240.0,63300.0,14400.0,64850.0,50,682
950,256475344,0.24061221836658134,-2202.9999999999995,220300.0,97100.0,111200.0,12000.0,0.0,50,682
951,751828023,0.24025130003903147,-2494.350000000001,249435.0,82935.0,153700.0,12800.0,0.0,50,682
952,769382001,0.23989092308897295,-2677.124999999999,267712.5,116512.5,22600.0,14000.0,114600.0,50,683
953,819698933,0.2395310867043395,-2518.075,251807.5,87057.5,117800.0,12800.0,34150.0,50,684
954,849777511,0.23917179007428302,-2704.9749999999995,270497.5,132847.5,64700.0,14800.0,58150.0,50,684
955,294125762,0.23881303238917162,-2368.6999999999994,236870.0,79170.0,112800.0,13200.0,31700.0,50,684
956,284907590,0.23845481284058787,-2182.9249999999993,218292.5,106292.5,101200.0,10800.0,0.0,50,684
957,193872924,0.238097130621327,-2321.975,232197.5,90897.5,126900.0,14400.0,0.0,50,684
958,52370207,0.23773998492539503,-3003.4249999999993,300342.5,110392.5,115400.0,12800.0,61750.0,50,684
959,355665041,0.23738337494800696,-2008.1750000000004,200817.5,106217.5,82200.0,12400.0,0.0,50,684
960,116358710,0.23702729988558496,-2152.075,215207.5,104207.5,65500.0,12800.0,32700.0,50,685
961,27392462,0.2366717589357566,-2316.4750000000004,231647.5,86197.5,125500.0,13600.0,6350.0,50,685
962,38018803,0.23631675129735297,-2013.5749999999994,201357.5,89507.5,69700.0,13600.0,28550.0,50,686
963,832457490,0.23596227617040694,-1770.874999999999,177087.5,77987.5,85100.0,14000.0,0.0,50,686
964,603051996,0.23560833275615134,-2301.4749999999995,230147.5,96797.5,107900.0,12400.0,13050.0,50,686
965,440645558,0.23525492025701714,-2651.525000000001,265152.5,115652.5,73200.0,12000.0,64300.0,50,687
966,528906643,0.23490203787663164,-1970.6499999999999,197065.0,100115.0,82100.0,13200.0,1650.0,50,687
967,276672135,0.2345496848198167,-1603.4500000000005,160345.0,77545.0,66100.0,15200.0,1500.0,50,687
968,117869975,0.234197860292587,-3733.6250000000005,373362.5,133762.5,155200.0,12800.0,71600.0,50,687
969,244658620,0.23384656350214814,-3229.825,322982.5,130232.5,159500.0,13200.0,20050.0,50,687
970,272568559,0.23349579365689493,-1912.0499999999997,191205.0,100955.0,45800.0,13600.0,30850.0,50,688
971,131569248,0.2331455499664096,-2684.3250000000003,268432.5,83832.5,174200.0,10400.0,0.0,50,688
972,902136388,0.23279583164146,-2655.7,265570.0,73970.0,176800.0,14800.0,0.0,50,688
973,758133271,0.23244663789399783,-2121.25,212125.0,116525.0,67600.0,11600.0,16400.0,50,688
974,165463309,0.23209796793715684,-2020.975,202097.5,87397.5,101900.0,12800.0,0.0,50,688
975,112630456,0.23174982098525113,-1926.0000000000005,192600.0,95000.0,84000.0,13600.0,0.0,50,689
976,290631002,0.23140219625377326,-2864.5249999999996,286452.5,99152.5,152500.0,11600.0,23200.0,50,689
977,179764556,0.2310550929593926,-2568.4750000000004,256847.5,87997.5,149200.0,13200.0,6450.0,50,689
978,469994250,0.23070851031995354,-1515.4750000000004,151547.5,95047.5,42500.0,14000.0,0.0,50,690
979,610743843,0.23036244755447363,-2207.8750000000005,220787.5,77787.5,129400.0,13600.0,0.0,50,690
980,520873379,0.23001690388314194,-4148.325,414832.5,71382.5,248100.0,13200.0,82150.0,50,691
981,451570074,0.22967187852731724,-1244.6250000000002,124462.5,94562.5,15900.0,14000.0,0.0,50,691
982,208095383,0.22932737070952627,-2098.1000000000004,209810.0,87010.0,109600.0,13200.0,0.0,50,693
983,610607143,0.228983379653462,-2421.2000000000003,242120.0,82820.0,111600.0,14000.0,33700.0,50,694
984,471841039,0.2286399045839818,-2805.9999999999995,280600.0,92250.0,144700.0,12400.0,31250.0,50,695
985,211599097,0.22829694472710585,-2838.0499999999997,283805.0,87155.0,125400.0,12800.0,58450.0,50,695
986,387996315,0.2279544993100152,-1533.8500000000001,153385.0,104885.0,34100.0,14400.0,0.0,50,696
987,726687025,0.2276125675610502,-2175.2,217520.0,138320.0,15600.0,12800.0,50800.0,50,697
988,56013247,0.22727114870970863,-1961.5249999999999,196152.5,70652.5,111900.0,13600.0,0.0,50,697
989,802150689,0.22693024198664408,-2579.9500000000007,257995.0,78595.0,167000.0,12400.0,0.0,50,697
