episode,episode_cost,episode_reward,epsilon,mean_loss,global_step
81,781120.0,-7811.2,0.9182539203248474,79.02216590881348,4050
82,836337.5,-8363.375,0.9172897295074706,53.17189727783203,4100
83,650097.5,-6500.9749999999985,0.9163266094182649,47.12041999816895,4150
84,715552.5,-7155.525000000001,0.9153645588681932,44.83921821594238,4200
85,965370.0,-9653.700000000003,0.9144035766695388,43.59939292907715,4250
86,838607.5,-8386.075,0.9134436616359035,42.47080291748047,4300
87,693922.5,-6939.225,0.9124848125822071,41.72543060302734,4350
88,836397.5,-8363.974999999997,0.9115270283246852,42.269118576049806,4400
89,889482.5,-8894.825,0.910570307680888,40.949514923095705,4450
90,732580.0,-7325.8,0.9096146494696786,42.64648971557617,4500
91,611535.0,-6115.349999999999,0.908660052511232,41.83720191955567,4550
92,816735.0,-8167.349999999999,0.9077065156270336,39.91797142028808,4600
93,871122.5,-8711.225,0.9067540376398768,40.579995727539064,4650
94,791487.5,-7914.874999999999,0.905802617373863,39.478212203979496,4700
95,846405.0,-8464.050000000001,0.9048522536543993,39.332650146484376,4750
96,468907.5,-4689.075,0.9039029453081966,38.63915367126465,4800
97,738595.0,-7385.949999999999,0.9029546911632694,38.09600769042969,4850
98,714617.5,-7146.174999999999,0.9020074900489335,39.674679107666016,4900
99,784422.5,-7844.224999999998,0.9010613407958047,36.944142990112304,4950
100,679762.5,-6797.624999999999,0.9001162422357973,39.307376327514646,5000
101,763980.0,-7639.8,0.8991721932021228,46.87510917663574,5050
102,735135.0,-7351.349999999998,0.8982291925292886,40.13824676513672,5100
103,957895.0,-9578.949999999999,0.897287239053096,39.35993595123291,5150
104,851165.0,-8511.650000000001,0.8963463316106396,39.369399337768556,5200
105,751560.0,-7515.6,0.895406469040305,37.316164321899414,5250
106,952782.5,-9527.824999999999,0.8944676501817679,37.49597557067871,5300
107,630260.0,-6302.600000000002,0.8935298738759926,37.85211448669433,5350
108,601577.5,-6015.7750000000015,0.8925931389652305,37.57151321411133,5400
109,773502.5,-7735.0250000000015,0.8916574442930186,37.09737392425537,5450
110,666615.0,-6666.149999999999,0.8907227887041781,38.082404670715334,5500
111,836735.0,-8367.35,0.8897891710448133,35.554294929504394,5550
112,1054130.0,-10541.300000000001,0.8888565901623093,36.65607456207275,5600
113,373980.0,-3739.8,0.887925044905332,37.23922798156738,5650
114,552640.0,-5526.400000000001,0.8869945341238251,34.69160381317138,5700
115,450465.0,-4504.649999999998,0.8860650566690099,37.02755882263184,5750
116,768877.5,-7688.774999999999,0.8851366113933832,36.40415382385254,5800
117,946130.0,-9461.3,0.8842091971507161,34.36191253662109,5850
118,738477.5,-7384.775,0.8832828127960527,35.89225154876709,5900
119,556047.5,-5560.474999999999,0.8823574571857085,36.10902736663818,5950
120,1228875.0,-12288.75,0.881433129177269,36.02287376403809,6000
121,486045.0,-4860.450000000001,0.8805098276295883,40.06022941589355,6050
122,666022.5,-6660.225000000003,0.8795875514027881,38.19186782836914,6100
123,723712.5,-7237.125,0.8786662993582555,38.303881340026855,6150
124,887315.0,-8873.150000000001,0.877746070358642,36.75561725616455,6200
125,1006802.5,-10068.025000000003,0.8768268632678626,36.17653491973877,6250
126,562330.0,-5623.300000000001,0.8759086769510934,36.94682804107666,6300
127,890187.5,-8901.875000000002,0.8749915102747711,36.50267513275146,6350
128,744050.0,-7440.500000000003,0.874075362106591,35.85153598785401,6400
129,774250.0,-7742.5,0.8731602313155057,35.59001667022705,6450
130,856637.5,-8566.375,0.8722461167717241,35.97045589447021,6500
131,901782.5,-9017.824999999997,0.8713330173467098,35.332074356079104,6550
132,695597.5,-6955.975000000002,0.8704209319131792,36.06298748016357,6600
133,871007.5,-8710.075000000003,0.8695098593451007,35.04568756103516,6650
134,697282.5,-6972.825,0.8685997985176935,35.66708248138428,6700
135,812002.5,-8120.024999999999,0.8676907483074254,35.902036819458004,6750
136,670697.5,-6706.975,0.8667827075920123,35.00027870178223,6800
137,338510.0,-3385.1,0.8658756752504158,35.477128219604495,6850
138,686462.5,-6864.624999999998,0.8649696501628431,35.41055446624756,6900
139,909602.5,-9096.025,0.8640646312107446,35.413712654113766,6950
140,744175.0,-7441.750000000002,0.8631606172768126,35.97530990600586,7000
141,732707.5,-7327.074999999998,0.8622576072449805,41.21203224182129,7050
142,944090.0,-9440.900000000001,0.8613556000004211,39.34041477203369,7100
143,948117.5,-9481.174999999997,0.8604545944295449,39.3764741897583,7150
144,652680.0,-6526.800000000002,0.8595545894199993,38.67411506652832,7200
145,594795.0,-5947.950000000002,0.858655583860667,37.78099624633789,7250
146,863485.0,-8634.85,0.8577575766416644,37.37891151428223,7300
147,735015.0,-7350.150000000001,0.8568605666543405,37.59359344482422,7350
148,621807.5,-6218.075000000001,0.8559645527912755,36.592771186828614,7400
149,635320.0,-6353.200000000001,0.855069533946279,36.999208030700686,7450
150,652845.0,-6528.45,0.85417550901439,37.54173133850097,7500
151,989285.0,-9892.849999999997,0.8532824768918733,38.536557312011716,7550
152,734545.0,-7345.450000000002,0.8523904364762204,36.799012336730954,7600
153,887930.0,-8879.300000000001,0.8514993866661463,37.21958675384521,7650
154,687087.5,-6870.875000000001,0.8506093263615898,37.482378540039065,7700
155,921702.5,-9217.025000000003,0.8497202544637107,36.50286125183106,7750
156,531217.5,-5312.175,0.8488321698748893,35.62037410736084,7800
157,635302.5,-6353.024999999998,0.8479450714987248,36.09860824584961,7850
158,482807.5,-4828.075,0.8470589582400339,35.071436729431156,7900
159,607642.5,-6076.425,0.8461738290048494,36.802319564819335,7950
160,531185.0,-5311.8499999999985,0.8452896827004192,35.40594997406006,8000
161,851512.5,-8515.125000000002,0.8444065182352043,42.93762565612793,8050
162,762567.5,-7625.675000000001,0.8435243345188784,40.588759422302246,8100
163,461370.0,-4613.7,0.8426431304623254,40.23568084716797,8150
164,677977.5,-6779.7750000000015,0.8417629049776392,41.22689727783203,8200
165,753772.5,-7537.724999999999,0.8408836569781213,39.844640579223636,8250
166,641062.5,-6410.625000000002,0.8400053853782806,38.198176803588865,8300
167,452327.5,-4523.275000000001,0.8391280890938306,40.42819953918457,8350
168,586340.0,-5863.4,0.8382517670416897,39.113734588623046,8400
169,987510.0,-9875.1,0.8373764181399785,38.07924900054932,8450
170,980225.0,-9802.249999999998,0.8365020413080195,39.28571620941162,8500
171,879302.5,-8793.025,0.8356286354663347,39.846893577575685,8550
172,555000.0,-5549.999999999999,0.8347561995366455,38.088689155578614,8600
173,859822.5,-8598.224999999999,0.83388473244187,36.77011001586914,8650
174,730425.0,-7304.250000000001,0.8330142331061232,39.29384624481201,8700
175,808302.5,-8083.025,0.832144700454714,39.41708145141602,8750
176,1023337.5,-10233.375000000004,0.8312761334141457,37.34285118103028,8800
177,612272.5,-6122.724999999999,0.8304085309121129,39.01259578704834,8850
178,588207.5,-5882.074999999998,0.8295418918775013,37.22016986846924,8900
179,430812.5,-4308.125,0.828676215240386,38.039171104431155,8950
180,687175.0,-6871.75,0.8278114999320305,36.96642307281494,9000
181,661815.0,-6618.149999999999,0.8269477448848848,44.74556869506836,9050
182,726547.5,-7265.475,0.8260849490325846,41.6953003692627,9100
183,681565.0,-6815.649999999999,0.8252231113099495,40.43994171142578,9150
184,584255.0,-5842.55,0.8243622306529825,39.81529773712158,9200
185,916382.5,-9163.824999999997,0.8235023059988678,39.62778503417969,9250
186,567212.5,-5672.124999999998,0.8226433362859698,39.51398857116699,9300
187,648152.5,-6481.525000000001,0.821785320453832,38.89204288482666,9350
188,446565.0,-4465.650000000001,0.8209282574431755,38.38228446960449,9400
189,643352.5,-6433.525000000001,0.8200721461958979,38.994845123291014,9450
190,579337.5,-5793.375000000001,0.8192169856550712,39.01009754180908,9500
191,610205.0,-6102.049999999998,0.8183627747649418,38.38982639312744,9550
192,453745.0,-4537.450000000001,0.8175095124709283,39.06988655090332,9600
193,728702.5,-7287.024999999999,0.8166571977196203,37.4045376586914,9650
194,646365.0,-6463.649999999997,0.8158058294587772,38.675866317749026,9700
195,490645.0,-4906.45,0.8149554066373269,37.650724716186524,9750
196,673155.0,-6731.549999999999,0.8141059282053648,37.78957176208496,9800
197,623912.5,-6239.125,0.8132573931141518,38.74354694366455,9850
198,717690.0,-7176.9,0.8124098003161137,38.216421852111814,9900
199,529525.0,-5295.25,0.8115631487648394,37.9976131439209,9950
200,514307.5,-5143.075,0.8107174374150801,38.121003494262695,10000
201,335220.0,-3352.2,0.8098726652227476,42.88379913330078,10050
202,618632.5,-6186.324999999999,0.8090288311449131,40.48172855377197,10100
203,586330.0,-5863.299999999999,0.808185934139806,40.150157890319825,10150
204,580572.5,-5805.725000000002,0.8073439731668127,39.375263442993166,10200
205,641702.5,-6417.024999999998,0.8065029471864751,38.04967254638672,10250
206,902710.0,-9027.1,0.8056628551604893,38.30755722045898,10300
207,633780.0,-6337.8,0.8048236960517048,39.98607509613037,10350
208,525567.5,-5255.674999999999,0.8039854688241221,38.53716987609863,10400
209,654120.0,-6541.200000000001,0.8031481724428933,40.28216369628906,10450
210,516327.5,-5163.275,0.8023118058743185,38.947526092529294,10500
211,680840.0,-6808.4000000000015,0.8014763680858467,38.49489902496338,10550
212,471277.5,-4712.775000000001,0.8006418580460727,37.0753519821167,10600
213,565900.0,-5658.999999999999,0.7998082747247374,37.970039176940915,10650
214,459217.5,-4592.175000000001,0.7989756170927254,38.18693698883057,10700
215,561195.0,-5611.95,0.7981438841220642,36.55750274658203,10750
216,644817.5,-6448.175,0.7973130747859228,36.80820499420166,10800
217,432117.5,-4321.175,0.7964831880586107,37.961741333007815,10850
218,446022.5,-4460.225,0.7956542229155762,38.646581115722654,10900
219,706637.5,-7066.374999999999,0.7948261783334054,37.78376861572266,10950
220,595260.0,-5952.600000000001,0.793999053289821,38.08889492034912,11000
221,727692.5,-7276.924999999997,0.7931728467636808,41.37293762207031,11050
222,540947.5,-5409.474999999999,0.7923475577349768,38.094549560546874,11100
223,483332.5,-4833.325000000001,0.7915231851848333,38.11654048919678,11150
224,523267.5,-5232.675000000001,0.7906997280955065,36.753134155273436,11200
225,691057.5,-6910.575000000001,0.7898771854503824,38.827383575439455,11250
226,694840.0,-6948.4000000000015,0.7890555562339765,38.993108673095705,11300
227,717892.5,-7178.924999999999,0.7882348394319314,37.48041904449463,11350
228,609857.5,-6098.575000000002,0.7874150340310162,37.95112071990967,11400
229,567365.0,-5673.65,0.7865961390191257,38.14812976837158,11450
230,523110.0,-5231.1,0.7857781533852781,37.427686500549314,11500
231,472850.0,-4728.5,0.7849610761196147,37.41044319152832,11550
232,831980.0,-8319.800000000001,0.7841449062133977,38.18219638824463,11600
233,632475.0,-6324.749999999999,0.7833296426590101,36.78326122283936,11650
234,426637.5,-4266.374999999999,0.7825152844499537,37.13849826812744,11700
235,482137.5,-4821.375000000001,0.7817018305808474,37.81821239471436,11750
236,441105.0,-4411.049999999999,0.7808892800474273,37.297588691711425,11800
237,990660.0,-9906.600000000002,0.7800776318465447,36.97960720062256,11850
238,422345.0,-4223.449999999999,0.7792668849761645,35.339638290405276,11900
239,1034930.0,-10349.299999999996,0.7784570384353645,36.728564682006834,11950
240,491025.0,-4910.25,0.7776480912243341,36.29723960876465,12000
241,558810.0,-5588.100000000001,0.776840042344373,39.94336093902588,12050
242,540922.5,-5409.225000000001,0.7760328907978898,39.3780908203125,12100
243,436665.0,-4366.650000000001,0.7752266355884011,39.25293411254883,12150
244,576900.0,-5768.999999999999,0.7744212757205299,39.0401107788086,12200
245,403420.0,-4034.2000000000003,0.7736168102000045,38.94762767791748,12250
246,539862.5,-5398.625000000001,0.772813238033658,38.86682685852051,12300
247,540922.5,-5409.225,0.7720105582294253,37.32311882019043,12350
248,520192.5,-5201.924999999999,0.771208769796344,38.92226928710937,12400
249,362010.0,-3620.0999999999995,0.7704078717445514,37.41405693054199,12450
250,401505.0,-4015.0500000000015,0.7696078630852848,38.20533981323242,12500
251,677740.0,-6777.4,0.7688087428308786,38.66013553619385,12550
252,1040585.0,-10405.850000000002,0.768010509994765,36.85560581207275,12600
253,479032.5,-4790.325,0.7672131635914707,38.19481643676758,12650
254,317340.0,-3173.4,0.7664167026366179,36.881175956726075,12700
255,596530.0,-5965.3,0.7656211261469209,39.16294975280762,12750
256,740127.5,-7401.275000000001,0.7648264331401865,37.722113876342775,12800
257,450087.5,-4500.875,0.7640326226353124,38.19794429779053,12850
258,702712.5,-7027.125000000003,0.7632396936522852,37.67484195709228,12900
259,342642.5,-3426.4250000000015,0.7624476452121803,37.55573944091797,12950
260,624307.5,-6243.074999999997,0.7616564763371599,37.26633716583252,13000
261,399380.0,-3993.7999999999997,0.7608661860504724,38.869167251586916,13050
262,663392.5,-6633.924999999998,0.7600767733764505,38.381252937316894,13100
263,635417.5,-6354.175000000001,0.7592882373405107,38.876943588256836,13150
264,655637.5,-6556.374999999998,0.7585005769691515,38.19608253479004,13200
265,446232.5,-4462.325000000001,0.7577137912899525,37.70652835845947,13250
266,549702.5,-5497.0250000000015,0.7569278793315736,37.15381622314453,13300
267,368162.5,-3681.6249999999995,0.7561428401237525,38.426822357177734,13350
268,653705.0,-6537.049999999997,0.7553586726973054,36.979972763061525,13400
269,554727.5,-5547.2750000000015,0.754575376084124,38.25870574951172,13450
270,634120.0,-6341.199999999999,0.7537929493171753,38.32883171081543,13500
271,571370.0,-5713.699999999999,0.7530113914305006,35.81838695526123,13550
272,444942.5,-4449.425,0.752230701459213,36.957203521728516,13600
273,355450.0,-3554.5,0.751450878439498,37.01579162597656,13650
274,326167.5,-3261.675,0.7506719214086109,36.40939140319824,13700
275,753890.0,-7538.899999999999,0.7498938294048763,37.55202339172363,13750
276,618740.0,-6187.4,0.7491166014676865,36.409965629577634,13800
277,488377.5,-4883.774999999999,0.748340236637501,36.29624588012695,13850
278,434747.5,-4347.475,0.7475647339558446,36.26419399261474,13900
279,575577.5,-5755.774999999999,0.7467900924653061,36.137842903137205,13950
280,314075.0,-3140.75,0.7460163112095384,37.15578220367431,14000
281,670785.0,-6707.850000000001,0.7452433892332556,38.84348133087158,14050
282,395907.5,-3959.0750000000007,0.744471325582233,36.19302947998047,14100
283,317512.5,-3175.1249999999995,0.7437001193033054,36.52728691101074,14150
284,510002.5,-5100.025000000001,0.7429297694443663,36.83138652801514,14200
285,522252.5,-5222.5250000000015,0.7421602750543664,36.94336879730225,14250
286,669120.0,-6691.199999999998,0.7413916351833126,35.61929859161377,14300
287,767065.0,-7670.65,0.7406238488822665,35.68022033691406,14350
288,744512.5,-7445.124999999999,0.7398569152033438,36.83254043579102,14400
289,606190.0,-6061.9,0.7390908331997127,36.39796058654785,14450
290,427092.5,-4270.925,0.7383256019255928,37.91817207336426,14500
291,556370.0,-5563.699999999999,0.737561220436254,35.544127464294434,14550
292,444025.0,-4440.25,0.7367976877880156,35.80046043395996,14600
293,547655.0,-5476.550000000002,0.7360350030382442,36.25229022979736,14650
294,278047.5,-2780.475000000001,0.735273165245354,36.41442733764649,14700
295,379812.5,-3798.1249999999986,0.734512173468804,35.61883358001709,14750
296,563427.5,-5634.275,0.7337520267690986,35.81302757263184,14800
297,380805.0,-3808.0500000000006,0.7329927242077845,35.832126197814944,14850
298,402480.0,-4024.7999999999997,0.7322342648474512,35.231979866027835,14900
299,701915.0,-7019.149999999999,0.7314766477517292,36.66265766143799,14950
300,473305.0,-4733.05,0.7307198719852884,35.079305725097655,15000
301,444612.5,-4446.125,0.7299639366138377,35.506188774108885,15050
302,440192.5,-4401.925000000001,0.7292088407041237,34.939115829467774,15100
303,487585.0,-4875.85,0.7284545833239288,34.893571434021,15150
304,670555.0,-6705.550000000001,0.7277011635420711,34.14233158111572,15200
305,771340.0,-7713.399999999997,0.7269485804284027,34.078533248901365,15250
306,565462.5,-5654.624999999999,0.7261968330538084,33.57884132385254,15300
307,433747.5,-4337.475,0.7254459204902051,34.86949405670166,15350
308,424345.0,-4243.449999999999,0.7246958418105398,34.04220077514648,15400
309,422672.5,-4226.724999999999,0.7239465960887898,33.2270365524292,15450
310,542975.0,-5429.750000000002,0.7231981823999599,34.08234279632568,15500
311,642140.0,-6421.4,0.7224505998200828,33.81064556121826,15550
312,402982.5,-4029.8250000000007,0.7217038474262168,33.86245716094971,15600
313,581712.5,-5817.124999999999,0.7209579242964453,33.34940528869629,15650
314,504632.5,-5046.324999999999,0.7202128295098753,34.202947006225585,15700
315,453290.0,-4532.900000000001,0.7194685621466369,33.00914947509766,15750
316,507025.0,-5070.250000000001,0.7187251212878812,32.830396270751955,15800
317,555865.0,-5558.65,0.71798250601578,33.734635734558104,15850
318,529582.5,-5295.824999999999,0.7172407154135241,32.93327438354492,15900
319,509822.5,-5098.224999999999,0.7164997485653225,33.736109237670895,15950
320,556610.0,-5566.1,0.7157596045564013,33.576341247558595,16000
321,494035.0,-4940.35,0.7150202824730025,34.14345455169678,16050
322,398780.0,-3987.8,0.7142817814023825,33.33798233032226,16100
323,534857.5,-5348.575,0.7135441004328116,32.53536037445068,16150
324,536487.5,-5364.875,0.7128072386535725,32.87607948303223,16200
325,645422.5,-6454.225000000002,0.7120711951549591,33.06525905609131,16250
326,569732.5,-5697.325000000001,0.7113359690282756,32.242664184570316,16300
327,481465.0,-4814.65,0.7106015593658354,34.122695999145506,16350
328,383555.0,-3835.5499999999997,0.7098679652609599,32.521665000915526,16400
329,655125.0,-6551.249999999998,0.7091351858079771,33.0436328125,16450
330,590757.5,-5907.574999999997,0.708403220102221,32.40818119049072,16500
331,503105.0,-5031.049999999999,0.7076720672400301,33.135671882629396,16550
332,468057.5,-4680.575000000001,0.7069417263187464,32.106461677551266,16600
333,542782.5,-5427.825,0.7062121964367146,33.0732734298706,16650
334,261550.0,-2615.5,0.7054834766932802,32.914514694213864,16700
335,327215.0,-3272.1500000000005,0.7047555661887892,31.98688404083252,16750
336,296862.5,-2968.625,0.7040284640245865,32.724602127075194,16800
337,480670.0,-4806.700000000002,0.703302169303015,32.851666870117185,16850
338,542797.5,-5427.974999999998,0.7025766811274147,32.15778881072998,16900
339,372530.0,-3725.3,0.7018519986021208,32.15474769592285,16950
340,329682.5,-3296.8249999999994,0.7011281208324635,32.573419189453126,17000
341,415435.0,-4154.349999999999,0.7004050469247664,32.28331420898437,17050
342,374072.5,-3740.725,0.6996827759863457,31.99537509918213,17100
343,511495.0,-5114.950000000003,0.6989613071255087,32.45185157775879,17150
344,536112.5,-5361.125000000001,0.6982406394515531,31.599903221130372,17200
345,435905.0,-4359.050000000002,0.6975207720747656,30.914184226989747,17250
346,628957.5,-6289.575,0.696801704106421,31.600076789855958,17300
347,499257.5,-4992.575000000001,0.6960834346587806,32.9001586151123,17350
348,483467.5,-4834.675000000001,0.6953659628450924,31.49252353668213,17400
349,569772.5,-5697.724999999999,0.6946492877795887,31.749546813964844,17450
350,455540.0,-4555.4,0.6939334085774848,31.04604293823242,17500
351,456850.0,-4568.5,0.6932183243549795,32.126188354492186,17550
352,406317.5,-4063.175,0.6925040342292527,33.010847892761234,17600
353,647660.0,-6476.6,0.6917905373184645,31.692075691223145,17650
354,607285.0,-6072.850000000001,0.6910778327417546,30.327844924926758,17700
355,389645.0,-3896.45,0.6903659196192407,31.07027084350586,17750
356,472115.0,-4721.150000000001,0.6896547970720173,30.105611000061035,17800
357,399105.0,-3991.0499999999997,0.6889444642221556,32.0448193359375,17850
358,402717.5,-4027.175,0.6882349201927013,31.296795310974122,17900
359,479832.5,-4798.325000000001,0.687526164107674,30.473105850219728,17950
360,574907.5,-5749.075000000003,0.686818195092066,32.91497993469238,18000
361,495885.0,-4958.85,0.6861110122718415,30.669029655456544,18050
362,372425.0,-3724.2499999999995,0.6854046147739351,29.837509002685547,18100
363,658525.0,-6585.249999999997,0.6846990017262511,29.533686904907228,18150
364,578190.0,-5781.9000000000015,0.6839941722576622,29.749563255310058,18200
365,379027.5,-3790.274999999999,0.6832901254980086,29.9156400680542,18250
366,626830.0,-6268.299999999999,0.6825868605780965,30.145549240112306,18300
367,571420.0,-5714.199999999999,0.6818843766296975,30.89090198516846,18350
368,554445.0,-5544.45,0.6811826727855474,30.433850860595705,18400
369,521840.0,-5218.4,0.6804817481793451,29.893385124206542,18450
370,574462.5,-5744.624999999999,0.6797816019457517,29.338121223449708,18500
371,343745.0,-3437.4500000000007,0.6790822332203886,29.28771999359131,18550
372,377907.5,-3779.0749999999994,0.6783836411398378,29.40277843475342,18600
373,673385.0,-6733.85,0.6776858248416399,29.369000091552735,18650
374,346765.0,-3467.65,0.6769887834642933,28.157741622924803,18700
375,411117.5,-4111.175,0.6762925161472526,29.511655197143554,18750
376,434482.5,-4344.825,0.6755970220309286,29.21605400085449,18800
377,693155.0,-6931.55,0.6749023002566868,28.257874603271485,18850
378,417062.5,-4170.624999999999,0.6742083499668455,29.262407722473146,18900
379,404395.0,-4043.9499999999994,0.6735151703046761,28.82138931274414,18950
380,426750.0,-4267.5,0.672822760414401,30.433543663024903,19000
381,453680.0,-4536.800000000001,0.6721311194411933,31.631262016296386,19050
382,314460.0,-3144.5999999999995,0.6714402465311751,30.553644714355467,19100
383,379430.0,-3794.2999999999997,0.6707501408314166,30.601707153320312,19150
384,281387.5,-2813.8749999999995,0.6700608014899355,29.83403533935547,19200
385,471262.5,-4712.625,0.6693722276556955,30.10704414367676,19250
386,517232.5,-5172.325,0.6686844184786054,30.639506645202637,19300
387,514847.5,-5148.4749999999985,0.6679973731095179,31.484967994689942,19350
388,247910.0,-2479.1000000000004,0.6673110907002288,30.396689262390137,19400
389,380332.5,-3803.3250000000003,0.6666255704034758,28.556381645202638,19450
390,578205.0,-5782.049999999999,0.6659408113729374,29.991017303466798,19500
391,397917.5,-3979.1750000000006,0.6652568127632319,30.887773208618164,19550
392,425190.0,-4251.900000000001,0.6645735737299167,30.464493255615235,19600
393,351362.5,-3513.625,0.6638910934294866,29.976432075500487,19650
394,452822.5,-4528.225,0.6632093710193733,28.978930244445802,19700
395,442230.0,-4422.3,0.662528405657944,30.68541118621826,19750
396,316315.0,-3163.1500000000005,0.6618481965045008,29.161243667602537,19800
397,440047.5,-4400.474999999999,0.6611687427192792,28.41209743499756,19850
398,486887.5,-4868.875,0.6604900434634471,29.286459274291992,19900
399,384750.0,-3847.500000000001,0.6598120978991042,29.461900215148926,19950
400,406065.0,-4060.6499999999996,0.6591349051892808,29.907478828430175,20000
401,225070.0,-2250.7,0.6584584644979361,30.216134719848633,20050
402,575085.0,-5750.85,0.6577827749899582,30.36764446258545,20100
403,386640.0,-3866.3999999999987,0.6571078358311624,32.447309761047364,20150
404,619202.5,-6192.025000000001,0.6564336461882905,30.620541648864744,20200
405,250707.5,-2507.075,0.6557602052290094,30.156200065612794,20250
406,292290.0,-2922.8999999999996,0.6550875121219103,30.4362345123291,20300
