episode,environment_seed,epsilon,episode_reward,episode_cost,holding_cost,stockout_cost,ordering_cost,discarding_cost,steps,states_seen
1009,352768962,0.4463183768752717,-7765.824999999998,776582.5,193282.5,54100.0,15600.0,513600.0,50,601
1010,532757610,0.4459613221737715,-8557.15,855715.0,191235.0,58500.0,16880.0,589100.0,50,601
1011,476866195,0.4456045531160325,-8947.125000000004,894712.5,192812.5,101700.0,16400.0,583800.0,50,601
1012,630236896,0.4452480694735396,-12407.149999999998,1240715.0,196155.0,192000.0,17760.0,834800.0,50,601
1013,964864377,0.4448918710179608,-11828.950000000003,1182895.0,203745.0,304400.0,16000.0,658750.0,50,602
1014,853386706,0.44453595752114644,-9490.299999999996,949030.0,192670.0,73400.0,16560.0,666400.0,50,602
1015,135563900,0.4441803287551295,-8882.249999999998,888225.0,192015.0,123900.0,17160.0,555150.0,50,602
1016,119527365,0.44382498449212543,-10498.449999999999,1049845.0,194725.0,181900.0,17120.0,656100.0,50,602
1017,37547577,0.4434699245045317,-10162.550000000001,1016255.0,194195.0,117300.0,16360.0,688400.0,50,602
1018,447869810,0.44311514856492806,-8511.249999999998,851125.0,193985.0,58500.0,16440.0,582200.0,50,602
1019,650822309,0.4427606564460761,-8504.800000000001,850480.0,192120.0,9900.0,17360.0,631100.0,50,602
1020,244725852,0.4424064479209192,-10756.475,1075647.5,196747.5,182500.0,17400.0,679000.0,50,602
1021,335545626,0.44205252276258244,-9140.65,914065.0,194775.0,108800.0,15640.0,594850.0,50,602
1022,77947343,0.44169888074437236,-9616.375000000002,961637.5,198647.5,94400.0,17440.0,651150.0,50,602
1023,415422696,0.44134552163977686,-10814.099999999999,1081410.0,195950.0,99600.0,17360.0,768500.0,50,602
1024,825172160,0.44099244522246506,-7562.0250000000015,756202.5,192322.5,51200.0,16680.0,496000.0,50,602
1025,906758391,0.44063965126628707,-9033.824999999999,903382.5,197912.5,121200.0,16720.0,567550.0,50,602
1026,151235622,0.44028713954527404,-8300.225000000002,830022.5,192032.5,149600.0,15440.0,472950.0,50,603
1027,979833356,0.4399349098336378,-9260.525,926052.5,196782.5,81600.0,16520.0,631150.0,50,603
1028,147238100,0.4395829619057709,-8554.425,855442.5,195642.5,107200.0,16400.0,536200.0,50,603
1029,574915409,0.4392312955362463,-8809.724999999999,880972.5,193302.5,116800.0,16320.0,554550.0,50,603
1030,474061810,0.4388799104998173,-7980.849999999997,798085.0,193905.0,52000.0,16480.0,535700.0,50,603
1031,699740972,0.4385288065714174,-9446.675000000003,944667.5,194407.5,64500.0,16160.0,669600.0,50,603
1032,226815306,0.4381779835261603,-10559.15,1055915.0,195645.0,191200.0,16120.0,652950.0,50,603
1033,961062747,0.43782744113933936,-8693.000000000002,869300.0,194500.0,98300.0,16600.0,559900.0,50,603
1034,604184353,0.43747717918642787,-12483.425000000001,1248342.5,200002.5,222800.0,17240.0,808300.0,50,603
1035,914987066,0.4371271974430787,-9844.675000000001,984467.5,194017.5,142300.0,16800.0,631350.0,50,603
1036,516688448,0.43677749568512425,-10937.725,1093772.5,196562.5,177200.0,16760.0,703250.0,50,603
1037,676457913,0.43642807368857617,-9237.774999999998,923777.5,196307.5,36300.0,17320.0,673850.0,50,603
1038,379134817,0.4360789312296253,-9152.25,915225.0,192125.0,58000.0,16400.0,648700.0,50,603
1039,351127273,0.4357300680846416,-7816.45,781645.0,186635.0,66600.0,14960.0,513450.0,50,603
1040,37166284,0.43538148403017385,-10924.525,1092452.5,200952.5,216400.0,17400.0,657700.0,50,603
1041,937033991,0.4350331788429497,-11153.325,1115332.5,195352.5,120900.0,17480.0,781600.0,50,603
1042,733984199,0.4346851522998753,-8659.474999999999,865947.5,191047.5,178900.0,15400.0,480600.0,50,604
1043,505120473,0.4343374041780354,-9236.675,923667.5,194617.5,117100.0,17400.0,594550.0,50,604
1044,978964298,0.43398993425469296,-9345.974999999997,934597.5,193217.5,94800.0,17880.0,628700.0,50,604
1045,479072031,0.43364274230728916,-11373.949999999993,1137395.0,196685.0,255800.0,17360.0,667550.0,50,604
1046,373655467,0.4332958281134433,-11908.850000000002,1190885.0,196415.0,211700.0,17320.0,765450.0,50,604
1047,356956981,0.43294919145095256,-11721.775,1172177.5,194897.5,231600.0,16680.0,729000.0,50,604
1048,94064940,0.43260283209779177,-9421.000000000002,942100.0,196800.0,86000.0,16800.0,642500.0,50,604
1049,876599133,0.43225674983211354,-10390.75,1039075.0,198145.0,239500.0,16680.0,584750.0,50,604
1050,852619186,0.4319109444322478,-10421.925,1042192.5,193932.5,230900.0,16560.0,600800.0,50,604
1051,99972279,0.431565415676702,-11377.725,1137772.5,199942.5,260000.0,16480.0,661350.0,50,604
1052,278931530,0.43122016334416063,-9554.0,955400.0,195100.0,119600.0,17400.0,623300.0,50,604
1053,339320068,0.4308751872134853,-7569.775000000002,756977.5,190107.5,33600.0,15720.0,517550.0,50,604
1054,990826972,0.4305304870637145,-12229.35,1222935.0,199915.0,242600.0,17920.0,762500.0,50,604
1055,587119442,0.4301860626740635,-6915.749999999999,691575.0,192785.0,31600.0,16040.0,451150.0,50,604
1056,669610982,0.4298419138239242,-7598.374999999998,759837.5,188807.5,131800.0,15280.0,423950.0,50,604
1057,724671462,0.4294980402928651,-9167.675,916767.5,184587.5,208200.0,16680.0,507300.0,50,604
1058,282421659,0.4291544418606308,-11216.85,1121685.0,196735.0,207600.0,16200.0,701150.0,50,604
1059,125970843,0.42881111830714225,-7760.625000000002,776062.5,181512.5,86200.0,16200.0,492150.0,50,607
1060,856285604,0.42846806941249654,-9790.425,979042.5,192402.5,175200.0,16240.0,595200.0,50,607
1061,991941147,0.42812529495696655,-7732.249999999998,773225.0,180725.0,38400.0,16000.0,538100.0,50,613
1062,241757095,0.42778279472100095,-7059.3,705930.0,187770.0,27200.0,15560.0,475400.0,50,613
1063,451342754,0.42744056848522416,-9703.749999999998,970375.0,188755.0,121600.0,16720.0,643300.0,50,613
1064,640284985,0.427098616030436,-8462.499999999996,846250.0,195700.0,65800.0,16600.0,568150.0,50,613
1065,846027359,0.4267569371376116,-9248.924999999997,924892.5,196982.5,106200.0,15960.0,605750.0,50,613
1066,293029779,0.4264155315879015,-10033.149999999996,1003315.0,196895.0,170800.0,17320.0,618300.0,50,613
1067,143403104,0.4260743991626312,-8178.600000000001,817860.0,186790.0,72700.0,15920.0,542450.0,50,614
1068,571648429,0.4257335396433011,-8736.225,873622.5,195712.5,117200.0,16360.0,544350.0,50,614
1069,790191126,0.4253929528115864,-9975.875000000002,997587.5,189497.5,176900.0,17040.0,614150.0,50,614
1070,411571693,0.4250526384493371,-9402.1,940210.0,193510.0,99700.0,16800.0,630200.0,50,614
1071,683322276,0.4247125963385776,-10452.025000000001,1045202.5,195962.5,159000.0,17240.0,673000.0,50,614
1072,899304875,0.42437282626150674,-8051.049999999999,805105.0,195285.0,120700.0,16920.0,472200.0,50,614
1073,854974278,0.42403332800049753,-6574.925,657492.5,172852.5,41300.0,16440.0,426900.0,50,615
1074,103129718,0.42369410133809715,-10174.8,1017480.0,197580.0,167100.0,16400.0,636400.0,50,615
1075,479763199,0.4233551460570267,-12846.500000000002,1284650.0,200490.0,336000.0,17360.0,730800.0,50,615
1076,222480658,0.42301646194018105,-7551.499999999999,755150.0,187890.0,37700.0,16760.0,512800.0,50,615
1077,644226323,0.4226780487706289,-7180.0,718000.0,192380.0,56500.0,16520.0,452600.0,50,615
1078,123569321,0.4223399063316124,-9830.125,983012.5,200962.5,256900.0,15800.0,509350.0,50,615
1079,899788771,0.4220020344065471,-9740.800000000003,974080.0,195980.0,160800.0,16600.0,600700.0,50,617
1080,616006935,0.4216644327790218,-7317.299999999998,731730.0,186820.0,33600.0,16360.0,494950.0,50,617
1081,175070778,0.4213271012327986,-10696.825000000003,1069682.5,196172.5,269100.0,16360.0,588050.0,50,618
1082,832348751,0.42099003955181236,-9653.825000000003,965382.5,190232.5,190900.0,16000.0,568250.0,50,618
1083,983689199,0.4206532475201709,-5861.424999999999,586142.5,184502.5,2400.0,15240.0,384000.0,50,618
1084,593464446,0.42031672492215477,-10104.449999999999,1010445.0,199185.0,164800.0,16360.0,630100.0,50,618
1085,397332853,0.419980471542217,-6788.724999999998,678872.5,190492.5,65600.0,15480.0,407300.0,50,619
1086,403798368,0.41964448716498326,-8937.8,893780.0,191740.0,112400.0,16240.0,573400.0,50,619
1087,421537530,0.41930877157525126,-6642.700000000001,664270.0,186830.0,42800.0,16240.0,418400.0,50,619
1088,369590429,0.418973324557991,-8058.775000000003,805877.5,190367.5,31900.0,16760.0,566850.0,50,619
1089,872405355,0.41863814589834464,-9017.85,901785.0,188545.0,87100.0,17040.0,609100.0,50,619
1090,28926504,0.41830323538162595,-11088.100000000004,1108810.0,193520.0,254900.0,16640.0,643750.0,50,619
1091,868491482,0.41796859279332066,-7870.600000000001,787060.0,190750.0,68500.0,16160.0,511650.0,50,619
1092,519047091,0.417634217919086,-7583.849999999999,758385.0,184115.0,47600.0,16120.0,510550.0,50,619
1093,436534230,0.41730011054475075,-8201.2,820120.0,188990.0,74600.0,16480.0,540050.0,50,619
1094,89176472,0.41696627045631496,-10422.525000000003,1042252.5,196752.5,239300.0,15800.0,590400.0,50,620
1095,965542783,0.4166326974399499,-7541.325000000002,754132.5,188302.5,3300.0,17680.0,544850.0,50,620
1096,31360432,0.41629939128199794,-7646.925000000001,764692.5,187782.5,92900.0,16160.0,467850.0,50,620
1097,4330083,0.41596635176897234,-11568.849999999997,1156885.0,199355.0,231500.0,16680.0,709350.0,50,620
1098,801443247,0.4156335786875572,-8736.825,873682.5,197042.5,33200.0,16840.0,626600.0,50,620
1099,273214426,0.4153010718246071,-8701.650000000003,870165.0,192815.0,121600.0,17000.0,538750.0,50,620
1100,414383413,0.41496883096714743,-9881.600000000002,988160.0,196830.0,135600.0,16680.0,639050.0,50,620
1101,468747894,0.4146368559023737,-9000.199999999997,900020.0,192100.0,174300.0,16320.0,517300.0,50,620
1102,868584532,0.4143051464176518,-7731.3,773130.0,187220.0,97100.0,15560.0,473250.0,50,620
1103,467818842,0.41397370230051767,-10644.175000000001,1064417.5,199607.5,188000.0,17760.0,659050.0,50,620
1104,549732119,0.41364252333867724,-9176.224999999999,917622.5,190522.5,146000.0,16200.0,564900.0,50,621
1105,238197855,0.41331160932000627,-8348.15,834815.0,193445.0,95400.0,16320.0,529650.0,50,621
1106,808794254,0.41298096003255025,-9376.675000000001,937667.5,196137.5,115600.0,17480.0,608450.0,50,621
1107,722877328,0.4126505752645242,-8030.075000000002,803007.5,188617.5,27000.0,16840.0,570550.0,50,621
1108,401837625,0.41232045480431256,-9225.024999999998,922502.5,194902.5,124000.0,15800.0,587800.0,50,621
1109,354369776,0.4119905984404691,-10653.75,1065375.0,195585.0,260500.0,17040.0,592250.0,50,621
1110,429681636,0.41166100596171673,-7407.974999999999,740797.5,189577.5,60800.0,15320.0,475100.0,50,621
1111,300448126,0.41133167715694735,-8629.75,862975.0,189875.0,92500.0,17000.0,563600.0,50,621
1112,64685227,0.4110026118152218,-10277.975,1027797.5,190087.5,184700.0,16560.0,636450.0,50,621
1113,741694175,0.4106738097257696,-7939.775,793977.5,187527.5,6400.0,17400.0,582650.0,50,621
1114,908952629,0.410345270677989,-9100.899999999996,910090.0,193090.0,138200.0,15400.0,563400.0,50,621
1115,689291974,0.41001699446144657,-7294.6,729460.0,189770.0,89200.0,16640.0,433850.0,50,621
1116,883085457,0.4096889808658774,-8849.099999999999,884910.0,194940.0,130200.0,16120.0,543650.0,50,621
1117,627595539,0.4093612296811847,-8112.974999999999,811297.5,183787.5,49800.0,16960.0,560750.0,50,621
1118,18765555,0.40903374069743975,-9315.400000000003,931540.0,193580.0,134800.0,16360.0,586800.0,50,621
1119,221007428,0.4087065137048818,-9430.350000000002,943035.0,195175.0,89200.0,15560.0,643100.0,50,621
1120,496858793,0.4083795484939179,-6778.099999999999,677810.0,188080.0,30000.0,16080.0,443650.0,50,621
1121,230771868,0.4080528448551227,-10331.824999999999,1033182.5,194262.5,51200.0,17320.0,770400.0,50,621
1122,468760927,0.4077264025792386,-9273.85,927385.0,195475.0,93200.0,16360.0,622350.0,50,621
1123,282660230,0.4074002214571752,-9746.925,974692.5,194222.5,159600.0,16520.0,604350.0,50,621
1124,992381179,0.40707430128000943,-7879.550000000001,787955.0,183595.0,38000.0,15960.0,550400.0,50,621
1125,10800210,0.4067486418389854,-7506.450000000001,750645.0,182865.0,46100.0,16480.0,505200.0,50,621
1126,391785376,0.4064232429255142,-7643.450000000001,764345.0,185535.0,100500.0,15560.0,462750.0,50,621
1127,553451550,0.40609810433117377,-10096.674999999997,1009667.5,197317.5,147800.0,16400.0,648150.0,50,621
1128,163083426,0.4057732258477088,-9125.65,912565.0,194115.0,128000.0,15800.0,574650.0,50,621
1129,900195865,0.40544860726703064,-15846.799999999997,1584680.0,204530.0,399000.0,17200.0,963950.0,50,621
1130,430056073,0.405124248381217,-10185.199999999999,1018520.0,196180.0,180100.0,17040.0,625200.0,50,621
1131,95191895,0.40480014898251204,-11175.150000000001,1117515.0,193365.0,209800.0,15600.0,698750.0,50,621
1132,425464941,0.40447630886332603,-8909.224999999999,890922.5,196952.5,4800.0,17320.0,671850.0,50,621
1133,136730641,0.40415272781623535,-9244.2,924420.0,192620.0,46800.0,17400.0,667600.0,50,621
1134,159871512,0.40382940563398234,-8619.250000000002,861925.0,196695.0,108000.0,16280.0,540950.0,50,621
1135,822910729,0.40350634210947517,-12208.550000000001,1220855.0,202155.0,259000.0,17600.0,742100.0,50,621
1136,836122692,0.4031835370357876,-11050.374999999996,1105037.5,194157.5,148200.0,17680.0,745000.0,50,621
1137,176608708,0.40286099020615895,-9136.725000000004,913672.5,195182.5,185100.0,16840.0,516550.0,50,621
1138,766156512,0.402538701413994,-7183.574999999999,718357.5,187687.5,50500.0,15520.0,464650.0,50,621
1139,422575090,0.4022166704528628,-10120.074999999997,1012007.5,192667.5,155100.0,16840.0,647400.0,50,621
1140,429802271,0.4018948971165005,-9090.050000000003,909005.0,197145.0,58400.0,15960.0,637500.0,50,621
1141,227329848,0.4015733811988073,-8882.724999999997,888272.5,196642.5,0.0,16280.0,675350.0,50,621
1142,64840513,0.40125212249384823,-8621.425,862142.5,190682.5,70000.0,15760.0,585700.0,50,621
1143,715603540,0.40093112079585314,-7793.55,779355.0,195955.0,125300.0,16000.0,442100.0,50,621
1144,592473444,0.40061037589921644,-11104.224999999999,1110422.5,195572.5,157900.0,17400.0,739550.0,50,621
1145,194828091,0.40028988759849704,-11716.074999999997,1171607.5,199987.5,184500.0,16720.0,770400.0,50,621
1146,228009481,0.39996965568841825,-7132.0,713200.0,194460.0,60400.0,16240.0,442100.0,50,621
1147,486588894,0.3996496799638675,-9524.200000000003,952420.0,195880.0,121800.0,16640.0,618100.0,50,621
1148,71347643,0.3993299602198964,-8797.95,879795.0,190895.0,78500.0,16400.0,594000.0,50,621
1149,821793905,0.39901049625172047,-8259.724999999999,825972.5,194882.5,98000.0,16840.0,516250.0,50,621
1150,58511151,0.3986912878547191,-9564.200000000004,956420.0,195700.0,144800.0,15720.0,600200.0,50,621
1151,280815501,0.3983723348244353,-9025.775,902577.5,195387.5,52500.0,16840.0,637850.0,50,621
1152,893743825,0.39805363695657575,-8005.175,800517.5,193327.5,96000.0,15640.0,495550.0,50,621
1153,173622912,0.39773519404701047,-7888.3499999999985,788835.0,192685.0,65100.0,15400.0,515650.0,50,621
1154,896239480,0.39741700589177287,-6218.125,621812.5,170132.5,44400.0,15080.0,392200.0,50,622
1155,868739511,0.39709907228705943,-11376.350000000004,1137635.0,198015.0,215800.0,17120.0,706700.0,50,622
1156,391723426,0.39678139302922977,-10607.950000000003,1060795.0,200155.0,189700.0,16040.0,654900.0,50,622
1157,950521873,0.39646396791480637,-9678.525000000001,967852.5,195802.5,146700.0,16000.0,609350.0,50,622
1158,495160107,0.39614679674047454,-10450.025,1045002.5,200782.5,234500.0,15520.0,594200.0,50,622
1159,739598543,0.39582987930308217,-11566.350000000002,1156635.0,202905.0,239500.0,17280.0,696950.0,50,622
1160,682458556,0.3955132153996397,-10001.425,1000142.5,201002.5,149000.0,17040.0,633100.0,50,623
1161,878370063,0.39519680482731995,-9586.875,958687.5,191717.5,137200.0,15920.0,613850.0,50,623
1162,470593981,0.39488064738345807,-9101.074999999999,910107.5,194717.5,168000.0,15640.0,531750.0,50,623
1163,229903764,0.3945647428655513,-9079.350000000004,907935.0,195545.0,70200.0,16640.0,625550.0,50,623
1164,738550270,0.3942490910712589,-10314.7,1031470.0,194840.0,118200.0,17080.0,701350.0,50,623
1165,173111083,0.3939336917984019,-9411.450000000003,941145.0,195135.0,117600.0,16360.0,612050.0,50,623
1166,57249732,0.39361854484496317,-10974.7,1097470.0,189890.0,261700.0,15880.0,630000.0,50,623
1167,489014064,0.3933036500090872,-8797.05,879705.0,193045.0,126800.0,15960.0,543900.0,50,623
1168,682414367,0.3929890070890799,-11775.8,1177580.0,196480.0,209000.0,17000.0,755100.0,50,623
1169,107790681,0.39267461588340863,-13176.35,1317635.0,197605.0,312600.0,17080.0,790350.0,50,623
1170,964924097,0.3923604761907019,-7664.825,766482.5,191302.5,37500.0,14680.0,523000.0,50,624
1171,484348682,0.3920465878097493,-9036.174999999997,903617.5,192557.5,69600.0,15760.0,625700.0,50,624
1172,367636504,0.3917329505395015,-9027.975,902797.5,195117.5,92800.0,15880.0,599000.0,50,624
1173,966343488,0.3914195641790699,-7310.800000000001,731080.0,188450.0,31200.0,16080.0,495350.0,50,624
1174,586573141,0.39110642852772665,-12509.925000000003,1250992.5,204312.5,307700.0,17280.0,721700.0,50,624
1175,622170426,0.39079354338490446,-8621.175000000001,862117.5,194917.5,94100.0,16600.0,556500.0,50,624
1176,735710218,0.3904809085501965,-7992.574999999999,799257.5,192917.5,88400.0,16440.0,501500.0,50,624
1177,129699789,0.3901685238233564,-9401.475,940147.5,194547.5,170800.0,15600.0,559200.0,50,624
1178,309602411,0.3898563890042977,-9069.55,906955.0,192455.0,117300.0,17000.0,580200.0,50,624
1179,202268470,0.38954450389309425,-9763.425000000001,976342.5,199922.5,157400.0,16920.0,602100.0,50,624
1180,899163758,0.38923286828997977,-8573.325000000003,857332.5,197732.5,53200.0,16000.0,590400.0,50,624
1181,957382173,0.38892148199534776,-9939.949999999997,993995.0,197115.0,94800.0,16280.0,685800.0,50,624
1182,40421036,0.3886103448097515,-8885.7,888570.0,191930.0,111800.0,16440.0,568400.0,50,624
1183,611245493,0.3882994565339037,-7739.150000000001,773915.0,192145.0,44000.0,16720.0,521050.0,50,624
1184,978340669,0.38798881696867654,-7333.075,733307.5,190547.5,12000.0,16360.0,514400.0,50,624
1185,983401880,0.3876784259151016,-7343.225000000001,734322.5,187902.5,0.0,16320.0,530100.0,50,624
1186,695498797,0.3873682831743695,-8029.2,802920.0,195450.0,135200.0,16120.0,456150.0,50,624
1187,446103063,0.38705838854783,-10295.500000000002,1029550.0,196310.0,129200.0,17040.0,687000.0,50,624
1188,613146802,0.3867487418369917,-10982.374999999998,1098237.5,195327.5,283100.0,16360.0,603450.0,50,624
1189,958011027,0.3864393428435221,-7822.374999999999,782237.5,188917.5,85200.0,16720.0,491400.0,50,624
1190,8870465,0.38613019136924726,-9503.349999999997,950335.0,195155.0,221600.0,16880.0,516700.0,50,624
1191,330829963,0.38582128721615183,-8083.4000000000015,808340.0,188490.0,60400.0,16600.0,542850.0,50,624
1192,71779637,0.3855126301863789,-11193.275,1119327.5,193757.5,239000.0,17720.0,668850.0,50,624
1193,899106206,0.38520422008222976,-9327.75,932775.0,196735.0,140100.0,17440.0,578500.0,50,624
1194,521595204,0.38489605670616395,-8483.549999999997,848355.0,191875.0,136700.0,16280.0,503500.0,50,624
1195,533638718,0.384588139860799,-7165.675000000001,716567.5,176767.5,21900.0,16800.0,501100.0,50,624
1196,114030901,0.38428046934891036,-6890.875000000001,689087.5,190607.5,14000.0,15680.0,468800.0,50,624
1197,284254079,0.3839730449734312,-8075.875000000001,807587.5,187947.5,46500.0,16040.0,557100.0,50,624
1198,337844793,0.38366586653745244,-10519.249999999998,1051925.0,194305.0,113700.0,18320.0,725600.0,50,624
1199,794196830,0.3833589338442225,-5791.675,579167.5,188087.5,44700.0,15480.0,330900.0,50,624
1200,934295225,0.3830522466971471,-8756.65,875665.0,196915.0,3300.0,17200.0,658250.0,50,624
1201,825902050,0.3827458048997894,-7569.150000000001,756915.0,185905.0,118400.0,16560.0,436050.0,50,624
1202,981940293,0.38243960825586953,-9739.175000000001,973917.5,193057.5,204300.0,16160.0,560400.0,50,624
1203,677670168,0.38213365656926485,-9524.724999999999,952472.5,196332.5,137200.0,16640.0,602300.0,50,624
1204,933028564,0.3818279496440094,-7873.300000000002,787330.0,191920.0,120800.0,15360.0,459250.0,50,624
1205,772012473,0.38152248728429417,-7932.4749999999985,793247.5,195647.5,19600.0,16800.0,561200.0,50,624
1206,783169486,0.3812172692944667,-9261.775,926177.5,193977.5,81200.0,16800.0,634200.0,50,624
1207,534415617,0.3809122954790311,-9158.824999999997,915882.5,193992.5,102800.0,16240.0,602850.0,50,624
1208,655841516,0.38060756564264786,-9158.05,915805.0,194525.0,181600.0,16880.0,522800.0,50,624
1209,974768808,0.3803030795901337,-6951.399999999999,695140.0,190670.0,42000.0,16720.0,445750.0,50,624
1210,148342317,0.3799988371264616,-11907.975,1190797.5,193717.5,206700.0,16680.0,773700.0,50,624
1211,766201171,0.3796948380567604,-9093.725000000002,909372.5,189332.5,182600.0,16640.0,520800.0,50,624
1212,138673083,0.379391082186315,-9947.325,994732.5,196962.5,225200.0,16520.0,556050.0,50,624
1213,362118039,0.379087569320566,-8597.05,859705.0,177455.0,116300.0,16000.0,549950.0,50,624
1214,217076832,0.37878429926510954,-7282.65,728265.0,189155.0,31600.0,16960.0,490550.0,50,624
1215,545646318,0.37848127182569746,-8197.299999999997,819730.0,197580.0,202000.0,15800.0,404350.0,50,624
1216,590307722,0.3781784868082369,-10202.0,1020200.0,195560.0,98800.0,17040.0,708800.0,50,624
1217,582579718,0.3778759440187903,-9226.800000000001,922680.0,193020.0,84000.0,17160.0,628500.0,50,624
1218,29398456,0.3775736432635753,-8661.15,866115.0,193455.0,129400.0,16960.0,526300.0,50,624
1219,72431069,0.3772715843489644,-9806.875,980687.5,194917.5,107600.0,16920.0,661250.0,50,624
1220,671156510,0.3769697670814852,-12677.199999999999,1267720.0,197560.0,335000.0,16960.0,718200.0,50,625
1221,365633189,0.37666819126782003,-9327.874999999998,932787.5,185577.5,163700.0,16160.0,567350.0,50,625
1222,740771733,0.37636685671480574,-11560.649999999998,1156065.0,197175.0,235900.0,17040.0,705950.0,50,626
1223,328145595,0.3760657632294339,-7942.799999999999,794280.0,194470.0,80800.0,16360.0,502650.0,50,626
1224,188005453,0.37576491061885037,-7095.799999999999,709580.0,187900.0,35200.0,16880.0,469600.0,50,626
1225,405774266,0.3754642986903553,-7122.950000000001,712295.0,185605.0,47200.0,16040.0,463450.0,50,626
1226,877695510,0.375163927251403,-8363.599999999999,836360.0,187310.0,113000.0,16000.0,520050.0,50,626
1227,26816697,0.3748637961096019,-12506.699999999999,1250670.0,196160.0,228700.0,16560.0,809250.0,50,626
1228,373754898,0.3745639050727142,-9996.925000000001,999692.5,194652.5,182600.0,16040.0,606400.0,50,626
1229,533635037,0.37426425394865603,-8865.95,886595.0,192495.0,119900.0,15000.0,559200.0,50,626
1230,757903382,0.3739648425454971,-8898.500000000002,889850.0,192230.0,56100.0,15920.0,625600.0,50,626
1231,524073679,0.3736656706714607,-9315.849999999997,931585.0,191085.0,229100.0,16000.0,495400.0,50,626
1232,118910901,0.37336673813492355,-9610.049999999997,961005.0,195605.0,125600.0,16800.0,623000.0,50,626
1233,722433843,0.37306804474441563,-10573.825,1057382.5,202582.5,166400.0,16400.0,672000.0,50,626
1234,923629897,0.3727695903086201,-10223.374999999998,1022337.5,196687.5,174400.0,16600.0,634650.0,50,626
1235,100719516,0.3724713746363732,-8603.449999999999,860345.0,196855.0,90000.0,16640.0,556850.0,50,626
1236,98231496,0.37217339753666406,-10122.749999999998,1012275.0,195545.0,94000.0,17480.0,705250.0,50,626
1237,686616726,0.3718756588186347,-8940.600000000002,894060.0,187990.0,95000.0,17120.0,593950.0,50,626
1238,788299917,0.3715781582915798,-7403.649999999999,740365.0,181995.0,65400.0,16120.0,476850.0,50,627
1239,926497247,0.37128089576494655,-8076.95,807695.0,191765.0,54700.0,16280.0,544950.0,50,628
1240,369142886,0.3709838710483346,-7470.824999999999,747082.5,183222.5,400.0,15760.0,547700.0,50,628
1241,716851313,0.3706870839514959,-7201.45,720145.0,191495.0,66200.0,15600.0,446850.0,50,628
1242,929038038,0.3703905342843347,-8012.374999999999,801237.5,184667.5,97000.0,16320.0,503250.0,50,628
1243,426074061,0.3700942218569072,-14089.299999999997,1408930.0,204020.0,380700.0,17160.0,807050.0,50,629
1244,244636803,0.36979814647942166,-7369.4,736940.0,188130.0,29500.0,16960.0,502350.0,50,629
1245,180799237,0.3695023079622381,-14068.824999999995,1406882.5,206012.5,423000.0,16120.0,761750.0,50,629
1246,703447964,0.3692067061158683,-9623.350000000002,962335.0,194215.0,131700.0,16120.0,620300.0,50,629
1247,877008769,0.3689113407509756,-10895.425,1089542.5,193922.5,236800.0,16520.0,642300.0,50,629
1248,135170617,0.3686162116783748,-7856.000000000001,785600.0,186520.0,15500.0,16080.0,567500.0,50,629
1249,197650527,0.3683213187090321,-10320.675,1032067.5,189127.5,193600.0,17040.0,632300.0,50,629
1250,154075850,0.3680266616540649,-6378.600000000001,637860.0,173600.0,6400.0,15960.0,441900.0,50,629
1251,580844063,0.3677322403247416,-8651.699999999999,865170.0,190450.0,136800.0,16120.0,521800.0,50,629
1252,987653045,0.3674380545324818,-9782.650000000003,978265.0,194595.0,145700.0,16720.0,621250.0,50,629
1253,824585083,0.3671441040888558,-9916.199999999999,991620.0,197350.0,28800.0,16520.0,748950.0,50,629
1254,921847224,0.3668503888055847,-7764.175,776417.5,190847.5,56800.0,16120.0,512650.0,50,629
1255,110478405,0.3665569084945402,-11274.024999999998,1127402.5,199142.5,192500.0,17960.0,717800.0,50,629
1256,483847108,0.36626366296774454,-10541.725,1054172.5,189052.5,166200.0,17120.0,681800.0,50,629
1257,479127372,0.36597065203737034,-11643.474999999999,1164347.5,201187.5,170000.0,16160.0,777000.0,50,629
1258,929198339,0.36567787551574044,-7463.0250000000015,746302.5,188572.5,0.0,16280.0,541450.0,50,629
1259,507138915,0.36538533321532785,-5647.974999999999,564797.5,181947.5,0.0,15200.0,367650.0,50,629
1260,851290335,0.36509302494875556,-7115.550000000001,711555.0,193685.0,101200.0,15320.0,401350.0,50,630
1261,101581498,0.3648009505287966,-8208.225,820822.5,185162.5,12800.0,17360.0,605500.0,50,630
1262,973425206,0.36450910976837353,-9826.525,982652.5,192362.5,93200.0,16440.0,680650.0,50,630
1263,498565353,0.36421750248055884,-9554.175,955417.5,193997.5,53100.0,17120.0,691200.0,50,630
1264,103334424,0.36392612847857436,-9332.775,933277.5,183137.5,229800.0,16440.0,503900.0,50,631
1265,723548146,0.3636349875757915,-8790.299999999997,879030.0,194930.0,71500.0,16000.0,596600.0,50,631
1266,325011965,0.36334407958573084,-8905.274999999998,890527.5,190517.5,110200.0,16160.0,573650.0,50,631
1267,445838655,0.36305340432206223,-11149.3,1114930.0,191190.0,226200.0,16240.0,681300.0,50,631
1268,799809494,0.36276296159860455,-10384.374999999998,1038437.5,195517.5,292100.0,15720.0,535100.0,50,631
1269,876164866,0.36247275122932565,-6972.200000000001,697220.0,190630.0,0.0,17040.0,489550.0,50,631
1270,580806433,0.3621827730283422,-9421.549999999997,942155.0,195975.0,88000.0,17880.0,640300.0,50,631
