episode,environment_seed,epsilon,episode_reward,episode_cost,holding_cost,stockout_cost,ordering_cost,discarding_cost,steps,states_seen
61,539933956,0.9531154773187099,-9849.050000000001,984905.0,195235.0,188700.0,16920.0,584050.0,50,253
62,746831431,0.9523529849368549,-9502.75,950275.0,197075.0,175600.0,17000.0,560600.0,50,254
63,404494743,0.9515911025489054,-10818.975000000002,1081897.5,199137.5,110000.0,17560.0,755200.0,50,254
64,936776561,0.9508298296668662,-11734.725,1173472.5,200622.5,158000.0,17400.0,797450.0,50,256
65,41182595,0.9500691658031327,-7817.05,781705.0,187975.0,16500.0,17680.0,559550.0,50,258
66,413418456,0.9493091104704902,-9268.775,926877.5,195537.5,98200.0,17040.0,616100.0,50,260
67,445098591,0.9485496631821138,-12593.800000000001,1259380.0,202480.0,217200.0,18600.0,821100.0,50,260
68,938601660,0.9477908234515681,-8246.1,824610.0,188910.0,104700.0,16400.0,514600.0,50,261
69,75181090,0.9470325907928068,-8165.324999999998,816532.5,189952.5,70900.0,17680.0,538000.0,50,263
70,890012027,0.9462749647201725,-7778.524999999999,777852.5,189592.5,31200.0,16160.0,540900.0,50,264
71,265009018,0.9455179447483963,-8497.975000000002,849797.5,188577.5,25100.0,16520.0,619600.0,50,267
72,795641826,0.9447615303925976,-7652.700000000003,765270.0,175920.0,68400.0,15800.0,505150.0,50,273
73,732870010,0.9440057211682835,-9507.125,950712.5,196092.5,130400.0,16920.0,607300.0,50,273
74,677200104,0.9432505165913488,-9256.400000000001,925640.0,197690.0,117500.0,17400.0,593050.0,50,273
75,669095884,0.9424959161780757,-8213.4,821340.0,187130.0,60100.0,16960.0,557150.0,50,275
76,565891963,0.9417419194451332,-9811.224999999999,981122.5,197952.5,164500.0,16520.0,602150.0,50,275
77,815119608,0.940988525909577,-8411.2,841120.0,190630.0,87600.0,16640.0,546250.0,50,276
78,572400734,0.9402357350888494,-9417.575,941757.5,194987.5,3100.0,17920.0,725750.0,50,277
79,992843472,0.9394835465007783,-8594.075,859407.5,192937.5,50500.0,16320.0,599650.0,50,277
80,435750439,0.9387319596635776,-10554.574999999997,1055457.5,185247.5,282900.0,17160.0,570150.0,50,284
81,856032425,0.9379809740958467,-9560.924999999997,956092.5,191582.5,128800.0,16360.0,619350.0,50,286
82,458353389,0.93723058931657,-8444.749999999998,844475.0,192165.0,25200.0,16360.0,610750.0,50,287
83,386593350,0.9364808048451168,-7626.1,762610.0,194390.0,1200.0,16920.0,550100.0,50,287
84,470524193,0.9357316202012407,-7543.7249999999985,754372.5,187132.5,58000.0,15840.0,493400.0,50,288
85,529845381,0.9349830349050796,-10463.949999999999,1046395.0,199235.0,163800.0,17360.0,666000.0,50,288
86,833279494,0.9342350484771555,-8499.400000000003,849940.0,196370.0,23000.0,17320.0,613250.0,50,289
87,865333717,0.9334876604383738,-9613.625000000002,961362.5,193912.5,64800.0,17000.0,685650.0,50,289
88,396929717,0.9327408703100231,-8880.725,888072.5,198202.5,30400.0,17320.0,642150.0,50,289
89,642135258,0.931994677613775,-8191.674999999998,819167.5,184367.5,194300.0,16400.0,424100.0,50,304
90,164242731,0.931249081871684,-10926.099999999999,1092610.0,194890.0,120700.0,16920.0,760100.0,50,305
91,122364137,0.9305040826061867,-10596.8,1059680.0,195900.0,99200.0,17480.0,747100.0,50,305
92,121747040,0.9297596793401017,-10350.025000000003,1035002.5,198222.5,143200.0,16280.0,677300.0,50,305
93,36445456,0.9290158715966296,-10638.925000000001,1063892.5,201172.5,118800.0,16720.0,727200.0,50,306
94,97333940,0.9282726588993523,-11832.574999999995,1183257.5,202767.5,262700.0,17240.0,700550.0,50,307
95,807854193,0.9275300407722328,-7542.524999999998,754252.5,190412.5,23500.0,17440.0,522900.0,50,309
96,208491659,0.926788016739615,-10872.425000000001,1087242.5,198942.5,193000.0,16800.0,678500.0,50,309
97,976772995,0.9260465863262233,-10006.775000000001,1000677.5,188077.5,105700.0,16600.0,690300.0,50,309
98,744746590,0.9253057490571622,-7496.275000000002,749627.5,187317.5,39000.0,15560.0,507750.0,50,310
99,483477990,0.9245655044579165,-11220.850000000004,1122085.0,201435.0,214600.0,17400.0,688650.0,50,313
100,740114297,0.9238258520543502,-7184.850000000001,718485.0,190855.0,24400.0,16480.0,486750.0,50,315
101,510810717,0.9230867913727067,-11858.075,1185807.5,196037.5,180400.0,18320.0,791050.0,50,315
102,271165371,0.9223483219396085,-12237.7,1223770.0,200700.0,161900.0,17920.0,843250.0,50,315
103,946248597,0.9216104432820568,-13589.399999999998,1358940.0,197730.0,355500.0,16760.0,788950.0,50,320
104,392807168,0.920873154927431,-9204.55,920455.0,189445.0,160400.0,15160.0,555450.0,50,322
105,667719475,0.9201364564034891,-8627.525,862752.5,190792.5,48500.0,16960.0,606500.0,50,324
106,616317351,0.9194003472383663,-11557.200000000003,1155720.0,197090.0,274500.0,17080.0,667050.0,50,324
107,472750804,0.9186648269605756,-7967.95,796795.0,188915.0,35700.0,16680.0,555500.0,50,324
108,650655470,0.9179298950990071,-8144.075,814407.5,189337.5,105200.0,16320.0,503550.0,50,324
109,116859411,0.917195551182928,-8138.849999999999,813885.0,187285.0,55200.0,17000.0,554400.0,50,325
110,67014192,0.9164617947419816,-8607.975,860797.5,194587.5,34800.0,16960.0,614450.0,50,325
111,535178916,0.915728625306188,-8398.349999999999,839835.0,194425.0,73200.0,17360.0,554850.0,50,325
112,242503548,0.914996042405943,-12133.474999999999,1213347.5,198827.5,159600.0,17120.0,837800.0,50,325
113,572142328,0.9142640455720182,-8926.675,892667.5,192687.5,26800.0,16680.0,656500.0,50,326
114,273184854,0.9135326343355606,-9565.9,956590.0,194990.0,173600.0,15800.0,572200.0,50,326
115,340957450,0.9128018082280922,-8925.0,892500.0,192310.0,65600.0,16240.0,618350.0,50,326
116,100591834,0.9120715667815097,-6546.675,654667.5,192587.5,0.0,16480.0,445600.0,50,328
117,271322435,0.9113419095280845,-7880.949999999999,788095.0,178595.0,133000.0,16000.0,460500.0,50,332
118,374831677,0.910612836000462,-7679.475000000001,767947.5,193087.5,6800.0,16960.0,551100.0,50,332
119,116875848,0.9098843457316615,-9258.324999999999,925832.5,194752.5,9600.0,16880.0,704600.0,50,332
120,313588541,0.9091564382550762,-8101.775,810177.5,193237.5,59200.0,16440.0,541300.0,50,332
121,58686502,0.9084291131044722,-7817.424999999999,781742.5,191052.5,46000.0,16840.0,527850.0,50,333
122,218722370,0.9077023698139886,-7336.950000000003,733695.0,183255.0,49400.0,16840.0,484200.0,50,334
123,462799860,0.9069762079181374,-7209.725000000003,720972.5,184272.5,102200.0,16400.0,418100.0,50,334
124,978620855,0.9062506269518028,-9455.075,945507.5,190217.5,171700.0,17040.0,566550.0,50,334
125,984338519,0.9055256264502414,-10098.049999999997,1009805.0,196315.0,90000.0,17640.0,705850.0,50,334
126,153994222,0.9048012059490812,-9256.175,925617.5,193657.5,42600.0,16760.0,672600.0,50,334
127,315486665,0.9040773649843219,-7701.375,770137.5,185857.5,36800.0,16280.0,531200.0,50,334
128,797448217,0.9033541030923344,-8932.975000000002,893297.5,192157.5,141500.0,16240.0,543400.0,50,334
129,985599220,0.9026314198098605,-10225.550000000001,1022555.0,197715.0,78000.0,17640.0,729200.0,50,334
130,125470934,0.9019093146740126,-11205.249999999998,1120525.0,199105.0,188400.0,16920.0,716100.0,50,334
131,597033509,0.9011877872222733,-7799.2,779920.0,196350.0,112400.0,16320.0,454850.0,50,335
132,941288751,0.9004668369924955,-5657.174999999999,565717.5,176277.5,8400.0,15640.0,365400.0,50,335
133,859159685,0.8997464635229016,-7359.324999999999,735932.5,189292.5,28000.0,16240.0,502400.0,50,336
134,553271581,0.8990266663520832,-7606.724999999999,760672.5,192422.5,32000.0,17400.0,518850.0,50,336
135,939900331,0.8983074450190015,-8094.4000000000015,809440.0,191070.0,138800.0,16720.0,462850.0,50,336
136,35727413,0.8975887990629863,-7143.050000000001,714305.0,189265.0,40500.0,15640.0,468900.0,50,337
137,535947486,0.8968707280237359,-9839.225000000002,983922.5,194812.5,147700.0,16160.0,625250.0,50,338
138,226835476,0.8961532314413169,-11070.075,1107007.5,200677.5,118400.0,17280.0,770650.0,50,338
139,811823249,0.8954363088561638,-10553.024999999998,1055302.5,196442.5,202000.0,16960.0,639900.0,50,338
140,425010705,0.8947199598090788,-9298.150000000001,929815.0,200015.0,46400.0,17200.0,666200.0,50,338
141,324699146,0.8940041838412315,-10675.8,1067580.0,198840.0,147100.0,17640.0,704000.0,50,338
142,66820352,0.8932889804941585,-8042.249999999999,804225.0,188295.0,36500.0,17480.0,561950.0,50,339
143,564148898,0.8925743493097632,-9375.350000000002,937535.0,196175.0,98000.0,16760.0,626600.0,50,339
144,853256550,0.8918602898303154,-8744.724999999999,874472.5,194932.5,20400.0,16840.0,642300.0,50,340
145,611246339,0.8911468015984512,-9369.725,936972.5,190322.5,75700.0,16800.0,654150.0,50,342
146,13813311,0.8904338841571724,-11366.825,1136682.5,199462.5,199600.0,17320.0,720300.0,50,342
147,809182357,0.8897215370498467,-7925.425000000002,792542.5,194572.5,105900.0,15120.0,476950.0,50,344
148,424880615,0.8890097598202068,-7261.950000000002,726195.0,179645.0,9000.0,16000.0,521550.0,50,349
149,888235162,0.8882985520123506,-11935.85,1193585.0,200385.0,235000.0,17200.0,741000.0,50,352
150,975105791,0.8875879131707407,-6871.0250000000015,687102.5,186712.5,49900.0,16240.0,434250.0,50,352
151,961259562,0.8868778428402041,-9541.449999999997,954145.0,195465.0,85200.0,16880.0,656600.0,50,352
152,866663312,0.886168340565932,-8487.05,848705.0,193815.0,64500.0,17040.0,573350.0,50,352
153,518711525,0.8854594058934792,-10305.3,1030530.0,195640.0,184300.0,17440.0,633150.0,50,352
154,132114236,0.8847510383687643,-10536.674999999997,1053667.5,196757.5,117200.0,17360.0,722350.0,50,352
155,821221238,0.8840432375380693,-11110.675000000001,1111067.5,198147.5,175600.0,16920.0,720400.0,50,352
156,272619631,0.8833360029480388,-8961.7,896170.0,189130.0,8400.0,17240.0,681400.0,50,352
157,286721658,0.8826293341456803,-8672.549999999997,867255.0,194635.0,81600.0,15520.0,575500.0,50,353
158,670772748,0.8819232306783638,-7434.200000000001,743420.0,192220.0,15000.0,16200.0,520000.0,50,353
159,543265333,0.8812176920938211,-11335.300000000001,1133530.0,198130.0,325200.0,16800.0,593400.0,50,356
160,278988574,0.880512717940146,-9889.1,988910.0,185710.0,182000.0,16600.0,604600.0,50,356
161,827240137,0.8798083077657938,-8552.650000000001,855265.0,193405.0,61400.0,16360.0,584100.0,50,356
162,136571532,0.8791044611195811,-9184.699999999999,918470.0,197870.0,102200.0,17400.0,601000.0,50,358
163,218645758,0.8784011775506854,-7812.975,781297.5,182927.5,126000.0,15720.0,456650.0,50,360
164,529182022,0.8776984566086448,-8520.050000000001,852005.0,187415.0,159500.0,16640.0,488450.0,50,362
165,596721901,0.8769962978433579,-8002.000000000001,800200.0,194950.0,150200.0,16800.0,438250.0,50,363
166,368759595,0.8762947008050832,-7561.500000000001,756150.0,190670.0,8100.0,15880.0,541500.0,50,363
167,456186874,0.8755936650444391,-8135.700000000002,813570.0,191250.0,67300.0,16320.0,538700.0,50,363
168,401686342,0.8748931901124035,-6389.325,638932.5,187322.5,65600.0,15560.0,370450.0,50,367
169,742274128,0.8741932755603136,-7911.775000000002,791177.5,193487.5,44100.0,16040.0,537550.0,50,367
170,293820945,0.8734939209398653,-9219.374999999998,921937.5,196787.5,91200.0,16200.0,617750.0,50,367
171,343479954,0.8727951258031135,-10482.15,1048215.0,185235.0,200200.0,17080.0,645700.0,50,370
172,244761696,0.872096889702471,-9259.175000000001,925917.5,193487.5,163600.0,16680.0,552150.0,50,370
173,134555173,0.871399212190709,-9780.600000000002,978060.0,191890.0,114700.0,16320.0,655150.0,50,371
174,958451094,0.8707020928209565,-8966.324999999999,896632.5,197462.5,77400.0,16120.0,605650.0,50,371
175,687932044,0.8700055311466997,-7857.375000000002,785737.5,182627.5,135200.0,15560.0,452350.0,50,372
176,485975408,0.8693095267217823,-8444.925,844492.5,193002.5,73000.0,16440.0,562050.0,50,372
177,778635423,0.8686140791004049,-10197.3,1019730.0,189230.0,125000.0,17000.0,688500.0,50,374
178,740379267,0.8679191878371245,-13787.25,1378725.0,201795.0,391400.0,17080.0,768450.0,50,375
179,453398715,0.8672248524868548,-12554.749999999996,1255475.0,200085.0,304000.0,16440.0,734950.0,50,376
180,720628986,0.8665310726048653,-9655.599999999999,965560.0,190940.0,106800.0,16920.0,650900.0,50,376
181,404921694,0.8658378477467814,-11082.049999999996,1108205.0,197965.0,196600.0,17040.0,696600.0,50,376
182,665935310,0.865145177468584,-7584.975000000002,758497.5,190107.5,70700.0,17040.0,480650.0,50,376
183,720869314,0.8644530613266092,-8320.949999999997,832095.0,188995.0,92400.0,16800.0,533900.0,50,376
184,334614499,0.8637614988775478,-9049.25,904925.0,194935.0,127300.0,16840.0,565850.0,50,377
185,933551072,0.8630704896784458,-8586.8,858680.0,187900.0,141900.0,16680.0,512200.0,50,378
186,261909467,0.862380033286703,-9235.025000000001,923502.5,194082.5,150200.0,16120.0,563100.0,50,378
187,559456652,0.8616901292600736,-9567.075,956707.5,192137.5,82400.0,17320.0,664850.0,50,378
188,344752122,0.8610007771566656,-6417.15,641715.0,184425.0,65600.0,15840.0,375850.0,50,378
189,337257317,0.8603119765349402,-7060.950000000001,706095.0,190555.0,12400.0,16440.0,486700.0,50,380
190,850831130,0.8596237269537123,-8023.175,802317.5,191847.5,108000.0,15720.0,486750.0,50,380
191,256091636,0.8589360279721493,-8171.4,817140.0,195130.0,129200.0,15960.0,476850.0,50,380
192,328967970,0.8582488791497715,-8386.600000000002,838660.0,190560.0,47900.0,16400.0,583800.0,50,382
193,65976150,0.8575622800464517,-8960.400000000001,896040.0,197940.0,90000.0,17000.0,591100.0,50,382
194,701831923,0.8568762302224145,-11040.474999999999,1104047.5,197967.5,305900.0,16280.0,583900.0,50,392
195,720496252,0.8561907292382366,-10060.324999999999,1006032.5,190242.5,148800.0,16840.0,650150.0,50,392
196,873319286,0.855505776654846,-11014.625,1101462.5,198512.5,208200.0,17600.0,677150.0,50,392
197,843023069,0.854821372033522,-10221.849999999999,1022185.0,198765.0,69000.0,17320.0,737100.0,50,392
198,768046686,0.8541375149358952,-8888.249999999998,888825.0,197205.0,19900.0,16320.0,655400.0,50,393
199,456474618,0.8534542049239464,-10430.350000000002,1043035.0,191945.0,185600.0,16640.0,648850.0,50,393
200,594324039,0.8527714415600073,-8960.375,896037.5,192187.5,102000.0,16800.0,585050.0,50,393
201,611302887,0.8520892244067593,-7922.249999999998,792225.0,191755.0,41200.0,16320.0,542950.0,50,393
202,736755337,0.8514075530272338,-10040.475,1004047.5,191277.5,176300.0,16520.0,619950.0,50,395
203,29766979,0.850726426984812,-11263.924999999997,1126392.5,190642.5,156400.0,17000.0,762350.0,50,395
204,397530930,0.8500458458432242,-6628.699999999999,662870.0,186100.0,16400.0,17120.0,443250.0,50,395
205,898339477,0.8493658091665496,-11392.850000000004,1139285.0,196795.0,135200.0,17640.0,789650.0,50,395
206,260592495,0.8486863165192163,-7756.575,775657.5,184517.5,32800.0,17040.0,541300.0,50,397
207,331357297,0.8480073674660009,-8883.15,888315.0,193385.0,105700.0,16680.0,572550.0,50,397
208,645051141,0.8473289615720281,-9316.925000000001,931692.5,198992.5,41600.0,16800.0,674300.0,50,397
209,828142683,0.8466510984027704,-10720.800000000003,1072080.0,198830.0,272600.0,16800.0,583850.0,50,398
210,927843536,0.8459737775240482,-6048.375,604837.5,184517.5,28800.0,16120.0,375400.0,50,400
211,215007668,0.845296998502029,-13585.050000000001,1358505.0,203745.0,309000.0,17360.0,828400.0,50,401
212,397293471,0.8446207609032274,-10016.675,1001667.5,200667.5,69400.0,17600.0,714000.0,50,401
213,973002976,0.8439450642945048,-9866.275000000003,986627.5,189937.5,107900.0,17840.0,670950.0,50,401
214,39212222,0.8432699082430691,-9277.924999999997,927792.5,189942.5,134500.0,17400.0,585950.0,50,402
215,214907926,0.8425952923164747,-8404.85,840485.0,192875.0,56800.0,15960.0,574850.0,50,403
216,299434635,0.8419212160826215,-6566.725,656672.5,185172.5,3300.0,16400.0,451800.0,50,403
217,888184776,0.8412476791097554,-9377.649999999998,937765.0,194115.0,118600.0,16600.0,608450.0,50,403
218,349494651,0.8405746809664676,-6873.950000000003,687395.0,189825.0,32000.0,15720.0,449850.0,50,404
219,219577240,0.8399022212216944,-11304.525,1130452.5,201042.5,169600.0,17160.0,742650.0,50,405
220,714244178,0.839230299444717,-11150.725,1115072.5,195792.5,154000.0,18080.0,747200.0,50,406
221,933196767,0.8385589152051612,-10116.425000000003,1011642.5,199252.5,196300.0,15640.0,600450.0,50,407
222,841839412,0.8378880680729971,-9425.175000000001,942517.5,198157.5,81500.0,16760.0,646100.0,50,407
223,754374947,0.8372177576185387,-10082.699999999997,1008270.0,193650.0,131400.0,16920.0,666300.0,50,407
224,254117693,0.8365479834124439,-10713.675000000003,1071367.5,199727.5,266900.0,15440.0,589300.0,50,407
225,95714325,0.8358787450257139,-9358.974999999999,935897.5,196847.5,154500.0,15800.0,568750.0,50,407
226,552944308,0.8352100420296933,-7974.35,797435.0,194075.0,92000.0,17160.0,494200.0,50,407
227,558677021,0.8345418739960695,-7900.900000000002,790090.0,186720.0,60000.0,16920.0,526450.0,50,407
228,480550694,0.8338742404968726,-7298.049999999999,729805.0,190415.0,64000.0,15440.0,459950.0,50,407
229,723508875,0.8332071411044751,-10419.65,1041965.0,188535.0,267200.0,16080.0,570150.0,50,409
230,611261583,0.8325405753915915,-8980.5,898050.0,195790.0,82800.0,17560.0,601900.0,50,409
231,695418905,0.8318745429312783,-10069.075,1006907.5,198197.5,107900.0,17360.0,683450.0,50,409
232,868636544,0.8312090432969332,-10403.099999999999,1040310.0,192380.0,176900.0,16680.0,654350.0,50,409
233,391513540,0.8305440760622956,-9399.174999999997,939917.5,197587.5,95600.0,16480.0,630250.0,50,409
234,333011490,0.8298796408014458,-8771.474999999999,877147.5,185637.5,33500.0,17160.0,640850.0,50,409
235,467273491,0.8292157370888047,-10831.925,1083192.5,201932.5,258400.0,15760.0,607100.0,50,409
236,401197306,0.8285523644991336,-6733.924999999999,673392.5,183342.5,38400.0,16200.0,435450.0,50,410
237,804746515,0.8278895226075342,-9479.874999999998,947987.5,196677.5,144600.0,17560.0,589150.0,50,410
238,818545069,0.8272272109894482,-8738.975,873897.5,195067.5,1500.0,16480.0,660850.0,50,410
239,861689742,0.8265654292206566,-10008.2,1000820.0,191990.0,196800.0,16280.0,595750.0,50,411
240,856052444,0.82590417687728,-13236.275000000005,1323627.5,197907.5,288300.0,17920.0,819500.0,50,412
241,416954801,0.8252434535357782,-8730.15,873015.0,194935.0,72000.0,16680.0,589400.0,50,413
242,942623989,0.8245832587729496,-8407.425,840742.5,189602.5,33900.0,17240.0,600000.0,50,414
243,561445345,0.8239235921659313,-10817.799999999997,1081780.0,198290.0,141000.0,17640.0,724850.0,50,414
244,183056781,0.8232644532921984,-10212.85,1021285.0,186275.0,180000.0,16360.0,638650.0,50,416
245,759581471,0.8226058417295646,-8759.324999999997,875932.5,192612.5,91600.0,15120.0,576600.0,50,416
246,528422756,0.821947757056181,-9215.650000000003,921565.0,197175.0,94800.0,15640.0,613950.0,50,416
247,536296805,0.821290198850536,-9824.25,982425.0,191355.0,103600.0,16520.0,670950.0,50,416
248,924155276,0.8206331666914556,-12242.349999999997,1224235.0,199755.0,170100.0,17280.0,837100.0,50,417
249,373495932,0.8199766601581024,-7357.199999999996,735720.0,184060.0,138500.0,15360.0,397800.0,50,417
250,673957181,0.819320678829976,-7655.325000000002,765532.5,188002.5,10500.0,17280.0,549750.0,50,417
251,376531522,0.818665222286912,-9873.100000000002,987310.0,198890.0,162100.0,17920.0,608400.0,50,417
252,728308872,0.8180102901090824,-8446.599999999999,844660.0,189750.0,0.0,16560.0,638350.0,50,417
253,622142243,0.8173558818769951,-8997.099999999999,899710.0,188660.0,13600.0,17200.0,680250.0,50,417
254,704839374,0.8167019971714935,-7249.549999999999,724955.0,180835.0,145400.0,16520.0,382200.0,50,418
255,395639331,0.8160486355737563,-7880.800000000001,788080.0,187320.0,97700.0,16360.0,486700.0,50,420
256,739948373,0.8153957966652973,-9384.55,938455.0,192865.0,90900.0,17040.0,637650.0,50,420
257,6264439,0.814743480027965,-7319.624999999997,731962.5,188022.5,28000.0,16240.0,499700.0,50,420
258,105390773,0.8140916852439426,-10855.525,1085552.5,195902.5,149200.0,17600.0,722850.0,50,420
259,941275153,0.8134404118957475,-7830.049999999999,783005.0,183365.0,64400.0,16640.0,518600.0,50,421
260,162618882,0.8127896595662308,-7728.950000000001,772895.0,192655.0,24600.0,16240.0,539400.0,50,422
261,49687656,0.8121394278385778,-8673.075000000004,867307.5,191917.5,0.0,17240.0,658150.0,50,422
262,534678916,0.811489716296307,-11302.449999999997,1130245.0,199205.0,146000.0,17040.0,768000.0,50,422
263,876416124,0.8108405245232699,-11926.175,1192617.5,192597.5,297300.0,16520.0,686200.0,50,424
264,842029539,0.8101918521036513,-8388.399999999998,838840.0,197150.0,74000.0,16640.0,551050.0,50,424
265,558541341,0.8095436986219684,-11454.799999999997,1145480.0,194470.0,283600.0,16160.0,651250.0,50,424
