episode,worker,episode_cost,loss
420,3,515680.0,3657031.0
421,0,565750.0,4004753.5
422,1,504532.5,3408754.25
423,2,447145.0,2942755.5
424,3,525555.0,3737510.0
425,0,689910.0,7157603.0
426,1,577240.0,4207391.5
427,2,720125.0,6722978.5
428,3,592890.0,5259735.5
429,0,555847.5,5339662.5
430,1,670890.0,6743886.5
431,2,648260.0,5817308.5
432,3,912185.0,11167028.0
433,0,579437.5,5155619.0
434,1,820165.0,10690850.0
435,2,473295.0,3154272.25
436,3,771117.5,9191517.0
437,0,462962.5,3175073.5
438,1,719480.0,6976590.5
439,2,886282.5,10746237.0
440,3,669392.5,7454764.5
441,0,503015.0,3895486.25
442,1,825777.5,9445779.0
443,2,832047.5,9390252.0
444,3,668067.5,6821876.0
445,0,585845.0,4564684.5
446,1,522127.5,4443146.5
447,2,713392.5,7254768.5
448,3,587152.5,4490524.5
449,0,812682.5,9305894.0
450,1,470895.0,3235444.5
451,2,615035.0,5338724.5
452,3,631835.0,6464576.5
453,0,612892.5,6418944.0
454,1,647480.0,5825176.0
455,2,885792.5,10066669.0
456,3,491980.0,3366746.5
457,0,655880.0,5526472.0
458,1,707555.0,7184041.5
459,2,1051010.0,17707460.0
460,3,559102.5,5032884.0
461,0,681295.0,7732551.5
462,1,474220.0,3455039.75
463,2,547297.5,4376949.0
464,3,663585.0,5557163.5
465,0,758937.5,8203804.5
466,1,749722.5,9022023.0
467,2,615075.0,5398079.5
468,3,585800.0,4406136.0
469,0,556455.0,4720979.5
470,1,617705.0,5379107.5
471,2,715652.5,7674392.5
472,3,610905.0,5524373.5
473,0,753025.0,7166922.0
474,1,889960.0,11395177.0
475,2,702145.0,7872969.5
476,3,851725.0,11100957.0
477,0,700507.5,6648603.0
478,1,699397.5,7191084.5
479,2,632937.5,4965689.0
480,3,735695.0,7264595.5
481,0,704497.5,7309299.5
482,1,770877.5,8160887.5
483,2,455710.0,3149471.75
484,3,619407.5,6188887.5
485,0,724422.5,7293763.5
486,1,646710.0,6654080.5
487,2,561767.5,5342871.0
488,3,717417.5,7282996.5
489,0,621135.0,5354590.0
490,1,609852.5,4608679.5
491,2,777605.0,9376168.0
492,3,656517.5,6484241.5
493,0,510677.5,3616288.25
494,1,717572.5,6851064.0
495,2,817452.5,10438005.0
496,3,777290.0,9650471.0
497,0,658342.5,5583290.5
498,1,543440.0,4528106.5
499,2,644475.0,5446323.0
500,3,622627.5,6100430.0
501,0,729612.5,8568450.0
502,1,540852.5,4512883.5
503,2,625677.5,5124161.0
504,3,782572.5,9703744.0
505,0,669347.5,7143152.5
506,1,814582.5,11140074.0
507,2,647617.5,5832519.5
508,3,751522.5,7597258.0
509,0,763562.5,8631347.0
510,1,760037.5,8720394.0
511,2,754750.0,7648430.5
512,3,618310.0,4817298.0
513,0,599647.5,4951923.0
514,1,697777.5,7095002.5
515,2,591055.0,4757579.5
516,3,642212.5,6100757.0
517,0,776990.0,8734355.0
518,1,638197.5,6130896.0
519,2,605972.5,3874138.75
520,3,624770.0,4794357.5
521,0,569787.5,4852043.0
522,1,532207.5,4186301.75
523,2,717650.0,7830907.0
524,3,524627.5,3990602.75
525,0,602447.5,5336043.0
526,1,813067.5,9211220.0
527,2,648635.0,5692207.0
528,3,687015.0,7155196.0
529,0,691247.5,7061973.5
530,1,539305.0,4576539.0
531,2,549930.0,3846521.0
532,3,578742.5,5122309.5
533,0,571412.5,4622502.0
534,1,811085.0,9742654.0
535,2,649260.0,6206863.0
536,3,526197.5,4138809.5
537,0,622900.0,4745665.0
538,1,673200.0,6050970.0
539,2,702445.0,6624725.0
540,3,663290.0,6402868.5
541,0,609937.5,4689392.5
542,1,553287.5,4584057.0
543,2,628027.5,6091437.0
544,3,713155.0,8535119.0
545,0,682800.0,5849549.5
546,1,613802.5,5370518.5
547,2,760617.5,8371261.5
548,3,483272.5,2892215.0
549,0,629180.0,5584631.0
550,1,617542.5,5842564.5
551,2,658392.5,6596879.5
552,3,664440.0,6232005.5
553,0,569322.5,4782934.5
554,1,694417.5,7444990.5
555,2,562047.5,4932402.0
556,3,768742.5,8755511.0
557,0,573665.0,4542637.0
558,1,745087.5,7284783.5
559,2,725610.0,8549716.0
560,3,554632.5,4273936.5
561,0,730562.5,7330395.0
562,1,604377.5,5831266.0
563,2,726952.5,7666467.0
564,3,873527.5,9866383.0
565,0,799397.5,9710155.0
566,1,667470.0,6181433.0
567,2,940105.0,12480206.0
568,3,649692.5,5805385.5
569,0,687715.0,6378925.0
570,1,713122.5,6720320.0
571,2,716487.5,7381618.0
572,3,784927.5,8071770.0
573,0,574315.0,5022759.0
574,1,635352.5,5777432.5
575,2,643780.0,5489421.5
576,3,865767.5,10387159.0
577,0,776490.0,7806114.5
578,1,576557.5,5139626.0
579,2,591662.5,5015139.5
580,3,633160.0,6371133.5
581,0,652465.0,5703374.0
582,1,826220.0,8514774.0
583,2,737822.5,8651417.0
584,3,662395.0,6202714.0
585,0,619342.5,5772298.0
586,1,726347.5,7689261.0
587,2,425710.0,2664146.5
588,3,564225.0,4558873.5
589,0,495500.0,3395687.25
590,1,629690.0,5627076.0
591,2,614650.0,5338867.0
592,3,598827.5,5235814.0
593,0,561212.5,4315441.0
594,1,775595.0,9236727.0
595,2,805347.5,10057538.0
596,3,682105.0,7850694.5
597,0,611380.0,5464432.0
598,1,669635.0,6363814.0
599,2,509985.0,4023585.0
600,3,649782.5,5176697.0
601,0,531102.5,4262457.5
602,1,671645.0,7377868.0
603,2,831102.5,9565997.0
604,3,612765.0,5935066.0
605,0,619377.5,5281233.0
606,1,721722.5,6483744.0
607,2,652735.0,6537495.5
608,3,579655.0,5175910.0
609,0,577845.0,5260795.0
610,1,704595.0,6978169.5
611,2,600302.5,4232606.5
612,3,764960.0,7257088.5
613,0,734292.5,9750783.0
614,1,767637.5,7986406.0
615,2,853545.0,11397674.0
616,3,852992.5,11174873.0
617,0,594262.5,5900029.5
618,1,643947.5,6948629.5
619,2,671345.0,6455864.5
620,3,567975.0,4398664.5
621,0,870022.5,10441942.0
622,1,577442.5,4865516.0
623,2,669902.5,6009256.5
624,3,510365.0,3576972.5
625,0,732575.0,8445197.0
626,1,567715.0,5269085.5
627,2,580102.5,4630860.5
628,3,647850.0,6388260.0
629,0,677450.0,7223581.5
630,1,754700.0,8507473.0
631,2,681322.5,6463794.5
632,3,777242.5,8600578.0
633,0,556070.0,4309888.5
634,1,595467.5,5298605.0
635,2,690197.5,7028184.0
636,3,488417.5,2545418.0
637,0,770580.0,8754562.0
638,1,607515.0,5194683.5
639,2,489287.5,3379789.5
640,3,663710.0,5335647.0
641,0,849137.5,11293631.0
642,1,504970.0,3225668.5
643,2,636650.0,6137350.5
644,3,523707.5,5132757.0
645,0,463707.5,3735788.25
646,1,701790.0,7065968.5
647,2,630600.0,6490515.5
648,3,554230.0,4791654.0
649,0,679760.0,6400218.5
650,1,653172.5,5131819.0
651,2,658952.5,6133999.0
652,3,712440.0,9090207.0
653,0,618537.5,5299714.0
654,1,623037.5,7507573.0
655,2,601870.0,5662675.5
656,3,632502.5,5126339.5
657,0,676057.5,5893426.5
658,1,632102.5,6244511.5
659,2,488037.5,3762754.75
660,3,621852.5,6749885.5
661,0,867232.5,11713099.0
662,1,687510.0,5546291.5
663,2,622947.5,5495226.0
664,3,576945.0,5599972.0
665,0,794507.5,8668936.0
666,1,655265.0,5812287.0
667,2,778017.5,7499806.0
668,3,612195.0,4833672.0
669,0,769235.0,8844789.0
670,1,808945.0,7378853.0
671,2,827037.5,11203268.0
672,3,827465.0,11132719.0
673,0,606840.0,4567449.5
674,1,645722.5,6200059.0
675,2,642170.0,5384849.5
676,3,594897.5,4987794.5
677,0,736852.5,7609172.5
678,1,543077.5,4328940.5
679,2,809985.0,8318190.0
680,3,661167.5,6592805.5
681,0,803700.0,9490931.0
682,1,520335.0,3192796.25
683,2,697585.0,6994609.5
684,3,799510.0,9289165.0
685,0,608565.0,5687001.5
686,1,842020.0,11648386.0
687,2,625840.0,4588734.5
688,3,771852.5,8158155.0
689,0,817542.5,9947888.0
690,1,800410.0,10686755.0
691,2,859852.5,11343976.0
692,3,669415.0,6190178.0
693,0,857197.5,10775696.0
694,1,651667.5,6812267.5
695,2,616185.0,5917333.0
696,3,661145.0,6346080.0
697,0,729410.0,8260377.5
698,1,615917.5,4542782.0
699,2,788265.0,10655518.0
700,3,664245.0,6697949.0
701,0,748645.0,9699723.0
702,1,695505.0,7585402.5
703,2,622192.5,5865658.0
704,3,787832.5,10635601.0
705,0,968612.5,13527974.0
706,1,709210.0,7053263.5
707,2,595472.5,4700001.5
708,3,514062.5,4144037.0
709,0,531647.5,4565809.5
710,1,659400.0,7376939.0
711,2,599815.0,5585710.5
712,3,638715.0,5954297.5
713,0,824430.0,11388412.0
714,1,727332.5,8184643.0
715,2,643477.5,6364151.5
716,3,719200.0,7202114.0
717,0,496252.5,3634748.25
718,1,646545.0,6536213.5
719,2,723017.5,7447386.0
720,3,658237.5,6645719.5
721,0,641312.5,5697995.0
722,1,750360.0,9042554.0
723,2,734125.0,6887125.0
724,3,533330.0,4315498.5
725,0,675960.0,6936353.5
726,1,604297.5,5661117.5
727,2,618802.5,4788098.0
728,3,643320.0,5899437.5
729,0,616557.5,5563833.5
730,1,675597.5,5762667.0
731,2,731547.5,7844559.5
732,3,553110.0,4899780.0
733,0,571392.5,4476521.0
734,1,749212.5,7575471.0
735,2,569557.5,4593003.0
736,3,687490.0,8067865.0
737,0,629167.5,5670970.0
738,1,696332.5,6864411.5
739,2,693132.5,6458938.5
740,3,765797.5,8998575.0
741,0,866310.0,10231056.0
742,1,784440.0,9273554.0
743,2,553237.5,3986996.25
744,3,476697.5,3439332.0
745,0,597857.5,3788651.25
746,1,736360.0,7286230.5
747,2,699615.0,7033218.5
748,3,546710.0,3768180.75
749,0,854352.5,12116180.0
750,1,689957.5,7251120.5
751,2,471630.0,3521563.75
752,3,541957.5,4616147.5
753,0,555625.0,5149431.0
754,1,543082.5,5126405.5
755,2,541902.5,4360240.0
756,3,734725.0,8107128.0
757,0,673667.5,6313611.5
758,1,772500.0,9286054.0
759,2,717185.0,8170927.5
760,3,495605.0,3874233.25
761,0,634807.5,5813887.5
762,1,481567.5,3754179.25
763,2,587585.0,3967372.5
764,3,489857.5,3613245.75
765,0,600082.5,5817893.5
766,1,514837.5,3380886.25
767,2,557367.5,4887343.5
768,3,725960.0,9468376.0
769,0,551240.0,3736781.75
770,1,805747.5,10199824.0
771,2,411642.5,2589206.75
772,3,541100.0,4355834.5
773,0,406825.0,2627325.75
774,1,639707.5,7584025.5
775,2,699262.5,7471650.5
776,3,666075.0,7250857.5
777,0,591900.0,4958036.5
778,1,646282.5,5956915.0
779,2,622307.5,5399810.5
780,3,486965.0,3434285.75
781,0,630345.0,5803772.5
782,1,463232.5,2761300.25
783,2,654855.0,5302632.0
784,3,440795.0,2828893.0
785,0,521017.5,3722344.5
786,1,737575.0,8872645.0
787,2,563622.5,3602493.0
788,3,707345.0,7166197.5
789,0,642432.5,6084286.0
790,1,538257.5,4827610.5
791,2,645482.5,6059350.5
792,3,492662.5,4102330.25
793,0,526457.5,3739336.75
794,1,547032.5,4624734.5
795,2,608487.5,6118040.5
796,3,549625.0,4063497.25
797,0,495517.5,3150856.25
798,1,521892.5,4252867.5
799,2,499937.5,3792912.25
800,3,683360.0,6157335.0
801,0,545805.0,4586690.0
802,1,537142.5,3973437.0
803,2,679642.5,6270508.0
804,3,501847.5,4300368.0
805,0,596957.5,4494819.0
806,1,613257.5,6373979.5
807,2,546057.5,3802876.25
808,3,593972.5,5638258.5
809,0,453017.5,2695630.75
810,1,644205.0,6719876.5
811,2,730325.0,8005527.0
812,3,811070.0,11328312.0
813,0,642755.0,6822102.0
814,1,688810.0,7968352.5
815,2,628310.0,5133900.0
816,3,688702.5,6574601.0
817,0,838617.5,11217309.0
818,1,502835.0,3502952.25
819,2,777200.0,9658001.0
820,3,497920.0,3524156.75
821,0,804152.5,10848110.0
822,1,682330.0,6038319.0
823,2,408305.0,1886911.625
824,3,625790.0,5600638.0
825,0,527035.0,3396348.0
826,1,552527.5,4480017.5
827,2,581162.5,5692594.0
828,3,684855.0,7552407.0
829,0,702002.5,8228551.5
830,1,717705.0,8142002.0
831,2,540420.0,4340226.5
832,3,560755.0,4147283.0
833,0,562907.5,3799084.75
834,1,674207.5,6359734.5
835,2,537812.5,3360747.0
836,3,633092.5,5063511.0
837,0,462500.0,3300339.0
838,1,839020.0,12711721.0
839,2,766327.5,9246481.0
840,3,668882.5,6293933.0
841,0,724670.0,8993505.0
842,1,747550.0,9112268.0
843,2,572907.5,5480216.5
844,3,568885.0,4794338.0
845,0,639055.0,7404040.0
846,1,565612.5,4189739.0
847,2,737617.5,8701119.0
848,3,440145.0,2957624.25
849,0,653075.0,6215077.5
850,1,598700.0,5946795.0
851,2,623520.0,6634013.5
852,3,603192.5,5945529.0
853,0,633577.5,5967717.0
854,1,782785.0,8982343.0
855,2,681035.0,6841086.0
856,3,684840.0,7096111.0
857,0,783117.5,10265154.0
858,1,578557.5,5055445.0
859,2,792505.0,10796303.0
860,3,569690.0,4281360.0
861,0,738370.0,8951327.0
862,1,635635.0,6314242.0
863,2,911715.0,13193388.0
864,3,764552.5,8603510.0
865,0,841442.5,10970388.0
866,1,860452.5,12041239.0
867,2,735032.5,9047799.0
868,3,759937.5,8831987.0
869,0,775657.5,9812976.0
870,1,611372.5,5141995.5
871,2,673252.5,7097040.0
872,3,847047.5,11289019.0
873,0,544230.0,5264740.5
874,1,458075.0,3447286.5
875,2,888375.0,12592540.0
876,3,768462.5,9249457.0
877,0,803902.5,10355907.0
878,1,508732.5,4005950.25
879,2,791130.0,10673163.0
880,3,545472.5,4456264.0
881,0,725972.5,8644528.0
882,1,713037.5,8141154.0
883,2,574155.0,5306344.5
884,3,772830.0,9578354.0
885,0,593132.5,5972431.0
886,1,687960.0,6897894.0
887,2,787810.0,10323052.0
888,3,729307.5,9092696.0
889,0,749585.0,9864678.0
890,1,611365.0,6398554.5
891,2,734840.0,8247955.5
892,3,818435.0,9286731.0
893,0,556377.5,3912800.75
894,1,691332.5,7371021.0
895,2,645467.5,6864339.0
896,3,671652.5,6689727.5
897,0,892597.5,12561493.0
898,1,823415.0,10132944.0
899,2,787815.0,9676168.0
900,3,735425.0,8580083.0
901,0,592835.0,5355178.5
902,1,626847.5,6556410.5
903,2,796000.0,10825457.0
904,3,746812.5,9211993.0
905,0,724267.5,7746461.5
906,1,664537.5,6912560.5
907,2,718530.0,7758605.5
908,3,874382.5,11743180.0
909,0,636350.0,6456654.5
910,1,581547.5,5378490.0
911,2,780535.0,9238413.0
912,3,888107.5,11773353.0
913,0,758210.0,10258302.0
914,1,714395.0,8910589.0
915,2,768687.5,8557842.0
916,3,591065.0,6657367.0
917,0,590610.0,5143630.0
918,1,786495.0,10716443.0
919,2,862017.5,11358766.0
920,3,688552.5,6685964.0
921,0,636637.5,6852057.5
922,1,840692.5,10956134.0
923,2,536995.0,5416305.5
924,3,779435.0,9951093.0
925,0,624927.5,6708436.5
926,1,669130.0,6277768.5
927,2,421860.0,2354402.75
928,3,695497.5,7244860.0
929,0,763580.0,9933186.0
